SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/27/2008 00:00:00	6.2	0.9	8.0	4.2	6.4	0.7	7.9	4.7	5.8	0.6	6.8	4.2	5.7	0.7	7.2	3.4									226	5	223	260	220	5	221	350					1.3	0.0	1.5	1.3								
05/27/2008 00:10:00	5.5	0.6	7.2	4.2	5.8	0.5	7.0	4.4	5.4	0.6	6.8	3.8	5.2	0.6	6.5	3.4									226	6	231	260	219	6	222	350					1.2	0.0	1.3	1.3								
05/27/2008 00:20:00	5.8	0.8	8.0	4.2	6.1	0.8	8.2	4.7	5.5	0.8	7.6	4.2	5.5	0.8	7.6	3.8									227	6	225	260	220	6	225	350					1.2	0.0	1.3	1.0								
05/27/2008 00:30:00	5.4	0.8	7.2	3.4	5.7	0.8	7.6	3.9	5.3	0.8	7.2	3.4	5.0	0.8	7.2	3.0									223	5	227	260	217	4	221	350					1.2	0.0	1.3	1.0								
05/27/2008 00:40:00	4.2	0.6	5.3	2.3	4.6	0.6	5.6	2.7	4.0	0.6	5.3	1.9	3.8	0.6	4.9	1.9									215	8	213	260	210	6	213	350					1.2	0.0	1.3	1.0								
05/27/2008 00:50:00	4.4	0.6	5.7	2.6	4.8	0.5	5.9	3.6	4.3	0.5	5.7	3.0	4.0	0.5	5.3	3.0									224	8	230	260	217	8	210	350					1.2	0.0	1.3	1.0								
05/27/2008 01:00:00	4.3	0.4	5.3	3.4	4.8	0.4	5.6	3.9	4.3	0.4	5.3	3.4	4.1	0.4	4.9	3.0									229	6	230	260	221	5	229	350					1.2	0.0	1.3	1.0								
05/27/2008 01:10:00	3.8	0.5	4.9	2.6	4.3	0.4	5.3	3.3	3.8	0.4	4.9	2.6	3.5	0.4	4.6	2.6									220	7	231	260	215	6	219	350					1.2	0.0	1.3	1.0								
05/27/2008 01:20:00	3.8	0.7	5.3	1.5	4.5	0.6	5.9	3.3	3.8	0.7	5.3	1.9	3.5	0.7	4.9	1.9									212	9	191	260	206	9	216	350					1.2	0.0	1.3	1.0								
05/27/2008 01:30:00	3.4	0.6	4.9	2.3	4.3	0.4	5.3	3.3	3.6	0.5	4.6	1.9	3.2	0.6	4.6	1.5									210	6	221	260	204	5	203	350					1.2	0.0	1.3	1.3								
05/27/2008 01:40:00	4.2	0.6	5.7	2.6	4.6	0.6	5.9	3.3	4.0	0.7	5.3	1.9	3.6	0.7	5.3	2.3									214	6	215	260	207	6	210	350					1.2	0.0	1.3	1.0								
05/27/2008 01:50:00	4.1	0.6	6.1	2.6	4.8	0.5	6.2	3.6	4.1	0.6	5.7	2.3	3.8	0.6	5.7	2.3									211	6	218	260	204	5	208	350					1.2	0.0	1.3	1.3								
05/27/2008 02:00:00	4.1	0.6	5.3	1.9	4.6	0.4	5.6	3.3	4.0	0.6	5.3	1.9	3.7	0.6	4.9	1.5									218	6	227	260	211	6	222	350					1.2	0.0	1.3	1.3								
05/27/2008 02:10:00	3.4	0.6	4.9	1.5	3.9	0.5	5.3	3.0	3.3	0.6	4.9	1.5	3.0	0.6	4.6	1.1									217	6	220	260	210	5	211	350					1.2	0.0	1.3	1.3								
05/27/2008 02:20:00	2.5	0.5	3.4	1.1	3.2	0.4	4.1	2.4	2.4	0.5	3.4	1.1	2.1	0.5	3.4	0.7									214	9	220	260	207	7	207	350					1.2	0.0	1.3	1.3								
