SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/26/2008 00:00:00	7.9	1.3	11.8	5.3	9.6	1.0	12.2	6.4	8.4	1.3	11.8	4.9	7.2	1.1	10.3	4.6									192	5	191	260	185	6	186	350					1.0	0.0	1.0	1.0								
05/26/2008 00:10:00	8.2	1.0	10.7	5.7	9.8	0.8	11.6	7.9	8.6	1.2	11.1	6.1	7.3	1.0	9.9	5.3									193	6	194	260	185	7	185	350					1.0	0.0	1.0	0.8								
05/26/2008 00:20:00	8.1	1.2	11.5	4.6	9.5	0.9	12.2	6.7	8.3	1.2	11.1	4.9	7.2	1.1	10.3	4.9									194	6	211	260	186	7	203	350					0.9	0.0	1.0	0.8								
05/26/2008 00:30:00	7.9	1.0	10.3	4.6	9.6	1.0	12.4	7.3	8.3	1.3	11.5	5.3	7.1	1.1	10.7	4.2									194	5	204	260	186	6	191	350					0.9	0.0	1.0	0.8								
05/26/2008 00:40:00	8.6	1.2	11.5	5.3	10.4	1.1	12.7	7.9	9.3	1.4	11.8	6.1	7.8	1.2	11.5	5.3									193	5	192	260	186	5	185	350					0.8	0.0	1.0	0.6								
05/26/2008 00:50:00	7.7	1.0	11.1	5.7	9.9	0.7	11.9	7.9	8.4	1.0	10.7	5.3	7.1	0.9	9.9	5.3									197	5	190	260	190	7	181	350					0.7	0.0	1.0	0.6								
05/26/2008 01:00:00	7.1	0.8	9.5	4.9	9.4	1.0	11.6	6.7	7.8	1.1	10.7	4.9	6.5	1.0	9.1	4.2									197	5	199	260	190	5	194	350					0.7	0.0	1.0	0.6								
05/26/2008 01:10:00	7.5	1.0	10.7	5.7	9.6	0.8	12.2	7.0	8.1	1.1	11.8	5.3	6.8	1.0	10.3	4.9									196	5	189	260	189	6	175	350					0.7	0.0	0.8	0.6								
05/26/2008 01:20:00	7.7	1.0	10.3	5.3	9.9	0.8	11.9	7.0	8.4	1.0	11.1	4.9	7.2	1.0	9.9	4.9									198	5	203	260	192	6	182	350					0.6	0.0	0.8	0.6								
05/26/2008 01:30:00	7.5	1.0	10.3	4.9	9.4	0.7	11.6	7.6	7.9	1.0	10.7	5.3	7.0	0.8	9.5	4.2									195	5	193	260	188	6	187	350					0.5	0.0	0.6	0.6								
05/26/2008 01:40:00	7.5	1.0	9.9	4.9	9.2	0.9	11.6	6.7	7.7	1.1	10.7	4.9	6.6	0.9	9.1	4.6									195	5	193	260	187	7	194	350					0.5	0.0	0.8	0.6								
05/26/2008 01:50:00	7.0	0.8	9.9	4.9	9.2	0.8	11.0	6.2	7.4	1.0	9.9	4.6	6.4	0.8	9.1	4.6									198	5	209	260	191	5	194	350					0.5	0.0	0.6	0.6								
05/26/2008 02:00:00	6.9	0.8	9.5	4.9	9.1	0.7	10.7	7.6	7.3	0.8	9.1	5.3	6.3	0.8	8.8	4.2									197	5	209	260	190	6	190	350					0.5	0.0	0.6	0.6								
05/26/2008 02:10:00	6.7	0.9	9.5	4.6	8.6	0.9	10.7	6.2	6.9	1.0	9.5	4.6	6.1	1.0	8.4	3.8									197	6	184	260	190	7	200	350					0.5	0.0	0.6	0.6								
05/26/2008 02:20:00	8.1	1.1	11.8	4.9	10.5	0.9	12.4	7.9	9.0	1.2	11.8	5.7	7.4	1.0	10.7	4.6									196	4	195	260	189	6	190	350					0.4	0.0	0.6	0.3								
