SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/11/2008 00:00:00	11.9	0.7	14.1	9.9	11.6	0.6	13.6	10.2	11.0	0.6	13.3	9.5	9.9	0.5	11.5	8.4									26	2	23	260	19	3	18	350					-22.2	0.0	-21.8	-22.4								
02/11/2008 00:10:00	11.4	0.4	12.2	10.3	11.2	0.4	12.2	10.4	10.5	0.4	11.5	9.5	9.7	0.4	10.7	8.8									23	2	17	260	17	2	12	350					-22.4	0.0	-22.2	-22.5								
02/11/2008 00:20:00	12.1	0.5	13.3	10.7	11.8	0.5	13.3	9.9	11.1	0.6	13.0	9.5	10.1	0.6	12.2	8.8									26	3	26	260	19	3	12	350					-22.4	0.0	-22.2	-22.5								
02/11/2008 00:30:00	12.4	0.8	14.9	10.7	12.1	0.7	13.9	10.2	11.5	0.8	13.3	9.5	10.5	0.8	12.6	8.4									29	4	33	260	23	5	10	350					-21.9	0.2	-21.5	-22.4								
02/11/2008 00:40:00	12.5	0.9	15.3	9.9	12.2	0.8	15.0	10.2	11.6	0.8	14.5	9.5	10.7	0.8	13.3	8.8									30	3	28	260	24	4	19	350					-21.4	0.1	-21.3	-21.7								
02/11/2008 00:50:00	11.7	0.8	14.1	9.5	11.3	0.8	13.3	9.0	10.8	0.8	12.6	8.8	9.9	0.9	12.2	7.6									29	4	13	260	23	5	17	350					-21.3	0.0	-21.3	-21.3								
02/11/2008 01:00:00	10.6	0.8	12.6	8.4	10.3	0.8	12.2	7.6	9.7	0.8	11.5	7.2	9.0	0.7	10.7	6.8									27	5	24	260	20	5	17	350					-21.5	0.1	-21.3	-21.8								
02/11/2008 01:10:00	10.9	0.8	13.7	9.1	10.7	0.8	13.3	9.0	10.0	0.8	12.6	8.4	9.3	0.8	11.5	7.6									28	5	25	260	21	5	13	350					-21.8	0.0	-21.7	-21.8								
02/11/2008 01:20:00	10.8	0.8	13.0	8.8	10.5	0.7	12.2	8.7	9.8	0.7	11.5	8.4	9.1	0.6	10.7	7.6									27	4	27	260	20	4	22	350					-21.9	0.1	-21.7	-22.2								
02/11/2008 01:30:00	11.1	0.6	12.6	9.1	10.9	0.6	12.4	8.7	10.2	0.6	11.8	8.4	9.4	0.6	11.1	7.6									23	3	26	260	17	3	14	350					-22.3	0.0	-22.0	-22.4								
02/11/2008 01:40:00	10.6	0.7	12.2	9.1	10.2	0.6	11.9	8.4	9.6	0.5	10.7	8.0	8.9	0.6	10.3	7.6									21	3	21	260	14	3	11	350					-22.4	0.0	-22.2	-22.5								
02/11/2008 01:50:00	9.8	0.7	12.2	8.4	9.4	0.7	11.3	7.9	8.9	0.6	10.7	7.6	8.3	0.6	9.9	7.2									18	3	25	260	11	4	13	350					-22.4	0.1	-22.4	-22.5								
02/11/2008 02:00:00	9.5	0.5	11.1	8.4	9.4	0.5	10.7	8.4	8.9	0.5	10.3	7.6	8.3	0.5	10.3	7.2									14	3	11	260	7	3	356	350					-22.7	0.1	-22.5	-22.9								
02/11/2008 02:10:00	9.8	0.5	11.8	8.8	9.6	0.4	11.0	8.4	9.0	0.4	10.3	8.0	8.4	0.4	9.5	7.2									16	3	17	260	10	3	11	350					-23.0	0.1	-22.7	-23.2								
