SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
09/28/2008 00:00:00	4.0	0.4	4.9	3.4	4.3	0.4	5.6	3.6	3.6	0.4	4.9	2.6	3.5	0.4	4.6	2.6									11	7	359	260	5	4	351	350					1.6	0.0	1.7	1.5								
09/28/2008 00:10:00	3.3	0.3	3.8	2.6	3.6	0.3	4.1	3.0	2.8	0.3	3.8	1.9	2.8	0.3	3.8	2.3									25	4	20	260	15	2	10	350					1.6	0.0	2.0	1.5								
09/28/2008 00:20:00	3.1	0.4	4.6	2.3	3.5	0.4	5.0	3.0	2.7	0.5	4.2	1.9	2.9	0.4	4.2	2.3									17	8	9	260	12	6	2	350					1.7	0.0	2.0	1.5								
09/28/2008 00:30:00	3.2	0.4	4.2	1.5	3.5	0.3	4.1	2.4	2.7	0.4	3.4	1.1	2.8	0.3	3.4	2.3									18	7	21	260	12	6	6	350					1.8	0.0	2.0	1.7								
09/28/2008 00:40:00	2.9	0.4	3.4	1.9	3.3	0.4	3.9	2.4	2.4	0.5	3.0	1.1	2.7	0.3	3.4	1.9									26	5	28	260	21	6	22	350					1.8	0.0	2.0	1.5								
09/28/2008 00:50:00	3.4	0.3	4.2	2.3	3.8	0.3	4.4	3.0	2.9	0.4	3.8	1.9	3.1	0.3	3.8	2.3									25	6	30	260	20	2	19	350					1.7	0.1	2.0	1.5								
09/28/2008 01:00:00	3.3	0.4	4.2	2.3	3.5	0.4	4.4	3.0	2.7	0.4	3.4	1.9	2.8	0.3	3.8	2.3									25	5	27	260	19	1	15	350					1.6	0.0	2.0	1.5								
09/28/2008 01:10:00	3.3	0.5	4.6	1.9	3.8	0.4	4.7	2.4	2.9	0.5	4.2	1.1	3.1	0.4	4.2	1.9									28	5	15	260	21	2	17	350					1.4	0.0	1.5	1.3								
09/28/2008 01:20:00	3.5	0.4	4.6	2.6	3.9	0.4	5.0	3.0	3.0	0.5	4.2	1.9	3.1	0.3	4.2	2.3									32	4	32	260	25	3	22	350					1.6	0.0	1.7	1.3								
09/28/2008 01:30:00	3.8	0.3	4.6	3.0	4.3	0.2	5.0	3.6	3.4	0.3	4.2	2.6	3.5	0.3	4.2	3.0									27	5	33	260	23	4	23	350					1.6	0.0	2.0	1.5								
09/28/2008 01:40:00	3.4	0.5	4.6	2.3	3.8	0.4	4.7	3.0	2.9	0.5	4.2	1.9	3.1	0.4	4.2	2.3									27	9	20	260	23	7	12	350					1.4	0.0	1.5	1.3								
09/28/2008 01:50:00	2.6	0.3	3.4	1.9	3.0	0.2	3.6	2.4	2.0	0.3	3.0	1.5	2.4	0.2	3.0	1.9									28	4	32	260	24	1	19	350					1.4	0.0	1.5	1.3								
09/28/2008 02:00:00	2.2	0.4	3.0	1.5	2.7	0.4	3.6	1.9	1.5	0.5	2.6	0.4	2.2	0.4	3.0	1.1									25	8	20	260	14	3	19	350					1.5	0.0	1.5	1.3								
09/28/2008 02:10:00	1.0	0.3	1.5	0.4	1.2	0.3	2.4	1.0	0.4	0.1	1.1	0.4	1.0	0.3	1.9	0.4									28	1	33	260	13	0	10	350					1.6	0.0	1.7	1.5								
09/28/2008 02:20:00	1.9	0.5	3.8	1.1	1.0	0.0	1.0	1.0	1.0	0.7	3.0	0.4	1.7	0.5	3.0	0.7									35	7	45	260	24	8	350	350					1.7	0.0	2.0	1.5								
