SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/24/2007 00:00:00	4.7	0.7	6.5	2.6	4.0	0.5	5.0	2.7	4.4	0.7	6.5	2.6	4.2	0.6	6.1	2.6									245	12	253	260	240	6	240	350					-18.4	0.0	-18.2	-18.4								
12/24/2007 00:10:00	5.1	0.6	6.5	3.4	4.1	0.6	5.6	2.4	4.5	0.7	6.5	2.3	4.1	0.6	5.7	2.6									248	12	258	260	244	5	245	350					-18.4	0.1	-18.1	-18.4								
12/24/2007 00:20:00	5.5	0.7	6.8	3.4	4.6	0.6	5.9	3.0	5.1	0.8	6.8	3.0	4.7	0.7	6.5	2.6									249	9	246	260	244	6	248	350					-18.4	0.1	-18.1	-18.4								
12/24/2007 00:30:00	5.6	0.6	6.8	4.2	4.8	0.5	5.9	3.6	5.2	0.7	6.8	3.4	4.8	0.7	6.5	3.0									250	6	257	260	246	5	248	350					-18.2	0.0	-18.1	-18.2								
12/24/2007 00:40:00	5.5	0.7	6.8	3.4	4.7	0.6	6.2	2.7	5.1	0.8	6.5	3.0	4.6	0.7	6.5	2.6									251	7	257	260	246	5	243	350					-18.0	0.0	-17.7	-18.2								
12/24/2007 00:50:00	5.5	0.6	6.8	3.0	4.7	0.5	6.4	3.0	5.0	0.6	6.8	2.6	4.3	0.6	6.1	2.6									254	12	249	260	250	5	262	350					-18.2	0.2	-17.7	-18.4								
12/24/2007 01:00:00	5.7	0.5	6.5	4.2	4.7	0.5	5.6	3.6	5.1	0.6	6.1	3.4	4.6	0.5	6.1	3.0									250	14	264	260	245	6	253	350					-18.5	0.0	-18.4	-18.6								
12/24/2007 01:10:00	5.2	0.6	6.1	3.4	4.2	0.6	5.3	2.7	4.5	0.7	6.1	2.6	4.3	0.7	6.1	2.6									244	5	244	260	238	5	239	350					-18.7	0.0	-18.4	-19.0								
12/24/2007 01:20:00	4.9	0.6	6.1	3.0	3.8	0.5	5.0	2.7	4.2	0.6	5.3	2.6	4.1	0.5	5.7	3.0									232	7	242	260	226	7	230	350					-18.9	0.0	-18.8	-19.0								
12/24/2007 01:30:00	4.4	0.8	6.1	2.3	3.5	0.6	4.7	2.1	3.9	0.7	5.7	1.9	3.9	0.7	5.7	2.3									228	7	235	260	223	7	224	350					-18.7	0.1	-18.4	-19.0								
12/24/2007 01:40:00	4.0	1.0	6.1	1.5	3.4	0.7	5.3	1.9	3.5	0.9	5.7	1.5	3.6	0.8	6.1	1.5									213	9	219	260	209	9	201	350					-18.6	0.0	-18.4	-18.8								
12/24/2007 01:50:00	4.2	0.8	6.1	1.9	3.5	0.6	5.0	2.1	3.6	0.8	5.3	1.5	3.5	0.7	5.3	1.5									213	8	219	260	207	7	214	350					-18.4	0.1	-18.2	-18.4								
12/24/2007 02:00:00	4.8	0.9	6.5	1.9	3.9	0.5	4.7	2.4	4.0	0.8	5.7	1.9	3.8	0.7	5.3	2.3									212	6	219	260	206	7	206	350					-18.2	0.1	-18.1	-18.4								
12/24/2007 02:10:00	5.3	0.5	6.1	3.8	4.2	0.4	5.0	2.7	4.5	0.6	5.3	3.0	4.2	0.6	5.7	2.6									220	3	223	260	212	4	212	350					-18.0	0.1	-17.7	-18.2								
