SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/15/2008 00:00:00	11.4	0.6	13.0	9.9	10.7	0.6	12.4	9.6	10.0	0.6	11.8	8.4	9.1	0.7	11.1	6.5									23	3	25	260	16	4	7	350					-10.2	0.0	-10.0	-10.4								
10/15/2008 00:10:00	10.8	0.6	12.2	9.1	10.2	0.5	11.9	9.0	9.4	0.6	11.5	8.0	8.8	0.6	10.7	7.2									21	3	20	260	15	3	9	350					-10.1	0.0	-10.0	-10.4								
10/15/2008 00:20:00	10.7	0.7	12.2	9.1	10.1	0.6	12.2	8.4	9.3	0.7	11.8	7.6	8.6	0.7	10.7	6.5									21	4	21	260	14	4	6	350					-10.1	0.0	-10.0	-10.4								
10/15/2008 00:30:00	10.8	0.8	12.6	8.0	10.3	0.7	12.2	8.7	9.5	0.7	11.5	7.6	8.8	0.8	11.5	7.2									21	4	26	260	15	4	15	350					-10.0	0.0	-9.8	-10.2								
10/15/2008 00:40:00	10.8	0.8	12.6	8.8	10.3	0.7	12.2	8.4	9.4	0.8	12.2	7.6	8.8	0.7	11.1	6.8									20	5	13	260	14	5	18	350					-10.1	0.0	-9.8	-10.2								
10/15/2008 00:50:00	11.4	0.9	13.3	8.8	10.8	0.9	13.6	8.4	10.1	1.0	13.0	7.6	9.3	0.9	11.8	7.2									21	5	17	260	14	5	9	350					-10.0	0.0	-9.8	-10.2								
10/15/2008 01:00:00	12.0	0.6	13.3	9.9	11.5	0.7	13.0	9.6	10.8	0.8	12.6	8.4	9.9	0.8	11.8	8.0									25	3	25	260	19	4	17	350					-9.7	0.1	-9.4	-9.8								
10/15/2008 01:10:00	11.4	0.6	13.0	9.5	11.1	0.7	12.7	8.7	10.4	0.7	11.8	7.6	9.5	0.7	11.1	7.6									26	3	25	260	19	3	15	350					-9.6	0.1	-9.4	-9.8								
10/15/2008 01:20:00	10.3	0.7	12.2	8.4	10.0	0.7	11.9	8.2	9.1	0.7	11.5	7.2	8.7	0.6	10.7	6.8									23	4	24	260	16	4	12	350					-9.9	0.0	-9.6	-10.0								
10/15/2008 01:30:00	10.3	0.8	12.6	8.4	9.6	0.7	11.3	7.9	8.8	0.8	11.1	6.5	8.1	0.7	10.7	6.5									23	4	24	260	17	5	6	350					-10.2	0.1	-10.0	-10.4								
10/15/2008 01:40:00	11.5	0.6	13.0	9.9	10.8	0.7	12.7	9.0	10.1	0.7	12.2	8.0	9.2	0.7	11.1	6.8									18	5	16	260	11	5	3	350					-10.0	0.1	-9.8	-10.4								
10/15/2008 01:50:00	10.3	1.2	13.0	7.2	9.9	1.1	12.4	7.3	9.0	1.2	11.5	6.5	8.5	1.2	11.1	5.7									19	5	17	260	12	5	5	350					-9.9	0.1	-9.6	-10.4								
10/15/2008 02:00:00	10.1	1.0	12.2	6.8	9.7	0.7	11.3	7.9	8.9	0.8	11.1	6.8	8.5	0.7	10.3	6.1									16	4	11	260	9	4	8	350					-10.5	0.0	-10.2	-10.9								
10/15/2008 02:10:00	9.9	0.9	12.2	7.6	9.8	0.8	12.2	7.6	8.9	1.0	11.5	6.8	8.6	0.8	11.1	6.5									19	6	13	260	12	5	359	350					-10.3	0.0	-10.0	-10.4								
