SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/28/2007 00:00:00	9.2	1.0	11.5	6.1	12.1	1.4	15.6	8.4	9.5	1.1	12.6	6.5	9.2	1.3	12.2	6.1									66	7	60	260	61	9	61	350					-4.2	0.0	-4.0	-4.5								
11/28/2007 00:10:00	8.5	1.0	11.8	5.7	11.4	1.4	15.0	8.2	8.9	1.1	12.2	6.1	8.7	1.2	12.2	5.7									61	7	65	260	56	8	60	350					-4.5	0.0	-4.2	-4.7								
11/28/2007 00:20:00	8.9	0.8	11.1	6.8	11.9	1.0	14.4	9.0	9.3	0.9	11.5	7.2	9.0	0.9	11.8	6.8									63	6	60	260	58	7	59	350					-4.4	0.1	-4.0	-4.7								
11/28/2007 00:30:00	8.0	0.9	10.7	5.3	10.6	1.2	13.9	7.0	8.2	1.0	10.7	4.9	8.0	1.0	10.7	4.9									64	7	64	260	58	8	60	350					-4.3	0.0	-4.0	-4.5								
11/28/2007 00:40:00	8.1	0.9	10.3	5.7	10.7	1.2	14.4	7.9	8.4	1.0	11.5	6.1	8.1	1.1	10.7	4.9									64	8	71	260	58	8	54	350					-4.1	0.0	-3.8	-4.5								
11/28/2007 00:50:00	8.7	1.0	11.5	6.1	11.2	1.2	14.2	8.4	8.9	1.0	11.5	6.5	8.7	1.0	11.1	6.5									68	7	76	260	62	7	49	350					-3.9	0.0	-3.6	-4.0								
11/28/2007 01:00:00	8.4	0.9	11.1	6.5	10.8	1.1	15.9	8.4	8.6	0.9	11.8	6.5	8.3	0.9	11.5	6.1									66	7	63	260	61	7	60	350					-3.9	0.0	-3.8	-4.0								
11/28/2007 01:10:00	8.4	1.0	11.5	5.7	10.9	1.3	13.9	7.9	8.6	1.1	11.5	5.7	8.4	1.2	11.5	5.7									67	7	79	260	61	7	69	350					-3.8	0.0	-3.4	-3.8								
11/28/2007 01:20:00	8.8	0.8	10.7	6.8	11.2	1.0	13.9	9.0	8.9	0.8	11.1	6.8	8.6	1.0	10.7	5.7									67	7	72	260	62	8	65	350					-3.7	0.0	-3.4	-3.8								
11/28/2007 01:30:00	9.3	0.7	11.5	7.2	11.8	1.0	14.2	9.0	9.4	0.8	11.5	7.2	9.2	1.0	11.8	7.2									70	6	73	260	65	6	57	350					-3.6	0.0	-3.4	-3.8								
11/28/2007 01:40:00	9.4	0.8	11.5	7.6	11.9	1.0	15.3	9.3	9.5	0.9	12.2	7.2	9.3	1.0	12.2	6.8									69	6	84	260	63	6	72	350					-3.6	0.0	-3.4	-3.8								
11/28/2007 01:50:00	9.6	0.7	11.8	7.2	12.1	1.0	15.3	9.3	9.7	0.8	12.2	7.2	9.6	0.9	11.8	7.6									70	6	73	260	63	6	61	350					-3.4	0.0	-3.1	-3.6								
11/28/2007 02:00:00	9.5	0.5	11.1	7.6	12.1	0.8	14.2	10.2	9.6	0.7	11.5	8.0	9.5	0.9	11.5	7.2									69	5	71	260	62	6	61	350					-3.5	0.1	-3.1	-3.8								
11/28/2007 02:10:00	9.7	0.5	11.8	8.4	12.5	0.6	15.0	10.7	10.0	0.6	11.8	8.4	10.2	0.7	12.6	8.0									73	5	74	260	66	5	69	350					-3.6	0.0	-3.4	-3.8								
