SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/10/2008 00:00:00	12.7	1.3	15.6	9.5	12.7	1.2	15.9	9.6	12.0	1.4	15.3	8.4	11.5	1.3	14.9	8.8									20	5	20	260	14	6	10	350					-5.5	0.0	-5.4	-5.6								
10/10/2008 00:10:00	13.0	1.3	15.6	9.9	13.1	1.2	16.1	9.3	12.4	1.3	15.3	8.8	11.9	1.3	14.5	8.4									19	6	15	260	13	6	12	350					-5.5	0.0	-5.4	-5.6								
10/10/2008 00:20:00	12.3	1.4	15.6	8.4	12.4	1.4	15.6	8.7	11.8	1.5	15.3	7.6	11.2	1.6	14.9	6.1									21	6	16	260	15	6	13	350					-5.5	0.0	-5.4	-5.6								
10/10/2008 00:30:00	12.2	1.1	14.9	9.1	12.4	1.1	15.3	9.9	11.7	1.2	14.5	8.8	11.3	1.2	14.5	8.0									20	5	19	260	14	5	14	350					-5.5	0.0	-5.4	-5.6								
10/10/2008 00:40:00	12.4	1.0	14.5	9.9	12.6	0.9	15.0	10.2	11.9	1.0	14.5	9.1	11.6	1.0	14.1	8.8									19	5	17	260	12	6	9	350					-5.4	0.0	-5.1	-5.6								
10/10/2008 00:50:00	13.2	1.0	15.3	10.7	13.4	1.0	15.6	10.7	12.8	1.1	15.3	9.9	12.3	1.1	15.3	8.8									16	5	10	260	11	5	25	350					-5.4	0.0	-5.1	-5.6								
10/10/2008 01:00:00	12.8	1.1	15.6	9.9	12.9	1.1	15.9	9.9	12.2	1.2	15.3	8.8	11.8	1.3	14.9	8.4									16	5	6	260	11	5	12	350					-5.3	0.0	-5.1	-5.4								
10/10/2008 01:10:00	12.4	1.3	15.3	8.8	12.5	1.2	15.3	9.0	11.8	1.3	14.5	8.4	11.4	1.4	14.9	7.6									19	5	15	260	14	5	6	350					-5.2	0.0	-5.1	-5.4								
10/10/2008 01:20:00	11.9	1.1	14.9	9.1	11.9	1.1	14.7	9.3	11.2	1.2	14.1	8.4	10.9	1.2	14.1	8.0									17	5	17	260	11	5	7	350					-5.2	0.0	-5.1	-5.1								
10/10/2008 01:30:00	12.0	1.1	14.5	9.5	12.1	1.1	14.4	9.6	11.4	1.2	13.7	8.8	10.9	1.2	13.7	8.4									14	6	12	260	9	6	10	350					-5.1	0.0	-4.9	-5.1								
10/10/2008 01:40:00	12.3	1.1	14.9	9.5	12.5	1.0	15.3	9.9	11.8	1.2	14.5	8.4	11.3	1.2	14.1	8.0									13	5	13	260	8	5	0	350					-5.0	0.0	-4.9	-5.1								
10/10/2008 01:50:00	12.0	1.0	14.5	8.8	12.1	1.0	14.7	9.9	11.4	1.1	14.5	8.4	11.0	1.0	14.1	8.4									14	5	8	260	8	5	5	350					-5.0	0.0	-4.9	-5.1								
10/10/2008 02:00:00	11.8	1.2	14.9	8.4	12.0	1.1	14.4	9.0	11.3	1.2	14.5	7.6	10.9	1.2	13.3	8.0									13	5	12	260	8	5	3	350					-5.0	0.0	-4.7	-4.9								
10/10/2008 02:10:00	12.3	0.9	14.5	9.9	12.5	0.9	14.4	10.2	11.7	1.0	13.7	8.4	11.3	1.2	13.7	8.4									13	4	15	260	8	5	15	350					-4.9	0.0	-4.7	-4.9								
