SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/08/2008 00:00:00	11.5	0.4	12.6	10.3	11.1	0.4	12.2	10.2	10.9	0.4	11.8	9.5	10.3	0.6	11.8	8.4									81	2	79	260	74	2	71	350					-15.8	0.0	-15.6	-16.0								
02/08/2008 00:10:00	10.9	0.6	12.6	9.1	10.4	0.5	12.2	8.7	10.1	0.6	11.8	8.0	9.5	0.7	11.8	7.6									79	2	81	260	72	2	75	350					-15.9	0.1	-15.6	-16.2								
02/08/2008 00:20:00	11.0	0.5	12.2	9.9	10.6	0.4	11.6	9.3	10.3	0.5	11.5	8.8	9.9	0.5	11.1	8.0									76	1	73	260	70	1	69	350					-16.1	0.0	-16.0	-16.2								
02/08/2008 00:30:00	11.6	0.7	13.0	9.9	11.2	0.6	12.7	9.6	10.9	0.6	12.2	9.5	10.2	0.7	11.8	8.0									72	2	71	260	65	3	63	350					-16.1	0.0	-16.0	-16.2								
02/08/2008 00:40:00	13.0	0.4	13.7	11.5	12.8	0.5	13.9	11.0	12.6	0.5	13.7	10.3	11.8	0.9	13.7	8.8									70	2	68	260	61	3	56	350					-16.0	0.0	-15.8	-16.2								
02/08/2008 00:50:00	13.2	0.3	14.1	12.6	12.9	0.3	13.6	11.9	12.6	0.4	13.7	11.5	12.4	0.5	13.3	9.9									74	3	71	260	62	3	57	350					-15.8	0.0	-15.8	-16.0								
02/08/2008 01:00:00	13.0	0.3	13.7	12.2	13.0	0.3	13.6	11.6	12.7	0.3	13.3	11.5	12.5	0.5	13.7	10.7									72	2	74	260	61	2	59	350					-15.8	0.0	-15.6	-16.0								
02/08/2008 01:10:00	12.9	0.5	14.1	10.3	12.7	0.5	13.9	11.0	12.4	0.6	13.7	10.7	12.0	0.8	13.7	9.5									69	3	65	260	59	3	59	350					-16.2	0.1	-15.8	-16.4								
02/08/2008 01:20:00	13.8	0.5	14.9	12.6	13.6	0.5	15.0	11.9	13.4	0.6	14.5	11.5	12.8	0.8	14.1	10.7									68	2	68	260	59	3	61	350					-16.5	0.1	-16.4	-16.8								
02/08/2008 01:30:00	15.0	0.4	16.1	14.1	14.7	0.5	16.1	13.0	14.5	0.5	16.1	12.2	13.8	0.7	15.6	11.5									69	2	65	260	59	3	57	350					-16.7	0.0	-16.6	-16.9								
02/08/2008 01:40:00	15.7	0.7	16.8	13.0	15.1	0.8	16.4	12.2	14.9	0.8	16.4	11.8	14.2	0.9	16.1	11.5									65	3	63	260	57	3	56	350					-16.6	0.0	-16.4	-16.9								
02/08/2008 01:50:00	14.9	0.7	16.8	12.2	14.1	0.9	15.9	11.3	14.0	0.9	16.1	11.1	13.2	1.0	16.1	10.7									65	3	64	260	57	4	55	350					-16.9	0.0	-16.6	-16.9								
02/08/2008 02:00:00	14.1	1.0	16.1	11.1	13.5	0.9	15.3	11.0	13.3	1.0	15.3	10.7	12.6	1.0	14.9	9.9									65	4	64	260	57	4	54	350					-16.9	0.0	-16.8	-16.9								
02/08/2008 02:10:00	14.9	1.2	17.6	11.8	14.2	1.2	17.3	11.3	14.0	1.2	17.2	10.7	13.3	1.3	16.4	9.9									66	3	70	260	60	5	64	350					-16.9	0.0	-16.6	-16.9								
