SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/02/2008 00:00:00	0.5	0.3	1.1	0.4	1.1	0.3	2.4	1.0	0.4	0.0	0.7	0.4	0.8	0.3	1.5	0.4									32	5	17	260	297	7	295	350					-18.1	0.0	-18.1	-18.2								
01/02/2008 00:10:00	0.5	0.3	1.5	0.4	1.0	0.1	1.9	1.0	0.4	0.0	0.7	0.4	0.8	0.3	1.5	0.4									32	5	13	260	300	7	313	350					-18.1	0.0	-18.1	-18.2								
01/02/2008 00:20:00	0.5	0.3	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.0	0.7	0.4	0.7	0.3	1.5	0.4									35	6	32	260	304	8	326	350					-18.2	0.0	-18.1	-18.2								
01/02/2008 00:30:00	0.5	0.3	1.5	0.4	1.1	0.2	2.1	1.0	0.4	0.0	0.7	0.4	0.8	0.3	1.5	0.4									36	6	38	260	307	7	307	350					-18.1	0.0	-18.1	-18.1								
01/02/2008 00:40:00	0.5	0.3	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.0	0.7	0.4	0.7	0.3	1.5	0.4									37	6	39	260	308	7	318	350					-18.3	0.1	-18.1	-18.4								
01/02/2008 00:50:00	0.6	0.3	1.5	0.4	1.1	0.1	1.9	1.0	0.4	0.0	0.7	0.4	0.5	0.2	1.1	0.4									39	5	35	260	308	6	320	350					-18.7	0.1	-18.4	-19.0								
01/02/2008 01:00:00	0.7	0.3	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.1	1.1	0.4	0.6	0.3	1.5	0.4									38	5	42	260	306	7	296	350					-19.0	0.0	-18.8	-19.0								
01/02/2008 01:10:00	0.7	0.4	1.9	0.4	1.1	0.2	2.1	1.0	0.4	0.0	0.7	0.4	0.6	0.3	1.5	0.4									38	6	37	260	310	8	319	350					-18.9	0.0	-18.6	-19.0								
01/02/2008 01:20:00	0.5	0.3	1.5	0.4	1.1	0.2	1.6	1.0	0.4	0.0	0.4	0.4	0.4	0.2	1.1	0.4									41	6	52	260	312	6	305	350					-19.3	0.2	-19.0	-19.5								
01/02/2008 01:30:00	0.5	0.3	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.0	0.7	0.4	0.4	0.1	0.7	0.4									42	6	45	260	313	7	323	350					-19.7	0.1	-19.5	-19.9								
01/02/2008 01:40:00	0.5	0.3	1.5	0.4	1.1	0.2	1.6	1.0	0.4	0.0	0.7	0.4	0.4	0.1	1.1	0.4									42	6	39	260	313	7	314	350					-20.0	0.1	-19.7	-20.1								
01/02/2008 01:50:00	0.4	0.2	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.0	0.7	0.4	0.5	0.2	1.1	0.4									39	5	49	260	309	7	313	350					-19.7	0.3	-19.2	-20.1								
01/02/2008 02:00:00	0.5	0.2	1.5	0.4	1.1	0.2	1.9	1.0	0.4	0.1	0.7	0.4	0.6	0.3	1.5	0.4									38	6	38	260	309	8	321	350					-19.1	0.0	-19.0	-19.2								
01/02/2008 02:10:00	0.6	0.3	1.5	0.4	1.0	0.1	1.9	1.0	0.4	0.1	1.1	0.4	0.7	0.3	1.5	0.4									37	5	47	260	308	6	291	350					-18.9	0.1	-18.6	-19.0								
