SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/29/2007 00:00:00	2.4	0.6	3.8	1.1	2.1	0.3	3.0	1.6	1.9	0.6	3.4	0.4	2.2	0.5	3.4	0.7									184	13	183	260	172	19	178	350					-9.7	0.0	-9.4	-9.8								
12/29/2007 00:10:00	2.3	0.5	4.2	1.1	2.2	0.3	3.3	1.3	2.0	0.6	3.8	0.4	2.2	0.5	4.2	1.1									191	12	197	260	182	11	185	350					-9.6	0.1	-9.2	-9.8								
12/29/2007 00:20:00	2.4	0.5	3.8	1.1	2.3	0.3	3.0	1.6	2.1	0.6	3.8	0.4	2.3	0.5	3.8	0.7									185	14	188	260	173	17	182	350					-9.4	0.0	-9.2	-9.4								
12/29/2007 00:30:00	2.5	0.5	3.8	1.1	2.1	0.3	3.0	1.6	2.0	0.6	3.8	0.4	2.3	0.6	4.2	1.1									177	14	196	260	162	13	170	350					-9.7	0.1	-9.2	-9.8								
12/29/2007 00:40:00	2.5	0.7	4.9	1.1	2.3	0.5	3.6	1.3	2.3	0.8	4.6	0.7	2.5	0.7	4.6	0.7									181	17	203	260	169	21	200	350					-9.8	0.0	-9.6	-10.0								
12/29/2007 00:50:00	2.4	0.6	4.6	0.7	2.2	0.3	3.0	1.6	2.2	0.6	3.8	0.7	2.4	0.6	3.8	0.7									180	15	188	260	172	19	201	350					-9.8	0.0	-9.6	-9.8								
12/29/2007 01:00:00	2.4	0.6	4.2	1.1	2.1	0.3	3.0	1.3	2.0	0.6	3.8	0.4	2.2	0.6	4.6	0.4									172	17	185	260	158	20	167	350					-10.0	0.0	-9.8	-10.2								
12/29/2007 01:10:00	2.3	0.4	3.4	1.5	1.9	0.2	2.7	1.3	1.9	0.5	3.4	0.7	2.3	0.4	3.8	1.1									161	12	147	260	144	14	139	350					-10.3	0.0	-10.0	-10.4								
12/29/2007 01:20:00	2.6	0.6	3.8	0.7	2.2	0.4	3.0	1.3	2.4	0.8	4.2	0.7	2.6	0.7	3.8	0.7									163	19	169	260	153	22	185	350					-10.3	0.0	-10.0	-10.4								
12/29/2007 01:30:00	2.2	0.5	3.8	1.1	2.0	0.3	2.7	1.3	2.0	0.6	3.8	0.4	2.2	0.5	3.4	0.7									163	15	170	260	149	12	114	350					-10.3	0.0	-10.0	-10.4								
12/29/2007 01:40:00	2.1	0.6	3.8	0.7	2.0	0.4	2.7	1.3	2.0	0.8	3.4	0.4	2.2	0.6	4.2	0.4									174	15	178	260	166	21	175	350					-10.1	0.1	-9.6	-10.4								
12/29/2007 01:50:00	2.1	0.6	3.8	1.1	2.1	0.4	3.0	1.3	2.0	0.7	3.8	0.4	2.2	0.7	3.8	0.4									175	17	172	260	165	18	146	350					-10.1	0.2	-9.6	-10.4								
12/29/2007 02:00:00	2.4	0.7	4.6	0.7	2.1	0.4	3.3	1.3	2.0	0.8	4.2	0.4	2.3	0.7	3.8	0.7									179	18	166	260	171	21	169	350					-9.9	0.1	-9.6	-10.2								
12/29/2007 02:10:00	2.0	0.6	3.8	0.7	1.9	0.3	3.0	1.3	1.7	0.6	3.4	0.4	1.9	0.6	3.8	0.7									183	17	197	260	175	21	182	350					-9.9	0.0	-9.6	-10.0								
