SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/13/2007 00:00:00	0.4	0.0	0.4	0.4	2.8	0.3	3.6	2.1	2.2	0.3	3.0	1.1	2.1	0.3	3.0	1.1									344	5	260	260	346	1	349	350					-4.6	0.0	-4.5	-4.7								
12/13/2007 00:10:00	0.4	0.0	0.4	0.4	3.3	0.3	3.6	2.4	2.7	0.3	3.0	1.5	2.6	0.3	3.0	1.9									349	8	260	260	345	1	347	350					-4.6	0.0	-4.5	-4.7								
12/13/2007 00:20:00	0.4	0.0	0.4	0.4	3.6	0.1	3.9	3.0	2.9	0.2	3.4	2.3	2.9	0.2	3.4	2.3									1	2	260	260	346	0	349	350					-4.5	0.0	-4.5	-4.7								
12/13/2007 00:30:00	1.0	1.2	3.4	0.4	4.0	0.3	4.4	3.6	3.3	0.3	3.8	2.6	3.3	0.3	3.8	2.6									5	3	1	260	354	0	350	350					-4.4	0.0	-4.2	-4.5								
12/13/2007 00:40:00	3.6	0.2	4.2	3.0	4.3	0.3	5.0	3.9	3.7	0.3	4.2	3.0	3.6	0.3	4.2	3.0									356	3	356	260	354	0	350	350					-4.4	0.0	-4.2	-4.5								
12/13/2007 00:50:00	3.7	0.3	4.6	3.0	4.4	0.3	5.0	3.9	3.9	0.3	4.6	3.0	3.6	0.3	4.2	2.6									358	2	355	260	357	2	352	350					-4.4	0.0	-4.2	-4.5								
12/13/2007 01:00:00	3.9	0.3	4.6	3.4	4.8	0.3	5.3	3.9	4.2	0.3	4.6	3.4	3.8	0.3	4.6	3.0									7	4	1	260	0	4	352	350					-4.3	0.0	-4.2	-4.5								
12/13/2007 01:10:00	3.9	0.2	4.6	3.4	4.8	0.3	5.6	4.1	4.1	0.3	4.9	3.4	3.7	0.3	4.6	2.6									16	5	13	260	6	5	10	350					-4.4	0.0	-4.0	-4.5								
12/13/2007 01:20:00	4.2	0.2	4.6	3.8	5.2	0.3	5.6	4.7	4.4	0.2	4.9	3.8	4.3	0.3	4.9	3.8									26	2	23	260	15	1	10	350					-4.4	0.0	-4.2	-4.5								
12/13/2007 01:30:00	4.1	0.2	4.6	3.4	4.9	0.2	5.3	4.4	4.1	0.2	4.6	3.8	4.0	0.2	4.6	3.4									25	3	28	260	17	0	14	350					-4.4	0.0	-4.5	-4.5								
12/13/2007 01:40:00	3.7	0.2	4.2	3.4	4.6	0.2	4.7	4.1	3.9	0.2	4.2	3.4	3.7	0.3	4.2	3.0									14	5	18	260	10	5	12	350					-4.6	0.0	-4.5	-4.7								
12/13/2007 01:50:00	3.8	0.3	4.6	3.0	4.6	0.3	5.3	4.1	3.9	0.3	4.6	3.4	3.7	0.3	4.6	3.0									23	6	22	260	9	6	12	350					-4.6	0.0	-4.5	-4.7								
12/13/2007 02:00:00	4.6	0.2	4.9	3.8	5.4	0.3	5.9	4.7	4.7	0.3	5.3	4.2	4.4	0.2	4.9	3.8									35	2	33	260	24	3	21	350					-4.4	0.0	-4.5	-4.5								
12/13/2007 02:10:00	4.5	0.2	4.9	3.8	5.2	0.3	5.9	4.7	4.6	0.3	5.3	4.2	4.3	0.3	4.9	3.8									40	2	39	260	31	1	30	350					-4.4	0.0	-4.5	-4.5								
