SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/25/2009 00:00:00	8.7	0.7	9.9	6.5	8.1	0.7	10.2	5.9	7.7	0.8	9.9	5.3	6.9	1.0	9.1	3.4									102	5	101	260	96	6	94	350	13.2	0.0	13.2	13.2	-4.2	0.0	-4.0	-4.2					97.5	0.0	97.9	97.1
01/25/2009 00:10:00	8.4	0.7	9.9	6.5	7.8	0.6	9.6	6.2	7.4	0.7	9.1	5.3	6.6	0.8	8.4	4.2									102	5	99	260	96	6	95	350	13.2	0.0	13.2	12.9	-4.2	0.0	-4.0	-4.5					97.5	0.0	98.2	97.1
01/25/2009 00:20:00	9.0	0.6	10.3	7.2	8.3	0.5	10.2	7.3	7.8	0.6	9.9	6.5	6.9	0.8	9.1	3.8									101	5	102	260	95	6	93	350	13.2	0.0	13.2	13.2	-4.2	0.0	-4.0	-4.2					97.5	0.0	97.9	97.1
01/25/2009 00:30:00	9.1	0.7	10.3	6.8	8.5	0.7	10.4	6.2	8.0	0.8	9.9	5.3	7.1	0.9	9.1	4.6									103	5	103	260	97	6	93	350	13.2	0.0	13.2	13.2	-4.0	0.0	-3.8	-4.0					97.8	0.0	97.9	97.1
01/25/2009 00:40:00	8.8	0.7	10.7	6.5	8.2	0.7	9.9	6.2	7.8	0.8	9.9	5.3	6.8	0.9	9.5	3.4									103	5	97	260	96	6	91	350	13.2	0.0	13.2	13.2	-4.0	0.0	-3.8	-4.0					97.8	0.0	97.9	97.4
01/25/2009 00:50:00	8.9	0.7	10.7	6.8	8.2	0.7	10.2	6.7	7.7	0.7	9.5	6.1	6.9	0.8	9.1	4.2									104	5	109	260	98	6	98	350	13.2	0.0	13.2	13.2	-4.1	0.0	-4.0	-4.0					97.7	0.0	97.9	96.6
01/25/2009 01:00:00	8.9	0.6	10.7	6.8	8.3	0.7	9.9	6.4	7.9	0.7	9.5	6.1	7.1	0.9	9.1	4.6									103	4	104	260	97	5	88	350	13.2	0.0	13.2	13.2	-4.1	0.0	-3.8	-4.0					97.7	0.0	97.9	97.4
01/25/2009 01:10:00	8.9	0.7	10.7	6.5	8.3	0.7	9.9	6.4	7.9	0.7	9.9	6.1	7.1	0.8	9.5	4.2									104	5	88	260	97	5	97	350	13.2	0.0	13.2	13.2	-4.1	0.0	-3.8	-4.2					97.7	0.0	97.9	97.4
01/25/2009 01:20:00	9.1	0.7	10.7	6.8	8.5	0.7	10.4	6.7	8.1	0.8	9.9	6.1	7.3	0.9	9.5	4.9									106	5	109	260	100	5	93	350	13.2	0.0	13.2	13.2	-4.0	0.0	-3.8	-4.0					97.8	0.0	98.5	97.1
01/25/2009 01:30:00	8.8	0.7	10.3	6.8	8.3	0.7	9.9	6.4	7.9	0.7	9.5	5.3	7.2	0.9	9.9	4.9									107	5	100	260	100	5	97	350	13.2	0.0	13.2	13.2	-4.0	0.0	-3.8	-4.0					97.8	0.0	98.2	97.4
01/25/2009 01:40:00	8.6	0.7	10.3	6.5	8.1	0.7	10.2	6.2	7.8	0.8	10.3	6.1	7.1	0.9	9.9	4.2									108	5	107	260	102	4	98	350	13.2	0.0	13.2	13.2	-4.0	0.0	-3.8	-4.0					97.8	0.0	97.9	97.4
