SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/05/2008 00:00:00	14.0	1.0	16.1	11.1	13.7	0.9	15.9	11.3	13.2	1.0	16.1	10.3	12.3	1.1	14.5	9.5									5	4	0	260	359	4	350	350					12.6	0.0	12.9	12.4								
07/05/2008 00:10:00	12.5	1.0	14.5	9.9	12.2	0.9	14.4	9.9	11.6	1.0	13.7	8.8	10.8	1.1	13.7	7.6									7	4	2	260	1	4	359	350					12.3	0.0	12.6	12.1								
07/05/2008 00:20:00	13.0	1.0	15.3	9.9	12.6	0.9	15.3	10.2	12.0	1.0	14.5	9.1	11.1	1.0	13.7	8.8									9	5	9	260	2	5	14	350					12.0	0.0	12.1	11.8								
07/05/2008 00:30:00	12.6	1.0	14.9	9.5	12.4	0.7	14.2	10.4	11.8	0.9	14.1	9.1	11.0	0.9	13.3	8.8									11	4	15	260	5	5	357	350					11.8	0.0	11.8	11.6								
07/05/2008 00:40:00	12.8	1.0	15.3	10.3	12.4	0.9	14.7	9.9	11.9	1.1	14.5	8.0	10.9	1.1	13.7	8.0									12	4	17	260	6	5	354	350					11.5	0.1	11.8	11.3								
07/05/2008 00:50:00	13.7	1.0	16.1	10.7	13.3	1.0	15.6	10.2	12.8	1.0	14.9	9.1	11.9	1.1	14.1	8.8									9	4	13	260	3	5	4	350					11.4	0.0	11.6	11.3								
07/05/2008 01:00:00	13.9	1.0	16.4	11.5	13.4	1.0	16.4	10.2	12.9	1.2	16.1	9.5	11.9	1.2	14.9	8.8									9	5	1	260	3	5	2	350					11.4	0.0	11.3	11.3								
07/05/2008 01:10:00	13.3	0.9	15.3	11.5	12.9	0.8	15.0	11.0	12.4	1.0	14.9	9.5	11.3	1.0	13.7	9.1									9	4	14	260	3	5	5	350					11.4	0.0	11.3	11.3								
07/05/2008 01:20:00	14.2	1.1	16.4	10.3	13.7	1.0	16.1	11.0	13.2	1.1	15.6	9.9	12.1	1.2	14.9	9.5									6	4	9	260	1	5	350	350					11.4	0.0	11.3	11.3								
07/05/2008 01:30:00	14.6	1.0	16.4	11.8	14.0	0.8	16.1	11.6	13.7	1.0	15.6	10.3	12.4	1.1	15.6	8.8									6	4	8	260	0	4	350	350					11.4	0.0	11.3	11.3								
07/05/2008 01:40:00	13.7	0.9	16.1	11.1	13.2	0.8	15.6	10.7	12.6	1.0	14.9	9.5	11.6	1.0	14.5	8.8									6	4	359	260	1	5	0	350					11.2	0.0	11.3	11.0								
07/05/2008 01:50:00	13.4	1.0	15.3	10.7	12.9	1.0	15.0	10.4	12.4	1.1	14.5	9.5	11.4	1.0	13.7	8.8									8	4	3	260	3	5	357	350					11.1	0.0	11.0	11.0								
07/05/2008 02:00:00	12.9	0.9	14.5	10.3	12.4	0.8	14.7	9.9	11.8	1.0	14.5	8.8	10.9	0.9	13.3	8.8									9	4	6	260	3	4	0	350					10.9	0.0	11.0	10.8								
07/05/2008 02:10:00	13.3	1.2	16.4	10.3	12.8	1.2	16.4	9.9	12.3	1.4	16.1	9.1	11.2	1.3	14.9	8.4									9	5	359	260	3	5	358	350					11.0	0.0	11.0	10.8								
07/05/2008 02:20:00	14.7	1.0	16.8	11.8	14.0	1.0	17.0	11.3	13.5	1.1	17.2	10.3	12.4	1.1	15.3	9.1									7	5	0	260	2	5	356	350					11.2	0.0	11.3	11.0								
