SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/27/2008 00:00:00	4.2	0.3	4.9	3.8	1.0	0.0	1.0	1.0	3.9	0.3	4.6	3.4	3.4	0.2	4.2	3.0									163	2	162	260	151	2	350	350					-13.0	0.0	-12.9	-13.1								
10/27/2008 00:10:00	4.2	0.2	4.9	3.4	1.0	0.0	1.0	1.0	3.9	0.3	4.6	2.6	3.2	0.3	4.2	2.3									161	2	161	260	149	3	350	350					-13.0	0.1	-12.7	-13.1								
10/27/2008 00:20:00	4.0	0.2	4.2	3.0	1.0	0.0	1.0	1.0	3.7	0.2	4.2	3.0	3.2	0.3	3.8	2.3									161	3	159	260	151	3	350	350					-13.0	0.1	-12.7	-13.1								
10/27/2008 00:30:00	4.2	0.2	4.6	3.8	1.0	0.0	1.0	1.0	3.8	0.2	4.2	2.6	3.1	0.3	3.8	1.9									161	1	163	260	151	2	350	350					-12.7	0.1	-12.5	-12.9								
10/27/2008 00:40:00	4.1	0.3	4.6	3.0	1.0	0.0	1.0	1.0	3.6	0.4	4.2	2.6	2.9	0.4	3.8	1.9									164	3	165	260	155	5	350	350					-12.6	0.0	-12.5	-12.5								
10/27/2008 00:50:00	4.1	0.3	4.6	3.0	1.0	0.0	1.0	1.0	3.6	0.4	4.2	2.3	2.9	0.4	3.8	1.9									160	3	163	260	152	6	350	350					-12.5	0.0	-12.3	-12.5								
10/27/2008 01:00:00	3.9	0.4	4.6	2.6	1.0	0.0	1.0	1.0	3.3	0.4	4.2	1.9	2.7	0.3	3.4	1.9									158	5	153	260	147	6	350	350					-12.3	0.0	-12.1	-12.5								
10/27/2008 01:10:00	3.8	0.3	4.2	2.6	1.0	0.0	1.3	1.0	3.2	0.4	3.8	2.3	2.6	0.4	3.4	1.5									155	3	158	260	146	6	151	350					-12.5	0.0	-12.3	-12.5								
10/27/2008 01:20:00	3.6	0.4	4.2	2.3	2.5	0.8	3.9	1.0	3.0	0.4	3.8	1.9	2.5	0.3	3.4	1.9									152	6	153	260	140	7	160	350					-12.4	0.1	-12.1	-12.5								
10/27/2008 01:30:00	3.6	0.6	4.9	1.9	3.5	0.6	5.3	2.1	3.1	0.6	4.9	1.9	2.6	0.4	3.4	1.9									150	8	147	260	137	8	135	350					-12.4	0.1	-12.1	-12.5								
10/27/2008 01:40:00	3.9	0.3	4.6	2.6	3.7	0.5	4.7	2.4	3.2	0.5	4.2	1.9	2.5	0.4	3.4	1.5									156	5	161	260	145	7	140	350					-12.6	0.0	-12.5	-12.5								
10/27/2008 01:50:00	4.2	0.4	4.9	2.6	3.9	0.4	4.7	3.0	3.6	0.4	4.6	2.6	2.9	0.4	4.2	1.9									153	7	143	260	141	8	143	350					-12.6	0.0	-12.5	-12.9								
10/27/2008 02:00:00	4.4	0.3	4.9	3.0	4.1	0.3	5.0	3.3	4.0	0.4	4.9	3.0	3.1	0.4	4.2	2.3									151	6	155	260	137	6	132	350					-12.9	0.0	-12.7	-13.1								
10/27/2008 02:10:00	3.9	0.5	4.9	2.3	3.5	0.5	4.4	2.1	3.6	0.5	4.6	2.3	2.8	0.4	3.8	1.5									149	9	154	260	135	9	147	350					-13.0	0.0	-12.9	-13.1								
