SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/22/2008 00:00:00	6.0	0.4	6.8	5.3	6.2	0.3	7.0	5.6	5.1	0.3	5.7	4.6	5.6	0.3	6.5	4.9									320	3	320	260	319	3	321	350					-6.2	0.0	-6.0	-6.2								
10/22/2008 00:10:00	5.3	0.5	6.1	4.2	5.6	0.5	6.4	4.7	4.6	0.4	5.7	3.8	5.0	0.5	6.1	4.2									324	2	318	260	323	2	324	350					-6.2	0.0	-6.0	-6.4								
10/22/2008 00:20:00	4.5	0.2	4.9	4.2	4.7	0.2	5.3	4.1	3.9	0.2	4.6	3.4	4.1	0.2	4.9	3.4									323	1	321	260	323	1	327	350					-6.4	0.0	-6.2	-6.4								
10/22/2008 00:30:00	4.8	0.2	5.7	4.2	5.0	0.2	5.6	4.4	4.2	0.2	4.9	3.8	4.4	0.2	4.9	3.8									320	3	319	260	320	2	326	350					-6.2	0.0	-6.0	-6.4								
10/22/2008 00:40:00	5.1	0.2	5.7	4.6	5.3	0.2	5.9	4.7	4.5	0.2	4.9	3.8	4.9	0.3	5.7	4.2									320	2	312	260	320	2	318	350					-6.5	0.0	-6.2	-6.7								
10/22/2008 00:50:00	5.1	0.2	5.7	4.6	4.9	0.2	5.6	4.4	4.2	0.2	4.6	3.8	4.3	0.4	4.9	3.4									322	2	320	260	321	1	323	350					-6.3	0.0	-6.2	-6.4								
10/22/2008 01:00:00	4.0	0.6	4.9	3.0	4.0	0.5	5.0	3.0	3.5	0.3	4.2	3.0	3.1	0.4	3.8	2.3									323	5	324	260	322	4	326	350					-6.3	0.0	-6.2	-6.4								
10/22/2008 01:10:00	3.5	0.3	4.2	3.0	3.4	0.2	3.9	3.0	3.3	0.2	3.8	3.0	2.7	0.2	3.0	2.3									311	2	303	260	309	1	312	350					-6.4	0.0	-6.2	-6.7								
10/22/2008 01:20:00	3.2	0.4	4.2	2.3	3.6	0.3	4.1	3.0	3.4	0.3	4.2	2.6	2.6	0.2	3.0	1.9									315	2	311	260	314	2	315	350					-6.1	0.1	-5.6	-6.2								
10/22/2008 01:30:00	4.7	0.6	6.1	3.4	4.8	0.5	5.9	3.6	4.6	0.5	5.7	3.0	4.0	0.6	5.3	2.6									305	9	298	260	303	9	311	350					-5.8	0.1	-5.6	-6.0								
10/22/2008 01:40:00	5.4	0.4	6.5	4.6	5.4	0.4	6.4	4.7	5.3	0.4	6.1	4.6	4.9	0.5	5.7	3.4									315	3	315	260	315	3	316	350					-6.0	0.0	-5.8	-6.2								
10/22/2008 01:50:00	4.7	0.2	4.9	4.2	4.7	0.2	5.0	4.1	4.5	0.2	4.9	3.8	4.1	0.3	4.9	3.4									318	4	311	260	320	4	317	350					-6.0	0.0	-5.8	-6.2								
10/22/2008 02:00:00	4.3	0.2	4.9	3.8	4.3	0.2	5.0	3.9	4.1	0.2	4.6	3.8	3.7	0.2	4.2	3.0									324	2	320	260	327	2	330	350					-6.1	0.0	-6.0	-6.2								
10/22/2008 02:10:00	4.5	0.3	4.9	3.8	4.6	0.2	5.3	4.1	4.3	0.3	4.9	3.8	4.0	0.3	4.6	3.4									325	3	320	260	326	2	331	350					-6.1	0.0	-6.0	-6.2								
