SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/09/2008 00:00:00	8.2	0.5	9.5	6.8	7.8	0.5	9.3	6.2	7.8	0.6	9.1	5.3	6.4	1.0	8.4	3.4									97	4	97	260	91	6	89	350					2.8	0.0	2.9	2.7								
05/09/2008 00:10:00	8.5	0.7	9.9	6.5	7.9	0.7	9.9	5.9	7.8	0.8	10.3	5.3	6.5	1.2	9.5	3.0									96	5	89	260	90	7	86	350					2.7	0.0	2.9	2.7								
05/09/2008 00:20:00	8.7	0.6	10.3	6.5	8.0	0.8	10.2	5.3	7.8	1.0	9.9	4.2	6.5	1.2	9.5	3.0									96	5	97	260	89	7	88	350					2.6	0.0	2.7	2.7								
05/09/2008 00:30:00	9.1	0.6	11.1	6.8	8.5	0.7	9.9	6.2	8.0	1.0	10.3	4.9	7.3	1.1	9.1	4.2									94	4	95	260	88	7	89	350					2.6	0.0	2.7	2.5								
05/09/2008 00:40:00	9.5	0.6	10.7	7.2	8.6	0.7	10.2	6.7	8.3	0.8	10.3	5.7	7.2	1.1	9.5	3.8									93	4	93	260	88	8	73	350					2.5	0.0	2.5	2.2								
05/09/2008 00:50:00	9.6	0.7	10.7	6.8	8.8	0.8	10.4	6.7	8.3	0.9	10.3	5.7	7.1	1.2	9.9	4.2									92	4	96	260	86	8	97	350					2.4	0.0	2.5	2.2								
05/09/2008 01:00:00	9.8	0.7	11.8	7.6	9.1	0.7	11.0	6.7	8.7	0.9	11.1	5.7	7.5	1.1	9.9	4.6									96	5	100	260	90	6	90	350					2.3	0.0	2.5	2.2								
05/09/2008 01:10:00	9.6	0.8	11.5	6.1	8.8	0.9	10.7	6.4	8.5	1.1	11.1	5.3	7.3	1.2	10.3	3.8									96	5	93	260	91	8	85	350					2.3	0.0	2.5	2.2								
05/09/2008 01:20:00	9.9	0.6	11.5	8.0	9.4	0.7	10.7	7.0	9.1	0.8	11.1	6.5	7.8	1.1	10.3	4.9									99	5	102	260	93	5	89	350					2.2	0.0	2.5	2.2								
05/09/2008 01:30:00	9.4	0.7	11.1	6.8	8.9	0.7	10.7	7.3	8.6	0.8	10.7	6.1	7.6	1.0	9.5	4.6									100	4	101	260	92	5	84	350					2.2	0.0	2.2	2.2								
05/09/2008 01:40:00	9.3	0.7	11.1	7.6	8.6	0.7	10.2	6.2	8.2	0.8	9.9	5.7	7.3	1.0	9.5	3.8									99	4	99	260	93	6	107	350					2.1	0.0	2.2	2.2								
05/09/2008 01:50:00	9.5	0.7	11.5	7.6	9.0	0.7	11.3	7.0	8.6	0.9	11.1	6.1	7.8	1.0	10.3	4.6									101	4	106	260	95	5	96	350					2.0	0.0	2.2	2.0								
05/09/2008 02:00:00	10.1	0.6	11.5	8.0	9.5	0.6	11.0	7.6	9.2	0.7	10.7	6.5	8.3	0.8	10.3	5.3									104	4	109	260	97	4	96	350					2.0	0.0	2.2	2.0								
05/09/2008 02:10:00	9.9	0.6	11.1	7.6	9.5	0.6	10.7	7.9	9.2	0.7	11.1	7.2	8.2	0.9	10.3	5.7									106	4	109	260	99	4	98	350					2.0	0.0	2.2	2.0								
05/09/2008 02:20:00	9.7	0.7	11.5	7.2	9.3	0.7	11.0	7.3	9.0	0.7	11.1	6.8	8.1	0.9	10.7	5.3									106	4	111	260	100	5	99	350					1.9	0.0	2.2	2.0								
