SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/11/2007 00:00:00	0.4	0.0	0.4	0.4	7.4	0.5	8.2	5.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	344	1	347	350					-8.6	0.0	-8.4	-8.6								
11/11/2007 00:10:00	0.4	0.0	0.4	0.4	6.9	0.6	7.9	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	344	3	347	350					-8.6	0.0	-8.4	-8.6								
11/11/2007 00:20:00	0.4	0.0	0.4	0.4	6.9	0.5	7.9	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	343	2	347	350					-8.4	0.0	-8.4	-8.4								
11/11/2007 00:30:00	0.4	0.0	0.4	0.4	7.3	0.4	7.9	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	341	2	344	350					-8.4	0.0	-8.2	-8.4								
11/11/2007 00:40:00	0.4	0.0	0.4	0.4	7.5	0.2	7.9	7.3	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	341	1	344	350					-8.5	0.0	-8.4	-8.6								
11/11/2007 00:50:00	0.4	0.0	0.4	0.4	6.9	0.3	7.6	5.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	342	1	344	350					-8.4	0.0	-8.4	-8.6								
11/11/2007 01:00:00	0.4	0.0	0.4	0.4	6.4	0.4	7.3	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	342	2	348	350					-8.4	0.0	-8.4	-8.4								
11/11/2007 01:10:00	0.4	0.0	0.4	0.4	6.7	0.2	7.0	5.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	342	2	345	350					-8.4	0.0	-8.4	-8.4								
11/11/2007 01:20:00	0.4	0.0	0.4	0.4	6.6	0.2	7.0	6.2	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	344	1	347	350					-8.5	0.0	-8.4	-8.6								
11/11/2007 01:30:00	0.4	0.0	0.4	0.4	6.5	0.3	7.0	5.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	345	1	347	350					-8.6	0.0	-8.4	-8.8								
11/11/2007 01:40:00	0.4	0.0	0.4	0.4	6.1	0.3	6.7	5.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	345	8	348	350					-8.5	0.0	-8.4	-8.8								
11/11/2007 01:50:00	0.4	0.0	0.4	0.4	6.2	0.2	6.7	5.6	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	346	1	350	350					-8.5	0.0	-8.4	-8.8								
11/11/2007 02:00:00	0.4	0.0	0.4	0.4	5.4	0.3	6.2	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	354	0	350	350					-8.5	0.0	-8.4	-8.6								
11/11/2007 02:10:00	0.4	0.0	0.4	0.4	5.5	0.2	6.2	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									119	0	260	260	354	0	350	350					-8.6	0.0	-8.4	-8.8								
