SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/08/2008 00:00:00	3.6	0.2	3.8	3.4	3.9	0.1	4.1	3.6	3.3	0.2	3.8	2.6	3.1	0.2	3.4	2.6									317	1	313	260	316	0	320	350					-2.7	0.0	-2.4	-2.7								
10/08/2008 00:10:00	3.7	0.2	4.2	3.4	4.1	0.3	4.4	3.6	3.4	0.3	3.8	3.0	3.3	0.3	3.8	2.6									317	1	313	260	316	0	319	350					-2.5	0.0	-2.4	-2.7								
10/08/2008 00:20:00	3.9	0.2	4.2	3.4	3.9	0.2	4.4	3.6	3.3	0.2	3.8	3.0	3.2	0.2	3.8	2.6									311	1	311	260	312	0	314	350					-2.7	0.0	-2.7	-2.7								
10/08/2008 00:30:00	3.9	0.2	4.2	3.4	4.0	0.2	4.4	3.6	3.3	0.2	3.8	2.6	3.3	0.2	3.8	3.0									313	1	308	260	312	0	314	350					-2.6	0.0	-2.4	-2.7								
10/08/2008 00:40:00	3.4	0.3	4.2	3.0	3.6	0.2	4.1	3.3	3.0	0.3	3.8	2.6	3.0	0.2	3.8	2.6									317	1	312	260	312	0	314	350					-2.5	0.0	-2.2	-2.7								
10/08/2008 00:50:00	3.4	0.2	3.8	3.0	3.7	0.1	4.1	3.6	3.0	0.2	3.4	2.6	3.1	0.2	3.4	2.6									318	0	315	260	312	0	314	350					-2.3	0.0	-2.2	-2.4								
10/08/2008 01:00:00	3.3	0.2	3.8	3.0	3.5	0.2	3.9	3.0	2.7	0.2	3.4	2.3	2.8	0.2	3.4	2.3									318	1	315	260	313	2	314	350					-2.3	0.0	-2.2	-2.4								
10/08/2008 01:10:00	3.5	0.2	3.8	3.0	3.7	0.2	4.1	3.3	3.0	0.2	3.4	2.3	3.0	0.3	3.4	2.3									322	2	315	260	320	3	326	350					-2.4	0.0	-2.2	-2.7								
10/08/2008 01:20:00	3.7	0.2	4.2	3.4	4.1	0.2	4.4	3.6	3.3	0.2	3.8	2.6	3.5	0.2	3.8	3.0									326	0	324	260	323	0	326	350					-2.7	0.0	-2.4	-2.7								
10/08/2008 01:30:00	3.8	0.2	4.2	3.4	4.1	0.2	4.4	3.9	3.4	0.2	3.8	3.0	3.5	0.2	3.8	3.0									327	2	323	260	324	1	329	350					-2.8	0.0	-2.7	-2.7								
10/08/2008 01:40:00	4.2	0.1	4.6	3.8	4.5	0.1	4.7	4.1	3.8	0.1	4.2	3.4	3.9	0.2	4.2	3.4									331	2	328	260	326	1	329	350					-2.8	0.0	-2.7	-3.1								
10/08/2008 01:50:00	4.2	0.2	4.6	3.8	4.3	0.1	4.7	3.9	3.6	0.2	3.8	3.4	3.7	0.3	4.2	3.4									335	1	333	260	331	0	333	350					-3.1	0.1	-2.9	-3.4								
10/08/2008 02:00:00	3.7	0.2	4.2	3.4	4.0	0.1	4.1	3.9	3.3	0.2	3.8	3.0	3.4	0.1	3.8	3.0									333	0	331	260	331	0	334	350					-2.9	0.1	-2.7	-3.4								
10/08/2008 02:10:00	3.9	0.4	4.6	3.4	4.3	0.3	5.0	3.9	3.6	0.4	4.2	3.0	3.7	0.3	4.6	3.0									332	1	328	260	331	0	333	350					-2.6	0.0	-2.4	-2.7								
