SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
07/18/2008 00:00:00	8.9	0.9	11.1	6.8	8.6	0.8	10.4	6.7	8.5	0.9	10.7	6.1	7.8	1.0	9.9	5.3									133	5	134	260	124	6	124	350					6.5	0.0	6.6	6.4								
07/18/2008 00:10:00	7.1	0.6	8.8	5.3	7.3	0.6	8.4	5.9	6.6	0.6	8.0	4.9	6.2	0.7	7.6	4.2									147	6	132	260	139	6	153	350					6.5	0.0	6.9	6.1								
07/18/2008 00:20:00	6.3	0.6	8.4	4.9	6.5	0.6	8.2	5.0	5.8	0.6	7.6	4.2	5.5	0.6	7.6	3.8									148	5	152	260	138	6	140	350					6.2	0.0	6.4	6.1								
07/18/2008 00:30:00	6.3	0.8	9.5	4.6	6.4	0.8	8.7	5.0	6.0	0.7	8.4	4.2	5.7	0.8	7.6	3.4									152	6	150	260	143	6	145	350					6.2	0.0	6.4	6.1								
07/18/2008 00:40:00	7.0	0.8	9.5	4.9	7.0	0.7	9.3	5.3	6.8	0.8	9.1	4.6	6.1	0.7	7.6	4.2									145	11	130	260	137	11	132	350					6.3	0.0	6.4	6.1								
07/18/2008 00:50:00	8.5	0.8	10.7	5.7	8.1	1.0	10.4	5.9	8.2	0.9	10.7	5.3	7.5	1.0	9.9	4.6									130	5	129	260	121	5	128	350					6.5	0.0	6.6	6.4								
07/18/2008 01:00:00	8.6	0.7	10.3	6.1	8.1	0.8	11.3	6.4	8.3	0.8	10.3	6.1	7.7	0.9	9.9	5.7									129	5	138	260	121	5	123	350					6.5	0.0	6.6	6.4								
07/18/2008 01:10:00	8.2	0.5	9.5	6.8	7.3	0.5	9.0	6.4	7.9	0.6	9.1	6.1	7.3	0.8	9.1	5.3									126	5	127	260	117	5	116	350					6.5	0.0	6.6	6.4								
07/18/2008 01:20:00	8.1	0.5	9.9	6.8	7.8	0.6	9.6	6.2	7.9	0.6	9.5	6.1	7.3	0.7	9.1	5.3									130	5	134	260	121	5	132	350					6.5	0.0	6.6	6.4								
07/18/2008 01:30:00	7.7	0.7	9.1	5.7	7.1	0.7	8.7	5.3	7.3	0.7	9.1	5.3	6.8	0.8	8.4	4.6									128	5	136	260	119	5	118	350					6.5	0.0	6.6	6.4								
07/18/2008 01:40:00	7.9	0.8	9.5	5.7	7.2	0.8	9.0	5.3	7.6	0.8	9.5	5.3	6.9	0.9	9.1	4.6									127	4	129	260	118	5	114	350					6.5	0.0	6.6	6.4								
07/18/2008 01:50:00	8.6	0.7	10.7	6.8	8.3	0.8	10.2	6.2	8.3	0.7	9.9	6.5	7.8	0.8	9.9	5.3									132	5	139	260	123	6	123	350					6.5	0.0	6.6	6.4								
07/18/2008 02:00:00	8.1	0.7	10.3	6.5	8.4	0.7	10.2	6.4	7.8	0.7	9.9	5.3	7.4	0.8	9.9	4.9									140	5	141	260	131	5	132	350					6.5	0.0	6.4	6.4								
07/18/2008 02:10:00	7.7	0.6	9.5	6.1	7.8	0.7	9.6	6.2	7.4	0.6	9.1	5.7	6.9	0.6	8.8	4.9									136	6	136	260	128	6	132	350					6.5	0.0	6.4	6.4								
07/18/2008 02:20:00	7.8	0.5	9.1	6.5	7.2	0.7	9.0	5.6	7.4	0.5	8.8	6.1	6.9	0.6	8.4	5.3									129	4	129	260	119	5	124	350					6.5	0.0	6.4	6.1								
