SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/17/2008 00:00:00	8.7	0.2	9.1	8.4	8.8	0.2	9.3	8.4	7.9	0.2	8.4	7.2	8.1	0.3	8.8	7.2									70	1	71	260	61	1	60	350					-6.8	0.0	-6.7	-6.9								
10/17/2008 00:10:00	9.0	0.2	9.5	8.8	9.1	0.2	9.6	8.4	8.0	0.2	8.4	7.6	8.1	0.3	8.8	6.8									65	1	67	260	56	1	56	350					-6.9	0.1	-6.7	-7.1								
10/17/2008 00:20:00	9.3	0.3	9.9	8.8	9.5	0.3	9.9	8.7	8.4	0.3	8.8	7.6	8.5	0.3	9.1	7.6									60	2	59	260	50	2	47	350					-7.1	0.0	-6.9	-7.1								
10/17/2008 00:30:00	9.2	0.2	9.5	8.8	9.4	0.2	9.9	9.0	8.2	0.2	8.8	8.0	8.5	0.2	9.1	7.6									59	1	58	260	50	1	47	350					-7.1	0.0	-6.9	-7.1								
10/17/2008 00:40:00	8.6	0.2	9.1	8.0	8.8	0.3	9.6	7.9	7.8	0.3	8.4	6.8	7.9	0.5	8.8	6.5									61	1	58	260	53	1	50	350					-7.2	0.0	-7.1	-7.3								
10/17/2008 00:50:00	8.8	0.3	9.5	8.0	8.8	0.4	9.6	7.6	7.8	0.4	8.8	6.5	7.6	0.5	8.8	6.1									62	2	60	260	53	2	52	350					-7.2	0.0	-7.1	-7.3								
10/17/2008 01:00:00	8.5	0.5	9.9	7.2	8.7	0.5	9.9	7.0	7.8	0.5	9.1	6.5	7.4	0.6	8.8	5.7									68	2	67	260	60	3	59	350					-7.1	0.1	-6.9	-7.3								
10/17/2008 01:10:00	8.2	0.4	9.5	7.2	8.5	0.5	9.6	7.0	7.6	0.5	8.8	6.1	7.2	0.6	9.1	5.7									67	3	68	260	59	3	58	350					-7.2	0.0	-6.9	-7.3								
10/17/2008 01:20:00	8.8	0.5	9.9	7.2	8.7	0.6	9.9	7.0	7.8	0.6	9.1	6.1	7.3	0.7	9.1	5.3									71	5	71	260	63	5	64	350					-7.6	0.0	-7.3	-7.7								
10/17/2008 01:30:00	8.2	0.4	9.9	6.8	8.4	0.3	9.6	7.6	7.6	0.4	8.8	6.5	7.5	0.5	8.8	6.1									80	4	79	260	70	4	70	350					-7.9	0.1	-7.5	-8.2								
10/17/2008 01:40:00	8.1	0.2	8.8	7.6	8.4	0.3	9.0	7.6	7.5	0.3	8.0	6.5	7.3	0.5	8.4	5.3									83	3	79	260	72	4	64	350					-8.1	0.0	-7.9	-8.2								
10/17/2008 01:50:00	7.7	0.2	8.4	7.2	8.0	0.2	8.4	7.3	7.2	0.2	7.6	6.5	7.4	0.5	8.0	5.7									82	2	78	260	73	2	74	350					-8.1	0.0	-7.9	-8.2								
10/17/2008 02:00:00	8.1	0.3	8.8	7.6	8.2	0.2	9.0	7.6	7.4	0.2	8.0	6.8	7.1	0.5	8.4	5.3									82	1	82	260	74	2	75	350					-8.0	0.0	-7.7	-8.2								
10/17/2008 02:10:00	8.2	0.4	9.1	6.8	8.1	0.4	8.7	7.0	7.2	0.4	8.0	6.1	7.3	0.4	8.4	5.3									76	5	75	260	67	4	64	350					-8.3	0.0	-7.9	-8.4								
