SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/05/2008 00:00:00	8.6	0.3	9.1	7.6	7.4	0.4	8.2	6.4	8.4	0.5	9.5	7.2	7.8	0.5	9.1	6.5									111	0	111	260	53	4	45	350					-20.5	0.0	-20.2	-20.6								
02/05/2008 00:10:00	8.7	0.5	9.5	7.2	7.5	0.4	8.4	6.2	8.5	0.5	9.5	6.8	7.8	0.5	8.8	6.5									111	0	111	260	55	4	55	350					-20.5	0.0	-20.1	-20.6								
02/05/2008 00:20:00	7.9	0.3	8.8	6.8	6.7	0.4	7.9	5.9	7.6	0.5	9.1	6.5	7.1	0.5	8.4	6.1									111	0	111	260	57	3	60	350					-20.2	0.1	-19.9	-20.4								
02/05/2008 00:30:00	7.7	0.3	8.4	6.8	6.6	0.3	7.3	5.6	7.4	0.4	8.4	6.1	6.7	0.4	7.6	5.7									111	0	111	260	56	3	58	350					-20.3	0.0	-20.1	-20.4								
02/05/2008 00:40:00	7.4	0.4	8.0	6.5	6.3	0.3	7.0	5.6	7.2	0.4	8.4	6.1	6.4	0.4	7.2	5.7									111	0	111	260	53	3	51	350					-20.4	0.0	-20.1	-20.6								
02/05/2008 00:50:00	7.1	0.3	8.0	6.1	6.2	0.3	7.0	5.6	7.1	0.4	8.0	6.1	6.2	0.3	7.2	5.3									111	0	111	260	52	3	49	350					-20.6	0.0	-20.4	-20.8								
02/05/2008 01:00:00	7.1	0.3	7.6	6.1	6.2	0.3	7.0	5.0	7.2	0.4	8.0	6.1	6.2	0.4	7.6	5.3									111	0	111	260	48	4	51	350					-20.7	0.0	-20.4	-20.8								
02/05/2008 01:10:00	6.5	0.5	7.6	5.7	5.4	0.4	6.4	4.7	6.3	0.4	7.2	5.7	5.5	0.3	6.1	4.6									111	0	111	260	46	1	40	350					-20.8	0.0	-20.6	-21.0								
02/05/2008 01:20:00	5.9	0.2	6.1	5.7	5.2	0.2	5.9	4.7	6.1	0.2	6.5	5.7	5.0	0.2	5.3	4.6									111	0	111	260	46	2	42	350					-20.9	0.0	-20.8	-21.0								
02/05/2008 01:30:00	5.4	0.3	6.1	4.9	5.2	0.2	5.9	4.7	5.8	0.3	6.5	5.3	5.1	0.2	5.7	4.6									111	0	111	260	39	4	43	350					-20.8	0.0	-20.6	-21.0								
02/05/2008 01:40:00	4.3	0.5	5.7	3.8	4.2	0.6	5.3	3.3	4.5	0.6	5.7	3.8	4.6	0.6	5.7	3.4									111	0	111	260	29	4	31	350					-21.3	0.1	-20.8	-21.5								
02/05/2008 01:50:00	5.0	0.4	6.1	4.2	4.4	0.5	5.3	3.6	4.9	0.5	5.7	3.8	4.4	0.5	5.3	3.4									111	0	111	260	8	5	1	350					-21.6	0.1	-21.3	-21.8								
02/05/2008 02:00:00	5.9	0.2	6.1	5.7	5.9	0.4	6.7	5.3	6.2	0.4	6.8	5.3	5.8	0.4	6.8	4.9									111	0	111	260	5	2	0	350					-22.0	0.1	-21.7	-22.4								
02/05/2008 02:10:00	6.0	0.4	6.8	5.7	6.2	0.2	6.4	5.6	6.4	0.2	6.8	5.7	6.2	0.3	6.8	5.7									111	0	111	260	3	1	359	350					-22.4	0.0	-22.2	-22.5								
