SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/24/2009 04:10:00	11.5	0.7	13.0	10.3	11.6	0.9	13.6	9.6	10.9	1.0	13.3	8.8	10.2	1.0	12.2	8.0									71	6	76	260	66	7	59	350	12.9	0.1	13.0	12.7	-8.8	0.1	-8.6	-9.0					91.7	0.1	92.0	91.5
01/24/2009 04:20:00	11.5	1.1	14.1	8.0	11.7	1.1	14.2	8.7	10.9	1.1	13.7	7.6	10.4	1.2	13.0	7.6									72	6	75	260	65	7	52	350	13.0	0.2	13.2	12.7	-8.8	0.0	-8.6	-9.0					91.7	0.0	92.0	91.3
01/24/2009 04:30:00	11.6	1.0	14.1	8.8	11.9	0.9	14.4	9.3	11.1	1.0	14.1	8.4	10.6	1.1	13.7	7.6									72	6	74	260	66	6	65	350	13.1	0.0	13.2	13.0	-8.8	0.0	-8.8	-9.0					91.6	0.0	91.8	91.3
01/24/2009 04:40:00	12.5	0.9	14.5	9.9	12.8	1.0	15.6	10.2	12.1	1.0	14.5	9.5	11.6	1.2	14.5	8.4									77	6	70	260	71	6	64	350	13.2	0.0	13.2	13.2	-8.6	0.0	-8.4	-8.8					91.7	0.0	92.0	91.5
01/24/2009 04:50:00	12.1	1.0	14.5	8.8	12.4	0.9	14.4	9.0	11.6	1.0	13.7	8.0	11.1	1.0	14.5	7.6									77	6	69	260	70	6	68	350	13.2	0.0	13.2	13.2	-8.5	0.0	-8.4	-8.6					91.8	0.0	92.0	91.5
01/24/2009 05:00:00	12.6	0.9	15.6	9.5	12.7	0.8	15.9	10.4	12.1	0.9	15.6	9.9	11.5	1.0	13.7	9.1									78	5	95	260	71	5	81	350	13.2	0.0	13.2	13.2	-8.5	0.0	-8.2	-8.6					91.7	0.0	91.8	91.3
01/24/2009 05:10:00	12.4	1.2	15.3	8.8	12.4	1.1	15.3	8.7	11.8	1.2	14.5	8.4	11.2	1.1	14.1	8.4									79	5	82	260	72	6	64	350	13.2	0.0	13.2	13.2	-8.5	0.0	-8.2	-8.6					91.5	0.0	91.8	91.3
01/24/2009 05:20:00	12.3	1.0	15.3	9.5	12.3	0.9	16.1	9.9	11.6	1.0	15.3	8.8	11.1	1.0	14.1	8.8									80	5	82	260	74	6	75	350	13.2	0.0	13.2	13.2	-8.4	0.0	-8.2	-8.6					91.4	0.0	91.5	91.0
01/24/2009 05:30:00	12.2	0.8	14.5	9.9	12.3	0.8	14.4	9.6	11.7	0.9	13.7	8.8	11.2	0.9	13.3	9.1									82	5	85	260	76	6	64	350	13.2	0.0	13.2	13.2	-8.4	0.0	-8.4	-8.4					91.2	0.0	91.5	90.8
01/24/2009 05:40:00	12.2	1.0	15.3	8.4	12.3	0.9	14.4	10.2	11.6	1.0	14.5	8.8	11.1	1.0	14.1	8.4									82	6	79	260	76	7	67	350	13.2	0.0	13.2	13.2	-8.3	0.0	-8.2	-8.4					91.1	0.0	91.5	90.8
01/24/2009 05:50:00	12.4	0.9	14.9	9.9	12.2	0.9	14.7	9.9	11.7	1.1	14.9	8.8	11.0	1.1	14.1	8.0									82	5	91	260	75	7	92	350	13.2	0.0	13.2	13.2	-8.3	0.0	-7.9	-8.4					90.8	0.1	91.3	90.5
