SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	90
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	0
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/26/2007 16:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									90	0	90	90	0	0	0	0					-86.4	0.0	-86.4	-86.4								
10/26/2007 16:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									90	0	90	90	4	0	0	0					-86.4	0.0	-86.2	-86.4								
10/26/2007 16:20:00	0.4	0.0	0.4	0.4	2.9	1.9	5.9	1.0	1.1	1.9	6.5	0.4	0.4	0.0	0.4	0.4									90	0	90	90	0	0	0	0					-86.4	0.0	-86.4	-86.4								
10/26/2007 16:30:00	0.5	1.0	6.1	0.4	4.8	0.5	5.9	3.6	5.0	0.5	6.1	3.4	1.7	2.0	5.7	0.4									246	69	268	90	0	0	0	0					-86.4	0.0	-86.4	-86.4								
10/26/2007 16:40:00	4.5	1.8	6.1	0.4	4.8	0.4	5.6	3.6	4.9	0.4	6.1	3.4	4.6	0.4	6.1	3.0									260	4	259	90	28	35	72	0					-86.4	0.0	-86.4	-86.4								
10/26/2007 16:50:00	5.3	0.5	6.8	3.8	4.5	0.5	6.2	3.0	4.9	0.5	6.5	3.4	4.3	0.6	6.5	2.3									272	6	275	90	85	13	94	0					-71.9	22.6	-36.7	-86.4								
10/26/2007 17:00:00	5.3	0.4	6.5	4.2	4.6	0.5	5.9	3.6	4.9	0.5	6.1	3.8	4.5	0.6	5.7	2.6									270	5	279	90	83	6	76	0					-37.3	0.3	-36.7	-38.1								
10/26/2007 17:10:00	5.3	0.5	6.8	3.8	4.4	0.5	5.9	2.7	4.8	0.5	6.5	3.0	4.1	0.6	6.1	2.6									278	6	280	90	93	7	95	0					-11.8	21.6	1.7	-86.4								
10/26/2007 17:20:00	6.1	0.5	7.2	4.9	5.3	0.5	6.7	3.9	5.7	0.5	7.6	4.2	5.0	0.6	6.5	2.3									283	3	287	90	98	5	93	0					1.6	0.0	1.5	1.5								
10/26/2007 17:30:00	6.5	0.4	7.2	4.9	5.6	0.5	6.4	3.3	6.0	0.5	7.2	3.8	5.1	0.7	6.5	2.3									282	3	281	90	97	4	93	0					1.6	0.0	1.7	1.5								
10/26/2007 17:40:00	6.8	0.3	8.0	6.1	6.0	0.3	6.7	4.7	6.4	0.4	7.2	4.9	5.4	0.7	7.2	3.4									288	4	293	90	100	5	101	0					1.5	0.0	1.5	1.5								
10/26/2007 17:50:00	7.0	0.3	7.6	5.7	6.1	0.4	6.7	4.4	6.7	0.4	7.6	4.9	6.0	0.7	7.6	3.8									290	2	292	90	103	3	101	0					1.6	0.0	1.7	1.5								
10/26/2007 18:00:00	6.8	0.3	7.6	5.7	5.7	0.4	6.7	3.9	6.2	0.5	7.2	4.6	5.0	0.7	6.5	2.6									285	3	285	90	99	5	97	0					1.6	0.0	1.7	1.3								
10/26/2007 18:10:00	6.3	0.3	7.2	4.9	5.3	0.5	6.4	3.6	5.7	0.5	6.8	4.2	4.7	0.8	6.5	2.3									281	3	285	90	95	5	95	0					1.5	0.0	1.7	1.3								
10/26/2007 18:20:00	5.9	0.3	6.8	4.9	5.0	0.5	6.2	3.9	5.3	0.5	6.1	3.8	4.6	0.6	6.5	3.0									276	4	268	90	90	6	96	0					1.4	0.0	1.5	1.3								
