SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/16/2008 00:00:00	6.3	0.3	7.2	5.3	4.2	0.3	4.7	3.3	5.9	0.4	6.8	4.6	5.4	0.5	6.5	3.8									76	3	78	260	68	4	66	350					-20.2	0.0	-19.9	-20.4								
02/16/2008 00:10:00	6.0	0.4	7.2	4.6	4.1	0.3	4.7	3.3	5.8	0.4	6.8	4.6	5.5	0.4	6.5	4.6									74	3	72	260	67	4	68	350					-20.2	0.0	-20.1	-20.2								
02/16/2008 00:20:00	6.2	0.4	7.2	5.3	4.2	0.3	5.0	3.6	5.9	0.4	7.2	4.9	5.6	0.5	6.8	4.6									73	3	76	260	66	4	63	350					-20.2	0.0	-20.1	-20.2								
02/16/2008 00:30:00	6.9	0.4	7.6	5.7	4.7	0.2	5.3	4.1	6.6	0.4	7.6	5.7	6.3	0.4	7.2	5.3									74	3	75	260	66	3	61	350					-20.2	0.0	-20.1	-20.1								
02/16/2008 00:40:00	7.2	0.5	8.4	5.7	5.0	0.3	5.9	4.1	6.9	0.4	8.4	5.7	6.6	0.5	7.6	4.9									76	3	75	260	69	4	71	350					-20.1	0.0	-19.9	-20.1								
02/16/2008 00:50:00	7.3	0.4	8.0	6.5	5.1	0.3	5.6	4.4	7.0	0.4	8.0	5.7	6.7	0.4	7.6	5.3									77	3	78	260	70	3	66	350					-19.7	0.1	-19.5	-20.1								
02/16/2008 01:00:00	6.7	0.4	7.6	5.7	4.6	0.3	5.6	3.9	6.5	0.4	7.6	5.3	6.2	0.5	7.2	4.9									72	4	81	260	65	5	77	350					-19.4	0.1	-19.2	-19.5								
02/16/2008 01:10:00	6.8	0.4	7.6	5.3	4.7	0.3	5.6	3.6	6.5	0.5	7.6	5.3	6.3	0.5	7.6	4.9									74	4	77	260	67	4	70	350					-19.3	0.0	-19.0	-19.3								
02/16/2008 01:20:00	7.6	0.5	8.8	6.5	5.3	0.3	6.2	4.4	7.3	0.5	8.8	5.7	7.0	0.5	8.4	5.3									79	3	79	260	73	5	85	350					-19.0	0.1	-18.8	-19.2								
02/16/2008 01:30:00	7.6	0.4	9.1	6.5	5.2	0.3	6.2	4.4	7.3	0.5	8.4	6.1	6.9	0.5	8.0	4.9									76	4	73	260	69	5	68	350					-18.9	0.1	-18.6	-19.0								
02/16/2008 01:40:00	7.7	0.4	8.8	6.5	5.4	0.3	6.2	4.7	7.4	0.4	8.4	6.5	7.1	0.5	8.4	5.7									78	4	80	260	71	4	74	350					-18.9	0.0	-18.6	-19.0								
02/16/2008 01:50:00	7.1	0.5	8.4	5.3	4.9	0.4	6.4	3.9	6.7	0.5	8.0	5.3	6.4	0.5	7.6	4.9									75	5	80	260	69	5	70	350					-18.8	0.0	-18.6	-19.0								
02/16/2008 02:00:00	6.4	0.6	8.4	4.6	4.4	0.4	5.6	3.3	6.1	0.5	7.6	4.6	6.0	0.5	7.2	4.6									67	6	71	260	60	6	53	350					-18.8	0.0	-18.6	-19.0								
02/16/2008 02:10:00	7.0	0.7	8.8	4.6	4.8	0.6	6.4	3.3	6.5	0.7	8.4	4.6	6.2	0.8	8.4	4.6									70	5	73	260	63	6	69	350					-18.7	0.2	-18.2	-19.0								
