SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/18/2008 00:00:00	9.5	0.6	10.7	7.2	9.4	0.6	10.7	7.6	8.5	0.6	9.9	6.8	7.7	0.7	9.5	6.1									11	3	8	260	5	4	1	350					-1.2	0.0	-1.1	-1.3								
05/18/2008 00:10:00	9.4	0.6	10.7	7.2	9.3	0.7	10.4	7.6	8.4	0.7	9.9	6.5	7.7	0.7	9.5	6.1									12	3	14	260	7	4	7	350					-1.4	0.0	-1.3	-1.3								
05/18/2008 00:20:00	9.3	0.7	10.7	6.1	9.2	0.7	10.7	7.3	8.2	0.7	9.9	6.1	7.4	0.8	9.5	5.3									11	4	3	260	5	4	357	350					-1.4	0.0	-1.3	-1.5								
05/18/2008 00:30:00	10.2	0.6	11.5	8.4	9.9	0.6	11.3	8.4	9.1	0.7	11.1	7.2	8.2	0.7	10.3	6.5									13	3	11	260	8	3	3	350					-1.6	0.0	-1.3	-1.8								
05/18/2008 00:40:00	10.2	0.7	11.5	7.6	10.1	0.7	11.6	8.2	9.3	0.8	11.1	6.8	8.5	0.8	10.7	6.5									15	3	13	260	10	4	5	350					-1.9	0.0	-1.8	-2.0								
05/18/2008 00:50:00	10.8	0.6	11.8	8.8	10.5	0.6	11.9	8.4	9.7	0.7	11.5	7.2	8.8	0.9	11.1	6.5									14	3	15	260	9	4	4	350					-2.0	0.0	-1.8	-2.2								
05/18/2008 01:00:00	10.2	1.0	11.8	7.6	10.0	0.9	12.2	7.3	9.1	1.0	11.5	6.5	8.2	1.0	11.1	5.7									11	3	8	260	3	3	4	350					-2.3	0.0	-2.0	-2.4								
05/18/2008 01:10:00	7.9	0.5	9.5	6.5	7.8	0.5	9.6	6.4	6.9	0.6	8.8	5.3	6.2	0.5	8.0	4.6									13	5	12	260	6	4	1	350					-2.6	0.1	-2.2	-2.7								
05/18/2008 01:20:00	7.5	0.6	8.8	5.7	7.6	0.6	9.3	5.9	6.6	0.6	8.4	4.9	5.9	0.6	7.6	4.6									14	5	14	260	7	4	2	350					-2.7	0.0	-2.4	-2.7								
05/18/2008 01:30:00	7.4	0.8	9.1	5.3	7.5	0.7	9.0	5.9	6.5	0.7	8.4	4.9	5.9	0.6	8.0	4.6									18	4	17	260	12	4	7	350					-2.8	0.0	-2.7	-2.9								
05/18/2008 01:40:00	8.4	0.6	9.9	7.2	8.4	0.5	10.2	7.0	7.4	0.6	9.1	6.1	6.6	0.6	8.4	4.9									16	4	14	260	9	3	2	350					-2.8	0.0	-2.7	-2.9								
05/18/2008 01:50:00	7.9	0.6	9.5	6.5	7.8	0.5	9.3	6.2	6.8	0.5	8.4	5.3	6.1	0.5	7.6	4.9									14	5	7	260	7	4	1	350					-2.8	0.0	-2.7	-2.9								
05/18/2008 02:00:00	8.1	0.6	9.9	6.5	8.1	0.7	9.9	6.4	7.0	0.7	9.1	5.3	6.4	0.7	8.0	4.6									12	5	8	260	5	5	359	350					-2.8	0.0	-2.7	-2.9								
05/18/2008 02:10:00	8.5	0.7	10.3	6.8	8.6	0.7	9.9	7.3	7.6	0.7	9.1	6.1	7.0	0.7	8.8	5.3									15	4	13	260	8	4	8	350					-2.9	0.0	-2.7	-3.1								
