SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/26/2009 00:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.1	0.6	14.9	11.5	0.4	0.0	0.4	0.4									198	2	260	260	69	0	350	350	12.2	0.0	12.2	12.1	-11.4	0.0	-11.1	-11.7					89.9	0.0	90.3	89.6
02/26/2009 00:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	12.7	0.7	14.5	11.1	0.4	0.0	0.4	0.4									199	3	260	260	69	0	350	350	12.2	0.0	12.2	12.1	-11.6	0.0	-11.5	-11.7					89.6	0.0	90.1	89.3
02/26/2009 00:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	12.5	0.7	14.5	10.7	0.4	0.0	0.4	0.4									197	2	260	260	69	0	350	350	12.2	0.0	12.2	12.1	-11.9	0.1	-11.7	-12.1					89.3	0.1	89.6	88.8
02/26/2009 00:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	12.9	0.6	14.5	11.5	0.4	0.0	0.4	0.4									196	3	260	260	69	0	350	350	12.2	0.0	12.2	12.1	-12.3	0.1	-12.1	-12.5					88.9	0.0	89.3	88.6
02/26/2009 00:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.4	0.8	15.3	11.1	0.4	0.0	0.4	0.4									197	2	260	260	69	0	350	350	12.2	0.0	12.1	12.1	-12.6	0.0	-12.5	-12.9					88.5	0.0	88.8	88.1
02/26/2009 00:50:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.2	0.7	14.9	11.5	0.4	0.0	0.4	0.4									197	3	260	260	69	0	350	350	12.2	0.0	12.1	12.1	-12.8	0.0	-12.7	-12.9					88.2	0.0	88.6	87.9
02/26/2009 01:00:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.1	0.7	14.9	11.5	0.4	0.0	0.4	0.4									196	3	260	260	69	0	350	350	12.1	0.0	12.1	12.1	-13.0	0.0	-12.9	-13.1					88.0	0.0	88.4	87.6
02/26/2009 01:10:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.5	0.6	14.5	11.8	0.4	0.0	0.4	0.4									195	2	260	260	69	0	350	350	12.1	0.0	12.1	12.1	-13.1	0.0	-12.9	-13.3					87.9	0.0	88.1	87.6
02/26/2009 01:20:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	12.8	0.5	14.1	11.8	0.4	0.0	0.4	0.4									194	2	260	260	69	0	350	350	12.1	0.0	12.1	12.1	-13.3	0.0	-13.1	-13.3					87.7	0.0	88.1	87.4
02/26/2009 01:30:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.1	0.7	14.9	11.5	0.4	0.0	0.4	0.4									193	2	260	260	69	0	350	350	12.1	0.0	12.1	12.1	-13.4	0.0	-13.3	-13.7					87.6	0.0	87.6	87.4
02/26/2009 01:40:00	0.4	0.0	0.4	0.4	1.0	0.0	1.0	1.0	13.3	0.6	14.9	11.8	0.4	0.0	0.4	0.4									195	3	260	260	69	0	350	350	12.1	0.0	12.1	12.1	-13.7	0.0	-13.5	-13.7					87.3	0.0	87.4	86.9
