SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/25/2008 00:00:00	3.6	0.2	4.2	3.4	4.3	0.2	4.7	3.9	3.7	0.2	4.2	3.4	4.0	0.2	4.6	3.8									29	5	35	260	15	4	5	350					10.0	0.0	10.2	10.0								
06/25/2008 00:10:00	4.0	0.2	4.6	3.8	4.7	0.3	5.3	4.1	4.1	0.3	4.6	3.4	4.1	0.3	4.6	3.8									39	2	42	260	30	3	29	350					9.8	0.1	10.2	9.5								
06/25/2008 00:20:00	3.9	0.2	4.2	3.8	4.6	0.1	5.0	4.1	4.0	0.2	4.2	3.4	4.1	0.2	4.6	3.8									45	5	33	260	32	0	29	350					9.5	0.0	9.7	9.5								
06/25/2008 00:30:00	4.1	0.2	4.6	3.8	4.7	0.3	5.3	4.1	4.1	0.3	4.6	3.4	4.1	0.2	4.6	3.8									47	2	43	260	34	1	30	350					9.9	0.2	10.2	9.5								
06/25/2008 00:40:00	4.4	0.2	4.9	3.8	4.9	0.2	5.3	4.4	4.3	0.2	4.6	3.8	4.1	0.2	4.6	3.8									49	3	46	260	36	2	39	350					10.7	0.0	11.0	10.2								
06/25/2008 00:50:00	4.7	0.2	5.3	4.2	5.4	0.2	5.9	4.7	4.8	0.2	5.3	4.2	4.7	0.3	5.3	4.2									57	2	57	260	43	3	42	350					10.6	0.0	10.8	10.5								
06/25/2008 01:00:00	5.0	0.2	5.3	4.6	5.8	0.2	6.2	5.3	5.2	0.2	5.7	4.6	5.2	0.2	5.7	4.9									65	3	60	260	52	2	48	350					10.6	0.0	10.8	10.5								
06/25/2008 01:10:00	5.3	0.2	5.7	4.9	5.7	0.2	6.2	5.0	5.2	0.2	5.7	4.6	5.1	0.2	5.7	4.2									77	4	77	260	62	5	52	350					10.6	0.0	10.8	10.5								
06/25/2008 01:20:00	5.3	0.3	6.1	4.2	5.5	0.3	6.2	4.7	5.1	0.3	6.1	4.2	4.9	0.3	5.7	3.8									82	4	83	260	69	3	74	350					10.8	0.0	10.8	10.5								
06/25/2008 01:30:00	5.6	0.3	6.5	4.6	5.5	0.3	6.4	4.7	5.3	0.3	6.1	4.6	4.8	0.4	6.1	3.8									83	3	87	260	70	4	72	350					10.8	0.0	11.0	10.8								
06/25/2008 01:40:00	5.5	0.4	6.5	4.6	5.5	0.4	6.2	4.7	5.2	0.4	6.1	4.2	4.8	0.5	6.1	3.8									85	5	78	260	73	4	63	350					11.1	0.0	11.3	11.0								
06/25/2008 01:50:00	5.1	0.3	6.1	4.2	5.1	0.3	5.6	4.4	4.8	0.3	5.7	3.8	4.4	0.3	5.3	3.4									83	4	82	260	68	4	71	350					10.6	0.1	11.0	10.5								
06/25/2008 02:00:00	5.1	0.4	6.1	4.2	5.0	0.3	5.9	4.4	4.8	0.4	5.7	3.8	4.4	0.4	5.3	3.4									85	5	77	260	72	5	63	350					10.4	0.0	10.8	10.2								
06/25/2008 02:10:00	6.2	0.4	7.2	5.3	6.1	0.4	7.0	5.3	5.8	0.4	6.8	4.9	5.3	0.5	6.8	4.2									83	4	85	260	71	5	70	350					10.9	0.1	11.3	10.5								
06/25/2008 02:20:00	6.9	0.5	8.0	5.7	6.8	0.5	8.2	5.6	6.5	0.5	8.0	4.9	6.0	0.5	7.6	4.6									73	6	69	260	63	6	54	350					10.8	0.2	11.3	10.5								
