SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/21/2008 00:00:00	3.5	0.2	4.2	3.0	3.4	0.2	3.9	3.0	3.5	0.2	4.2	3.0	3.5	0.2	4.2	3.0									65	5	60	260	53	3	45	350					-17.3	0.1	-16.9	-17.5								
11/21/2008 00:10:00	3.7	0.5	4.6	2.6	3.2	0.3	3.9	2.7	3.4	0.3	4.2	2.6	3.1	0.3	3.8	1.9									64	2	62	260	55	2	49	350					-17.6	0.4	-16.9	-18.4								
11/21/2008 00:20:00	4.5	0.4	5.3	3.8	4.0	0.5	5.0	3.3	4.3	0.5	5.3	3.4	4.1	0.6	5.3	3.0									59	4	50	260	51	3	43	350					-18.5	0.0	-18.2	-18.6								
11/21/2008 00:30:00	5.2	0.5	6.1	3.8	4.6	0.4	5.3	3.6	5.0	0.5	5.7	3.8	4.7	0.4	5.7	3.4									69	2	67	260	59	2	55	350					-18.3	0.1	-18.1	-18.4								
11/21/2008 00:40:00	6.0	0.3	6.8	5.3	5.5	0.2	5.9	5.0	5.9	0.2	6.5	5.3	5.7	0.3	6.5	4.9									70	2	70	260	61	2	58	350					-18.2	0.1	-18.1	-18.2								
11/21/2008 00:50:00	6.7	0.4	7.2	5.7	6.3	0.3	6.7	5.3	6.4	0.4	7.2	5.3	6.5	0.3	7.2	5.7									73	2	72	260	65	2	62	350					-18.2	0.1	-18.1	-18.4								
11/21/2008 01:00:00	6.9	0.2	7.2	6.5	6.4	0.2	6.7	5.9	6.2	0.2	6.5	5.7	6.8	0.3	7.6	6.1									73	2	73	260	65	2	64	350					-18.3	0.0	-18.1	-18.4								
11/21/2008 01:10:00	6.9	0.2	7.6	6.5	6.6	0.2	7.0	6.2	6.4	0.2	6.8	5.7	7.1	0.2	7.6	6.5									72	1	70	260	63	1	60	350					-18.3	0.0	-18.1	-18.4								
11/21/2008 01:20:00	6.9	0.2	7.2	6.5	6.5	0.1	6.7	6.2	6.3	0.2	6.5	6.1	6.8	0.5	7.6	5.7									75	1	72	260	67	1	62	350					-18.2	0.0	-18.1	-18.4								
11/21/2008 01:30:00	7.1	0.2	7.6	6.8	6.4	0.2	7.0	5.9	6.3	0.2	6.8	5.7	6.0	0.4	6.8	4.6									76	1	75	260	66	2	64	350					-18.2	0.0	-18.1	-18.2								
11/21/2008 01:40:00	6.9	0.3	7.6	5.7	6.1	0.3	6.7	5.3	6.0	0.3	6.5	5.3	5.7	0.5	7.2	4.2									81	5	74	260	70	5	64	350					-18.1	0.0	-18.1	-18.2								
11/21/2008 01:50:00	7.0	0.3	8.0	6.1	6.5	0.5	7.9	5.6	6.3	0.4	7.6	4.9	5.9	0.5	7.2	3.8									86	3	88	260	78	4	77	350					-17.4	0.3	-16.9	-18.1								
11/21/2008 02:00:00	6.8	0.3	7.6	5.7	6.5	0.3	7.3	5.9	6.2	0.3	7.2	5.7	5.9	0.5	6.8	4.6									84	2	84	260	77	3	80	350					-16.7	0.0	-16.6	-16.9								
11/21/2008 02:10:00	6.4	0.3	7.2	5.7	5.9	0.3	6.7	5.0	5.7	0.2	6.8	4.9	5.6	0.4	6.5	4.2									84	2	85	260	77	3	79	350					-16.5	0.0	-16.4	-16.6								
