SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/21/2008 00:00:00	10.3	0.4	11.5	9.1	10.5	0.5	11.6	9.3	9.7	0.5	11.1	8.0	8.9	0.6	10.3	6.8									23	2	25	260	15	2	10	350					2.8	0.0	3.2	2.7								
05/21/2008 00:10:00	9.8	0.3	10.7	8.8	10.2	0.3	11.0	8.7	9.3	0.4	9.9	8.0	8.5	0.5	9.9	6.8									24	2	27	260	15	2	13	350					2.6	0.0	2.7	2.5								
05/21/2008 00:20:00	9.5	0.3	10.3	8.8	10.1	0.4	11.0	8.7	9.0	0.4	9.9	7.6	8.5	0.6	9.9	6.8									23	2	21	260	14	2	10	350					2.5	0.0	2.7	2.2								
05/21/2008 00:30:00	9.3	0.3	10.3	8.8	10.0	0.3	11.0	9.0	9.0	0.4	9.9	8.0	8.7	0.5	9.5	6.8									24	3	17	260	15	2	10	350					2.3	0.0	2.5	2.2								
05/21/2008 00:40:00	8.9	0.4	9.9	7.6	9.7	0.5	10.7	8.4	8.6	0.5	9.9	7.2	8.6	0.5	9.5	7.2									25	3	22	260	15	2	12	350					2.2	0.0	2.5	2.2								
05/21/2008 00:50:00	8.4	0.4	9.5	7.6	8.9	0.3	9.9	8.2	7.8	0.3	8.8	6.8	8.3	0.3	8.8	7.2									26	3	26	260	14	2	14	350					2.3	0.0	2.5	2.2								
05/21/2008 01:00:00	8.6	0.4	9.5	7.6	8.9	0.3	9.9	8.2	7.7	0.4	8.8	6.8	8.1	0.3	8.8	7.2									28	3	29	260	17	2	17	350					2.2	0.0	2.5	2.0								
05/21/2008 01:10:00	8.6	0.4	9.5	7.6	8.5	0.3	9.3	7.9	7.5	0.3	8.0	6.8	7.3	0.4	8.4	6.5									29	3	36	260	19	2	18	350					2.0	0.0	2.2	2.0								
05/21/2008 01:20:00	8.5	0.3	9.5	7.6	8.4	0.3	9.0	7.6	7.3	0.3	8.4	6.5	7.3	0.4	8.0	6.5									30	3	35	260	20	2	22	350					1.9	0.0	2.2	1.7								
05/21/2008 01:30:00	8.7	0.3	9.5	8.0	8.5	0.3	9.3	7.6	7.4	0.4	8.4	6.5	7.0	0.3	8.0	6.5									33	2	35	260	23	2	22	350					1.9	0.0	2.2	1.7								
05/21/2008 01:40:00	8.3	0.3	9.1	7.2	8.1	0.2	9.0	7.6	7.1	0.3	8.0	6.5	6.6	0.3	7.6	6.1									32	3	33	260	22	2	22	350					2.0	0.0	2.2	2.0								
05/21/2008 01:50:00	7.8	0.4	8.8	6.8	7.7	0.3	8.7	7.0	6.7	0.3	7.6	5.7	6.6	0.3	7.6	6.1									30	2	31	260	19	2	22	350					2.0	0.0	2.2	2.0								
05/21/2008 02:00:00	7.7	0.3	8.4	7.2	7.5	0.3	8.2	6.7	6.5	0.3	7.2	5.7	6.6	0.3	7.6	6.1									31	2	28	260	20	2	21	350					2.2	0.0	2.5	2.2								
05/21/2008 02:10:00	7.7	0.3	8.4	6.8	7.3	0.3	8.4	6.7	6.3	0.3	7.6	5.7	6.3	0.3	6.8	5.7									34	3	37	260	23	2	22	350					2.6	0.0	2.7	2.5								
05/21/2008 02:20:00	7.7	0.4	8.8	6.8	7.4	0.4	8.2	6.4	6.4	0.4	7.2	5.3	6.1	0.3	6.8	5.7									32	3	37	260	21	2	18	350					2.4	0.1	2.7	2.2								
