SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/05/2008 00:00:00	8.4	1.0	10.3	5.3	8.4	1.1	10.4	5.9	7.9	1.1	9.9	4.9	7.3	1.0	9.5	4.6									0	5	3	260	355	6	352	350					1.0	0.0	1.3	0.8								
05/05/2008 00:10:00	9.0	0.6	10.3	7.2	8.9	0.8	10.4	6.4	8.2	0.9	9.9	5.3	7.4	1.0	9.5	4.9									5	4	357	260	357	7	357	350					0.9	0.0	1.3	0.8								
05/05/2008 00:20:00	9.1	0.5	9.9	7.2	8.9	0.8	10.4	7.0	8.2	0.8	9.9	5.7	7.5	0.7	9.5	5.7									5	4	0	260	357	3	357	350					0.8	0.2	1.0	0.6								
05/05/2008 00:30:00	9.0	0.5	9.9	7.2	8.9	0.7	10.7	6.7	8.4	0.7	9.9	6.1	7.6	0.7	9.1	5.3									6	3	9	260	358	3	2	350					0.7	0.0	1.0	0.6								
05/05/2008 00:40:00	8.6	0.8	9.9	6.1	8.4	0.8	9.9	5.9	7.9	0.9	9.9	4.9	7.1	0.9	8.8	4.2									10	5	7	260	2	5	356	350					0.7	0.0	1.0	0.6								
05/05/2008 00:50:00	7.5	1.0	9.5	5.3	7.7	0.8	10.2	5.9	6.9	1.0	9.5	4.9	6.6	0.8	9.1	4.9									11	5	17	260	4	5	2	350					0.9	0.0	1.0	0.6								
05/05/2008 01:00:00	7.0	0.6	8.4	5.7	6.9	0.5	8.4	5.9	6.1	0.5	7.6	4.6	5.8	0.5	7.2	4.9									11	4	26	260	5	3	4	350					0.2	0.2	0.6	-0.1								
05/05/2008 01:10:00	7.3	0.8	9.1	5.3	7.3	0.8	9.3	5.3	6.8	0.8	8.8	4.9	6.3	0.7	8.0	4.6									6	3	3	260	0	3	356	350					-0.3	0.0	0.1	-0.4								
05/05/2008 01:20:00	7.9	0.8	9.1	6.1	7.9	0.8	9.9	6.4	7.3	0.8	9.1	5.7	6.7	0.7	9.1	4.9									6	3	2	260	0	3	354	350					-0.3	0.0	0.1	-0.4								
05/05/2008 01:30:00	6.9	0.4	8.0	6.1	7.0	0.3	7.9	6.2	6.5	0.4	7.6	5.7	5.9	0.3	6.5	4.9									5	3	3	260	2	2	358	350					-0.5	0.0	-0.4	-0.6								
05/05/2008 01:40:00	6.7	0.3	7.2	6.1	6.8	0.4	7.6	5.6	6.3	0.4	6.8	4.9	5.8	0.4	6.5	4.6									2	3	3	260	358	4	351	350					-0.6	0.0	-0.4	-0.6								
05/05/2008 01:50:00	7.0	0.4	8.0	6.5	7.2	0.3	7.9	6.7	6.6	0.3	7.6	6.1	6.3	0.3	6.8	5.7									3	2	3	260	356	1	351	350					-0.6	0.0	-0.6	-0.6								
05/05/2008 02:00:00	7.3	0.3	8.0	6.5	7.2	0.3	8.2	6.7	6.7	0.3	7.6	6.1	6.1	0.3	6.8	5.3									8	4	3	260	1	3	2	350					-0.6	0.0	-0.6	-0.6								
05/05/2008 02:10:00	6.9	0.4	8.0	6.1	7.0	0.3	7.9	6.2	6.4	0.4	7.2	5.3	6.0	0.4	6.8	4.9									8	2	6	260	1	2	358	350					-0.6	0.0	-0.4	-0.6								
05/05/2008 02:20:00	7.6	0.4	8.8	6.8	7.8	0.3	9.0	7.0	7.2	0.4	8.4	6.1	6.7	0.4	7.6	5.3									7	1	5	260	1	2	357	350					-0.3	0.0	-0.1	-0.4								
