SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/23/2008 00:00:00	7.1	0.3	7.6	6.1	6.6	0.5	7.3	5.6	6.0	0.4	6.8	4.9	4.8	0.5	5.7	3.4									329	3	330	260	328	3	333	350					-9.2	0.1	-8.8	-9.4								
10/23/2008 00:10:00	7.3	0.2	7.6	6.8	7.1	0.2	7.6	6.7	6.5	0.2	6.8	6.1	5.4	0.2	5.7	4.9									327	2	328	260	325	2	325	350					-9.5	0.1	-9.2	-9.6								
10/23/2008 00:20:00	7.8	0.2	8.4	7.2	7.6	0.3	7.9	7.0	7.1	0.3	7.6	6.5	5.7	0.3	6.5	4.9									330	1	327	260	328	1	330	350					-9.5	0.0	-9.2	-9.6								
10/23/2008 00:30:00	8.0	0.2	8.4	7.6	7.7	0.1	8.2	7.3	7.4	0.2	8.0	7.2	6.1	0.2	6.5	5.7									328	1	327	260	328	1	331	350					-9.0	0.2	-8.4	-9.6								
10/23/2008 00:40:00	7.7	0.2	8.0	7.2	7.5	0.2	7.9	7.0	7.2	0.2	7.6	6.8	5.9	0.3	6.5	5.3									322	2	322	260	322	2	328	350					-8.4	0.1	-8.2	-8.6								
10/23/2008 00:50:00	7.1	0.2	7.6	6.8	7.0	0.2	7.6	6.4	6.7	0.2	7.2	6.1	5.4	0.2	5.7	4.6									318	2	318	260	318	1	321	350					-8.7	0.0	-8.4	-8.8								
10/23/2008 01:00:00	7.1	0.5	8.0	5.7	6.7	0.4	7.6	5.3	6.5	0.5	7.6	4.9	5.2	0.5	6.1	3.8									313	2	311	260	313	3	313	350					-8.5	0.1	-8.4	-8.8								
10/23/2008 01:10:00	7.1	0.5	8.8	5.3	6.7	0.5	8.4	5.3	6.4	0.5	8.4	4.9	5.3	0.5	7.6	3.8									314	3	310	260	314	3	318	350					-8.7	0.0	-8.4	-8.8								
10/23/2008 01:20:00	7.4	1.1	10.3	4.9	7.2	0.9	9.6	5.9	6.5	1.1	9.5	4.9	6.1	0.8	8.4	4.6									316	4	313	260	315	4	320	350					-8.9	0.0	-8.8	-9.2								
10/23/2008 01:30:00	8.1	0.5	9.1	6.5	7.4	0.4	8.2	6.4	6.6	0.5	7.6	5.7	6.1	0.5	7.6	4.6									312	3	310	260	312	4	316	350					-9.2	0.1	-8.8	-9.4								
10/23/2008 01:40:00	7.9	0.4	8.8	6.5	7.4	0.3	8.2	6.4	6.7	0.3	7.6	5.3	6.0	0.4	6.8	5.3									311	2	306	260	311	3	310	350					-8.9	0.0	-8.8	-9.2								
10/23/2008 01:50:00	7.4	0.4	8.4	6.5	7.1	0.3	8.2	6.4	6.4	0.3	7.2	5.7	5.8	0.4	6.8	4.9									312	5	298	260	310	4	303	350					-8.9	0.0	-8.8	-9.0								
10/23/2008 02:00:00	6.5	0.6	8.0	5.3	6.4	0.5	7.6	5.3	5.6	0.5	6.8	4.6	5.3	0.5	6.8	4.2									307	4	301	260	305	4	307	350					-8.7	0.0	-8.4	-9.0								
10/23/2008 02:10:00	6.9	0.6	8.0	4.6	6.8	0.5	7.9	5.3	6.0	0.6	7.2	4.6	5.7	0.6	7.2	4.2									307	3	302	260	305	3	309	350					-8.4	0.1	-8.2	-8.8								
