SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/20/2008 00:00:00	3.1	0.2	3.8	2.3	3.4	0.3	3.9	2.4	2.7	0.3	3.4	1.9	3.0	0.4	3.8	2.3									341	0	339	260	3	5	1	350					-11.1	0.0	-10.9	-11.3								
11/20/2008 00:10:00	3.3	0.3	3.8	2.3	3.6	0.3	4.1	2.7	3.0	0.3	3.4	1.9	3.4	0.4	4.2	2.3									341	0	339	260	2	4	358	350					-11.4	0.0	-11.3	-11.5								
11/20/2008 00:20:00	3.3	0.3	3.8	2.6	3.5	0.3	4.1	2.7	3.0	0.3	3.4	2.3	3.4	0.3	4.2	2.6									341	0	339	260	2	6	4	350					-11.7	0.1	-11.3	-11.9								
11/20/2008 00:30:00	3.1	0.3	3.8	2.3	3.3	0.3	4.1	2.4	2.8	0.3	3.8	1.9	3.2	0.4	4.2	1.9									341	0	339	260	4	6	357	350					-12.0	0.1	-11.7	-12.3								
11/20/2008 00:40:00	3.1	0.2	3.8	2.3	3.1	0.2	3.6	2.7	2.7	0.3	3.8	2.3	2.9	0.3	3.4	2.3									341	0	339	260	9	9	0	350					-12.7	0.2	-12.3	-13.1								
11/20/2008 00:50:00	3.6	0.3	4.2	2.6	3.4	0.2	3.9	2.7	3.1	0.3	3.8	2.6	3.3	0.3	3.8	2.6									341	0	339	260	54	6	51	350					-13.2	0.0	-12.9	-13.3								
11/20/2008 01:00:00	3.7	0.2	4.2	3.4	3.2	0.3	3.9	2.7	3.3	0.2	3.8	3.0	3.5	0.2	4.2	2.6									341	0	339	260	58	2	53	350					-13.3	0.0	-13.3	-13.3								
11/20/2008 01:10:00	3.9	0.2	4.2	3.4	3.6	0.2	4.1	3.0	3.5	0.2	4.2	3.0	3.9	0.2	4.2	3.4									341	0	339	260	56	1	54	350					-13.2	0.0	-13.1	-13.3								
11/20/2008 01:20:00	3.9	0.2	4.6	3.4	3.7	0.2	4.1	3.3	3.5	0.2	3.8	3.0	3.8	0.2	4.2	3.4									341	0	339	260	55	1	52	350					-13.5	0.1	-13.3	-13.7								
11/20/2008 01:30:00	4.0	0.2	4.2	3.4	3.8	0.2	4.1	3.3	3.5	0.2	3.8	3.0	3.8	0.3	4.6	3.0									341	0	339	260	54	1	53	350					-14.0	0.1	-13.7	-14.3								
11/20/2008 01:40:00	4.8	0.4	5.3	3.8	3.8	0.2	4.4	3.3	4.4	0.5	5.3	3.4	4.4	0.3	4.9	3.4									341	0	339	260	58	3	51	350					-14.5	0.2	-14.1	-14.6								
11/20/2008 01:50:00	5.3	0.2	5.7	4.6	3.9	0.3	4.7	3.3	5.0	0.2	5.7	4.2	4.7	0.3	5.3	3.8									341	0	339	260	58	10	60	350					-14.5	0.0	-14.5	-14.6								
11/20/2008 02:00:00	5.3	0.4	6.1	4.2	4.3	0.3	5.3	3.6	5.0	0.4	6.1	3.8	4.8	0.4	5.7	3.4									341	0	339	260	51	17	57	350					-14.5	0.0	-14.3	-14.6								
11/20/2008 02:10:00	5.0	0.4	5.7	3.8	3.6	0.3	4.4	3.0	4.6	0.4	5.7	3.4	4.4	0.4	5.7	3.4									341	0	339	260	26	11	14	350					-14.7	0.0	-14.6	-15.0								
