SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/16/2008 00:00:00	6.3	0.8	8.4	4.6	6.5	0.8	8.2	4.7	6.1	0.8	8.0	4.2	5.8	0.9	7.6	3.4									284	6	285	260	280	6	282	350					6.7	0.0	6.9	6.4								
06/16/2008 00:10:00	7.0	0.8	8.4	4.6	7.2	0.7	8.7	4.7	6.9	0.8	8.8	4.6	6.6	0.9	8.0	4.2									281	5	278	260	278	5	272	350					6.7	0.0	6.9	6.6								
06/16/2008 00:20:00	8.1	0.5	9.1	6.5	8.0	0.4	9.3	7.0	7.9	0.5	9.1	6.5	7.3	0.5	8.8	6.1									283	4	284	260	279	4	284	350					6.6	0.0	6.9	6.6								
06/16/2008 00:30:00	7.5	1.0	9.5	4.9	7.6	0.8	9.0	5.0	7.3	1.0	9.1	4.6	6.3	0.9	8.0	4.2									283	5	282	260	279	5	277	350					6.6	0.0	6.9	6.6								
06/16/2008 00:40:00	6.5	0.5	7.6	4.9	6.9	0.4	7.9	5.9	6.4	0.5	7.6	4.9	6.2	0.6	7.6	4.6									300	6	291	260	298	5	302	350					6.6	0.0	6.9	6.4								
06/16/2008 00:50:00	6.3	0.6	8.0	4.9	6.6	0.6	8.2	5.3	6.2	0.7	8.0	4.6	5.7	0.8	8.0	3.8									294	10	284	260	292	10	281	350					6.5	0.0	6.9	6.4								
06/16/2008 01:00:00	6.4	0.7	8.0	4.2	6.7	0.5	7.9	5.3	6.3	0.6	7.6	4.6	5.9	0.7	7.6	3.8									286	6	286	260	284	6	284	350					6.6	0.0	6.9	6.6								
06/16/2008 01:10:00	6.5	0.6	7.6	4.2	6.7	0.6	7.9	5.0	6.3	0.7	7.6	4.6	5.9	0.7	7.6	4.2									282	5	280	260	278	5	283	350					6.6	0.0	6.9	6.6								
06/16/2008 01:20:00	7.4	0.9	8.8	4.6	7.4	0.8	9.0	5.3	7.2	1.0	8.8	4.6	6.7	1.0	8.8	4.2									288	5	272	260	284	5	282	350					6.6	0.0	6.9	6.4								
06/16/2008 01:30:00	7.3	0.7	8.8	5.7	7.4	0.5	8.4	6.2	7.1	0.6	8.4	5.3	6.7	0.7	8.4	4.6									293	6	289	260	291	6	298	350					6.6	0.0	6.9	6.6								
06/16/2008 01:40:00	6.7	0.5	8.0	4.9	7.0	0.5	7.9	5.3	6.5	0.6	7.6	4.9	6.2	0.6	7.6	4.6									300	5	299	260	298	5	299	350					6.5	0.0	6.6	6.4								
06/16/2008 01:50:00	6.8	0.6	8.4	4.9	7.0	0.6	8.2	5.6	6.6	0.7	8.0	4.6	6.4	0.7	7.6	4.6									303	5	301	260	301	5	305	350					6.3	0.0	6.4	6.1								
06/16/2008 02:00:00	6.7	0.8	8.0	4.6	7.0	0.7	8.4	5.0	6.6	0.8	8.4	4.2	6.4	0.8	8.4	3.8									305	5	302	260	303	5	308	350					6.2	0.0	6.1	6.1								
06/16/2008 02:10:00	5.7	0.8	7.6	3.8	6.0	0.7	8.2	4.4	5.5	0.7	7.6	3.8	5.3	0.7	7.6	3.0									305	6	307	260	302	6	296	350					6.2	0.0	6.4	6.1								
06/16/2008 02:20:00	5.2	0.8	6.8	3.0	5.6	0.7	7.0	3.9	5.1	0.8	6.8	3.0	4.9	0.7	6.5	3.0									306	6	306	260	303	7	306	350					6.2	0.0	6.4	6.1								
