SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/08/2008 00:00:00	2.6	0.5	3.4	1.9	1.0	0.0	1.0	1.0	2.6	0.5	3.4	1.5	1.8	0.5	2.6	0.7									353	3	351	260	344	2	350	350					9.1	0.0	9.2	8.9								
08/08/2008 00:10:00	2.8	0.3	3.4	1.9	1.0	0.0	1.0	1.0	2.9	0.4	3.8	1.9	2.1	0.5	3.4	1.1									357	4	353	260	346	0	350	350					9.1	0.0	9.2	8.9								
08/08/2008 00:20:00	2.6	0.3	3.4	1.9	1.0	0.0	1.0	1.0	2.6	0.4	3.4	1.5	2.0	0.4	3.0	1.1									3	4	3	260	356	4	350	350					9.1	0.0	9.2	8.9								
08/08/2008 00:30:00	2.7	0.3	3.4	1.5	2.3	1.0	3.6	1.0	2.5	0.4	3.4	1.5	1.8	0.4	2.6	0.7									4	5	6	260	358	2	357	350					9.1	0.0	9.2	8.9								
08/08/2008 00:40:00	2.7	0.2	3.4	2.3	3.2	0.2	3.9	2.7	2.6	0.3	3.4	1.9	1.9	0.3	2.6	1.1									3	2	3	260	356	2	358	350					9.0	0.0	9.2	8.9								
08/08/2008 00:50:00	2.9	0.2	3.4	2.3	3.4	0.2	3.9	2.7	2.8	0.3	3.4	1.9	2.2	0.3	3.0	1.1									10	3	6	260	2	0	358	350					9.0	0.0	9.2	8.9								
08/08/2008 01:00:00	3.0	0.3	3.4	2.3	3.6	0.3	4.1	2.7	3.0	0.3	3.8	1.9	2.4	0.4	3.0	1.5									12	2	14	260	2	0	358	350					8.9	0.0	9.2	8.9								
08/08/2008 01:10:00	2.7	0.2	3.4	1.9	3.2	0.2	3.6	2.7	2.5	0.3	3.0	1.9	2.0	0.3	2.6	1.1									14	3	16	260	2	0	358	350					8.9	0.0	9.2	8.9								
08/08/2008 01:20:00	2.8	0.2	3.4	2.3	3.3	0.2	3.9	2.7	2.6	0.3	3.0	1.9	2.0	0.3	2.6	1.5									21	4	17	260	5	2	3	350					8.9	0.0	9.2	8.9								
08/08/2008 01:30:00	2.9	0.2	3.4	2.6	3.5	0.2	3.9	3.0	2.9	0.2	3.4	2.3	2.3	0.3	3.0	1.5									30	5	20	260	11	4	5	350					8.8	0.0	9.2	8.7								
08/08/2008 01:40:00	2.6	0.3	3.0	2.3	3.4	0.2	3.9	3.0	2.7	0.2	3.0	2.3	2.3	0.2	2.6	1.9									34	2	36	260	19	0	16	350					8.7	0.0	8.9	8.7								
08/08/2008 01:50:00	3.2	0.2	3.8	2.6	3.8	0.2	4.1	3.3	3.2	0.2	3.4	2.6	2.6	0.2	3.0	1.9									40	3	39	260	22	3	16	350					8.6	0.0	8.9	8.4								
08/08/2008 02:00:00	2.9	0.2	3.4	2.6	3.7	0.1	4.1	3.6	3.1	0.2	3.4	2.6	2.9	0.2	3.4	2.6									47	1	42	260	34	3	22	350					8.4	0.0	8.7	8.2								
08/08/2008 02:10:00	2.9	0.3	3.4	2.3	3.8	0.2	4.1	3.3	3.1	0.3	3.8	2.6	3.0	0.2	3.4	2.6									46	1	45	260	35	0	32	350					8.4	0.0	8.4	8.2								
08/08/2008 02:20:00	2.4	0.3	3.0	1.9	3.3	0.2	3.9	3.0	2.4	0.3	3.0	1.9	2.3	0.3	3.0	1.9									39	1	42	260	35	0	31	350					8.2	0.1	8.4	8.2								
