SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/07/2007 00:00:00	15.1	1.7	18.3	9.9	14.9	1.8	19.0	10.4	14.5	1.7	19.5	9.5	13.8	1.7	17.6	9.9									70	6	62	260	65	8	69	350					-4.5	0.0	-4.5	-4.7								
11/07/2007 00:10:00	15.1	1.6	19.1	10.7	14.8	1.7	19.3	10.7	14.5	1.7	19.1	10.7	13.8	1.8	19.1	9.1									67	6	66	260	62	7	63	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 00:20:00	16.1	1.7	21.0	12.2	15.7	1.8	20.4	10.7	15.4	1.7	20.2	10.7	14.6	1.8	19.5	10.7									66	6	63	260	60	7	55	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 00:30:00	15.2	1.6	18.7	10.3	14.8	1.8	18.4	10.7	14.5	1.7	18.3	10.3	13.8	1.7	17.9	9.9									67	7	69	260	61	8	50	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 00:40:00	15.2	1.4	18.3	11.1	14.9	1.5	18.7	11.3	14.5	1.5	18.3	10.7	13.8	1.7	19.1	9.9									64	5	62	260	58	7	57	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 00:50:00	15.1	1.8	19.9	10.3	14.8	1.8	19.0	10.4	14.5	1.8	18.7	9.9	13.9	1.8	18.3	8.4									64	6	67	260	57	7	59	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 01:00:00	15.3	1.5	19.1	11.8	14.9	1.5	18.4	11.3	14.5	1.6	17.9	10.7	13.8	1.7	17.9	9.9									65	5	67	260	59	7	59	350					-4.5	0.0	-4.5	-4.7								
11/07/2007 01:10:00	14.7	1.5	18.7	10.7	14.3	1.5	18.2	10.4	14.0	1.5	18.3	9.9	13.3	1.5	17.2	9.9									64	6	67	260	59	8	64	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 01:20:00	14.4	1.7	19.1	9.9	14.0	1.8	18.7	9.3	13.6	1.7	18.7	8.8	13.0	1.7	17.6	8.0									70	7	67	260	65	9	70	350					-4.5	0.0	-4.5	-4.7								
11/07/2007 01:30:00	12.7	1.3	17.2	9.1	12.4	1.2	15.6	8.4	12.1	1.2	15.3	8.0	11.4	1.2	14.9	8.0									69	7	81	260	64	9	61	350					-4.6	0.0	-4.5	-4.7								
11/07/2007 01:40:00	11.5	1.4	15.3	8.4	11.5	1.4	15.3	8.7	11.0	1.3	14.9	8.0	10.6	1.3	14.9	7.2									62	7	53	260	55	8	60	350					-4.7	0.0	-4.5	-4.7								
11/07/2007 01:50:00	10.6	1.5	14.9	6.8	10.8	1.3	14.2	7.6	10.4	1.3	13.7	6.5	10.0	1.2	13.3	6.8									52	8	54	260	46	8	44	350					-4.8	0.0	-4.7	-4.9								
11/07/2007 02:00:00	10.9	1.4	13.7	7.6	11.1	1.2	13.9	7.9	10.7	1.3	13.3	7.2	10.4	1.3	13.3	6.8									59	8	57	260	54	8	52	350					-4.9	0.0	-4.7	-4.9								
11/07/2007 02:10:00	11.5	1.5	15.6	8.4	11.5	1.4	15.3	8.4	11.1	1.5	14.9	8.0	10.7	1.4	14.1	6.8									59	6	60	260	54	7	53	350					-4.9	0.0	-4.7	-4.9								
