SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/28/2008 00:00:00	6.8	0.4	7.6	6.1	7.1	0.5	7.9	6.2	6.7	0.5	7.6	5.7	6.4	0.6	7.2	5.3									337	2	333	260	337	1	339	350					-11.7	0.0	-11.5	-11.7								
04/28/2008 00:10:00	6.8	0.2	7.2	6.5	7.3	0.2	7.9	6.7	6.8	0.3	7.6	6.5	6.5	0.4	7.2	5.3									334	2	335	260	334	2	341	350					-11.6	0.1	-11.3	-11.7								
04/28/2008 00:20:00	7.1	0.3	7.6	6.1	7.1	0.4	7.9	5.0	6.8	0.4	7.2	4.6	6.1	0.6	7.2	3.8									328	2	326	260	326	3	331	350					-11.5	0.0	-11.3	-11.7								
04/28/2008 00:30:00	6.3	0.2	6.8	5.7	6.3	0.5	7.0	4.7	6.0	0.4	6.8	4.6	5.1	0.6	6.5	3.0									328	1	325	260	327	1	329	350					-11.7	0.0	-11.5	-11.9								
04/28/2008 00:40:00	5.7	0.4	6.5	4.6	5.6	0.7	6.7	4.1	5.3	0.6	6.5	3.8	4.6	0.7	5.7	3.0									334	3	328	260	334	3	332	350					-11.7	0.1	-11.5	-12.1								
04/28/2008 00:50:00	5.9	0.3	6.5	5.3	5.8	0.3	6.4	5.0	5.4	0.3	6.1	4.6	4.9	0.3	5.7	3.8									336	2	332	260	334	2	335	350					-11.8	0.0	-11.7	-12.1								
04/28/2008 01:00:00	5.5	0.3	6.1	4.6	5.5	0.2	5.9	5.0	5.1	0.3	6.1	4.6	4.8	0.2	5.3	4.2									335	2	333	260	337	2	339	350					-12.0	0.0	-11.9	-12.1								
04/28/2008 01:10:00	6.5	0.4	7.2	5.3	6.9	0.4	7.9	5.6	6.4	0.5	7.6	5.3	6.3	0.5	7.6	4.9									340	3	338	260	339	3	338	350					-11.9	0.1	-11.7	-12.1								
04/28/2008 01:20:00	5.6	0.4	6.5	4.2	5.9	0.4	7.0	4.7	5.5	0.4	6.5	4.2	5.3	0.4	6.5	4.6									340	4	340	260	339	4	346	350					-11.9	0.0	-11.7	-12.1								
04/28/2008 01:30:00	5.6	0.3	6.1	4.6	5.9	0.3	6.7	5.0	5.5	0.3	6.1	4.6	5.4	0.3	6.1	4.6									333	4	333	260	333	3	335	350					-11.6	0.1	-11.5	-11.9								
04/28/2008 01:40:00	6.0	0.4	6.8	4.9	6.4	0.4	7.3	5.6	6.0	0.4	7.2	4.9	5.9	0.4	7.2	4.9									333	3	329	260	333	3	335	350					-11.6	0.2	-11.3	-11.9								
04/28/2008 01:50:00	5.7	0.3	6.5	4.9	6.0	0.3	6.7	5.3	5.6	0.3	6.5	4.9	5.4	0.3	6.5	4.6									335	4	333	260	334	3	339	350					-11.5	0.1	-11.3	-11.9								
04/28/2008 02:00:00	5.7	0.3	6.5	5.3	5.8	0.3	6.4	5.3	5.5	0.3	6.1	4.6	5.1	0.3	5.7	4.6									336	2	331	260	335	2	341	350					-11.9	0.0	-11.7	-12.1								
04/28/2008 02:10:00	5.5	0.3	6.5	4.9	5.8	0.3	6.4	5.0	5.4	0.3	6.1	4.6	5.1	0.3	6.1	4.2									336	5	335	260	336	3	339	350					-11.8	0.0	-11.7	-12.1								
