SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/15/2008 00:00:00	5.5	0.5	6.8	3.8	5.7	0.5	6.7	3.9	5.4	0.6	6.8	3.4	5.2	0.6	6.5	3.8									285	5	283	260	281	4	283	350					8.1	0.0	8.2	7.9								
06/15/2008 00:10:00	5.8	0.5	7.2	4.2	6.0	0.5	7.3	4.7	5.7	0.5	6.8	4.2	5.5	0.6	6.8	3.8									283	6	281	260	279	5	279	350					8.0	0.0	8.2	7.9								
06/15/2008 00:20:00	5.6	0.5	6.8	4.2	5.8	0.5	7.3	4.4	5.5	0.5	7.2	3.8	5.2	0.6	6.8	3.4									277	8	272	260	272	6	270	350					8.0	0.0	8.2	7.9								
06/15/2008 00:30:00	5.4	0.5	7.2	4.2	5.6	0.6	7.3	4.4	5.3	0.6	7.2	3.8	5.0	0.6	6.5	3.4									268	18	272	260	258	8	267	350					7.9	0.0	7.9	7.9								
06/15/2008 00:40:00	5.5	0.5	6.5	3.8	5.8	0.5	7.0	4.7	5.5	0.5	6.8	3.8	5.2	0.6	6.5	3.8									267	10	258	260	259	8	272	350					7.9	0.0	7.9	7.7								
06/15/2008 00:50:00	6.2	0.5	7.2	4.6	6.4	0.5	7.6	4.7	6.1	0.6	7.6	4.6	5.7	0.7	7.2	3.8									275	16	78	260	268	6	267	350					7.8	0.0	7.9	7.7								
06/15/2008 01:00:00	6.2	0.6	7.2	4.6	6.3	0.6	7.3	4.7	6.0	0.7	7.2	4.2	5.6	0.8	6.8	3.4									272	8	260	260	266	8	262	350					7.7	0.0	7.9	7.7								
06/15/2008 01:10:00	6.9	0.9	8.4	4.6	7.2	0.8	8.4	5.0	6.6	0.7	8.0	4.2	6.4	1.0	8.0	3.4									268	15	260	260	257	6	266	350					7.6	0.0	7.9	7.4								
06/15/2008 01:20:00	6.7	0.7	8.4	4.6	6.9	0.7	8.4	4.7	6.2	0.7	8.0	4.2	6.2	0.8	8.0	4.2									272	11	277	260	263	6	263	350					7.4	0.0	7.7	7.4								
06/15/2008 01:30:00	5.9	0.6	7.6	4.2	6.0	0.6	7.3	4.4	5.5	0.6	6.8	4.2	5.4	0.8	6.8	3.8									277	7	268	260	272	7	264	350					7.4	0.0	7.7	7.4								
06/15/2008 01:40:00	5.8	0.6	7.2	4.2	5.9	0.6	7.3	4.1	5.6	0.6	6.8	3.8	5.1	0.7	6.8	3.4									279	6	281	260	275	6	276	350					7.3	0.0	7.4	7.4								
06/15/2008 01:50:00	5.5	0.6	6.8	4.2	5.6	0.7	7.0	4.1	5.3	0.7	6.8	3.4	4.9	0.8	6.8	3.0									275	8	268	260	270	7	273	350					7.3	0.0	7.4	7.4								
06/15/2008 02:00:00	5.0	0.6	6.8	3.8	5.2	0.6	7.0	4.1	4.9	0.6	6.8	3.8	4.5	0.6	6.5	3.4									274	10	264	260	268	6	262	350					7.3	0.0	7.4	7.2								
06/15/2008 02:10:00	6.5	0.5	7.6	4.6	6.7	0.6	7.9	5.3	6.4	0.6	7.6	4.6	6.0	0.6	7.2	4.6									273	8	268	260	267	6	274	350					7.3	0.0	7.4	7.2								
06/15/2008 02:20:00	6.3	0.6	7.6	4.6	6.5	0.5	7.6	5.0	5.7	0.5	6.8	4.2	5.7	0.6	7.2	4.2									270	13	268	260	263	10	271	350					7.2	0.0	7.4	7.2								
