SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/18/2008 00:00:00	2.8	0.4	3.4	1.9	2.9	0.2	3.6	2.1	2.7	0.3	3.4	1.1	2.0	0.5	3.0	0.7									108	4	111	260	94	5	100	350					10.2	0.0	10.2	10.0								
08/18/2008 00:10:00	2.8	0.3	3.4	1.9	3.0	0.2	3.6	2.4	2.7	0.3	3.4	1.9	1.8	0.5	3.0	0.4									104	9	109	260	91	6	92	350					10.1	0.0	10.2	10.0								
08/18/2008 00:20:00	2.8	0.4	4.2	1.9	3.0	0.3	3.9	2.1	2.6	0.4	3.8	1.5	2.2	0.4	3.8	1.1									90	9	101	260	76	9	74	350					10.0	0.0	10.2	9.7								
08/18/2008 00:30:00	2.9	0.4	4.2	1.9	3.1	0.2	3.9	2.7	2.7	0.3	3.8	1.9	2.4	0.3	3.4	1.5									88	8	102	260	72	8	87	350					9.5	0.0	9.7	9.2								
08/18/2008 00:40:00	3.4	0.4	4.2	2.3	3.2	0.4	3.9	2.1	2.9	0.5	4.2	1.5	2.2	0.5	3.4	0.7									105	8	96	260	87	8	83	350					9.7	0.2	10.0	9.2								
08/18/2008 00:50:00	3.3	0.4	4.6	2.6	2.9	0.3	3.3	2.1	2.8	0.4	3.8	1.5	1.7	0.5	3.0	0.4									114	6	122	260	97	8	107	350					9.9	0.0	10.0	9.7								
08/18/2008 01:00:00	3.6	0.5	4.6	2.3	3.1	0.4	4.1	2.1	3.2	0.5	4.2	1.9	2.4	0.6	3.4	1.1									126	6	134	260	111	7	119	350					9.9	0.0	10.0	9.7								
08/18/2008 01:10:00	3.7	0.2	4.2	3.4	3.9	0.2	4.1	3.3	3.6	0.2	4.2	3.4	3.1	0.3	3.8	2.3									133	1	134	260	120	1	117	350					9.8	0.0	10.0	9.7								
08/18/2008 01:20:00	3.9	0.3	4.9	3.4	3.5	0.4	4.4	2.7	3.7	0.3	4.6	3.0	3.3	0.4	4.2	1.9									125	8	113	260	114	8	121	350					10.0	0.0	10.2	9.7								
08/18/2008 01:30:00	4.1	0.3	4.9	3.4	3.8	0.3	4.4	3.0	3.9	0.4	4.6	3.0	3.4	0.3	4.6	2.6									112	5	117	260	101	4	101	350					10.1	0.0	10.2	10.0								
08/18/2008 01:40:00	3.9	0.3	4.6	3.0	3.5	0.2	4.1	3.0	3.6	0.4	4.6	2.6	3.1	0.5	4.2	1.5									115	4	124	260	102	5	102	350					10.0	0.0	10.2	10.0								
08/18/2008 01:50:00	3.2	0.5	4.2	1.9	2.9	0.4	3.6	1.9	2.7	0.6	4.2	1.1	1.9	0.6	3.8	0.4									117	7	123	260	100	7	98	350					9.9	0.0	10.0	9.7								
08/18/2008 02:00:00	3.7	0.3	4.6	3.0	3.1	0.2	3.6	2.7	3.4	0.3	4.2	2.6	2.6	0.5	3.8	1.1									124	3	127	260	109	4	103	350					9.7	0.0	10.0	9.7								
08/18/2008 02:10:00	3.6	0.3	4.2	2.6	3.2	0.3	3.9	2.4	3.2	0.3	3.8	2.3	2.4	0.5	3.4	1.1									113	6	113	260	98	8	92	350					9.7	0.0	10.0	9.7								
08/18/2008 02:20:00	2.8	0.4	3.8	1.9	2.5	0.3	3.3	2.1	2.2	0.4	3.0	0.7	1.6	0.5	2.6	0.4									112	9	97	260	91	7	87	350					9.7	0.0	10.0	9.7								
