SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
06/13/2008 00:00:00	10.4	0.4	11.5	9.5	10.2	0.3	11.0	9.3	9.5	0.4	10.7	8.4	9.2	0.3	10.3	8.4									346	1	345	260	343	1	347	350					6.9	0.0	7.2	6.9								
06/13/2008 00:10:00	10.1	0.3	10.7	9.5	10.0	0.3	10.7	9.3	9.1	0.5	9.9	8.0	9.1	0.4	9.9	8.0									346	1	343	260	342	1	345	350					6.6	0.0	6.9	6.4								
06/13/2008 00:20:00	10.2	0.2	10.7	9.9	10.3	0.2	11.0	9.9	9.6	0.2	10.3	9.1	9.5	0.3	10.3	8.0									346	1	346	260	342	1	345	350					6.6	0.0	6.9	6.4								
06/13/2008 00:30:00	10.5	0.2	11.1	9.9	10.6	0.2	11.0	9.9	9.9	0.3	10.7	9.1	9.6	0.4	10.7	8.8									346	1	341	260	342	1	346	350					6.6	0.0	6.9	6.4								
06/13/2008 00:40:00	11.0	0.2	11.5	10.3	10.9	0.2	11.3	9.9	10.3	0.4	11.1	9.1	9.9	0.4	10.7	8.0									343	1	342	260	340	1	344	350					6.6	0.0	6.9	6.4								
06/13/2008 00:50:00	11.0	0.2	11.5	10.3	10.8	0.2	11.3	10.2	10.5	0.4	11.5	9.1	9.6	0.4	10.3	8.4									343	1	342	260	339	1	342	350					6.5	0.0	6.9	6.1								
06/13/2008 01:00:00	10.5	0.2	11.1	9.9	10.7	0.2	11.3	10.2	9.9	0.2	10.7	9.1	9.6	0.4	10.3	8.4									339	2	338	260	336	2	338	350					6.3	0.0	6.4	6.1								
06/13/2008 01:10:00	10.3	0.3	11.1	9.9	10.5	0.3	11.0	9.9	9.8	0.3	10.7	8.8	9.6	0.3	10.3	8.4									341	3	342	260	337	3	336	350					6.0	0.0	6.1	5.9								
06/13/2008 01:20:00	10.4	0.3	11.1	9.9	10.4	0.2	11.0	9.6	9.9	0.4	11.1	9.1	9.4	0.3	9.9	8.4									343	1	341	260	339	1	342	350					6.0	0.0	6.1	5.9								
06/13/2008 01:30:00	10.6	0.3	11.1	9.9	10.6	0.2	11.6	10.2	10.1	0.3	11.1	9.5	9.8	0.2	10.3	9.1									341	1	340	260	338	1	342	350					6.0	0.0	6.1	5.9								
06/13/2008 01:40:00	10.4	0.3	11.1	9.9	10.3	0.2	10.7	9.6	9.7	0.3	10.3	9.1	9.4	0.3	9.9	8.0									343	1	342	260	339	1	344	350					5.9	0.0	6.1	5.9								
06/13/2008 01:50:00	10.6	0.2	11.1	9.9	10.7	0.2	11.3	10.2	10.1	0.3	10.7	9.5	9.9	0.4	10.7	8.8									341	1	338	260	337	1	340	350					5.9	0.0	6.1	5.6								
06/13/2008 02:00:00	10.2	0.2	10.7	9.9	10.5	0.2	11.3	9.9	9.9	0.3	10.7	8.8	9.5	0.4	10.7	8.4									342	1	341	260	338	1	340	350					5.9	0.0	6.1	5.6								
06/13/2008 02:10:00	10.2	0.3	10.7	9.9	10.4	0.3	11.3	9.3	9.8	0.4	10.7	8.8	9.4	0.5	10.3	8.0									340	1	338	260	338	1	341	350					5.8	0.0	5.9	5.6								
06/13/2008 02:20:00	10.1	0.2	10.7	9.9	10.3	0.2	10.7	9.6	9.4	0.4	10.3	8.8	9.5	0.4	10.3	8.4									344	2	341	260	340	1	342	350					5.5	0.1	5.9	5.4								
