SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
03/05/2008 00:00:00	7.7	0.4	8.8	6.8	7.8	0.3	8.4	7.0	7.3	0.3	8.4	6.5	6.6	0.3	7.6	5.7									37	2	37	260	27	1	24	350					-5.0	0.0	-4.7	-5.4								
03/05/2008 00:10:00	8.3	0.3	9.1	7.6	8.2	0.3	9.0	7.6	7.8	0.3	8.8	6.8	6.9	0.4	8.0	6.1									34	3	31	260	24	3	19	350					-5.1	0.1	-4.9	-5.6								
03/05/2008 00:20:00	8.7	0.6	10.7	7.2	8.8	0.6	10.2	7.3	8.3	0.6	9.9	6.8	7.7	0.6	9.1	6.1									27	3	27	260	17	3	15	350					-5.5	0.0	-5.1	-5.6								
03/05/2008 00:30:00	10.3	0.7	12.2	8.4	10.0	0.7	11.6	8.2	9.7	0.7	11.5	7.6	8.5	0.7	10.3	6.8									23	4	22	260	14	4	8	350					-5.0	0.0	-4.7	-5.4								
03/05/2008 00:40:00	11.3	0.4	12.2	9.5	10.4	0.4	11.6	9.0	10.2	0.4	11.5	8.8	8.8	0.5	10.3	7.2									24	3	28	260	13	2	6	350					-5.4	0.2	-4.9	-5.8								
03/05/2008 00:50:00	10.7	0.4	11.5	9.5	10.2	0.4	11.0	9.0	9.9	0.5	11.1	8.8	8.4	0.4	9.1	7.2									25	2	24	260	16	2	13	350					-6.0	0.0	-5.8	-6.2								
03/05/2008 01:00:00	10.7	0.6	12.6	9.1	10.1	0.5	11.9	8.7	9.8	0.6	11.5	8.4	8.5	0.6	10.7	6.8									20	3	21	260	11	3	11	350					-6.2	0.0	-6.0	-6.4								
03/05/2008 01:10:00	11.6	0.5	13.0	9.9	10.6	0.5	12.4	9.0	10.4	0.6	12.2	8.4	9.0	0.6	11.1	7.2									18	3	18	260	10	3	5	350					-6.5	0.0	-6.2	-6.7								
03/05/2008 01:20:00	11.7	0.4	12.6	10.7	11.2	0.4	12.2	9.9	11.0	0.4	12.2	9.9	9.8	0.5	11.1	8.4									19	1	19	260	11	2	9	350					-6.6	0.0	-6.4	-6.7								
03/05/2008 01:30:00	12.3	0.3	13.0	11.5	11.8	0.3	12.4	11.0	11.6	0.4	12.6	10.3	10.3	0.5	11.1	8.8									20	2	18	260	12	2	8	350					-6.7	0.0	-6.7	-6.7								
03/05/2008 01:40:00	12.3	0.4	13.0	10.3	11.7	0.4	12.4	10.4	11.6	0.4	12.6	10.3	10.1	0.4	11.5	9.1									19	1	17	260	11	1	7	350					-6.9	0.1	-6.7	-7.1								
03/05/2008 01:50:00	12.7	0.4	13.7	11.5	12.0	0.4	13.3	11.0	11.8	0.4	13.0	10.7	10.5	0.5	11.8	8.8									21	2	22	260	13	2	9	350					-6.7	0.0	-6.7	-6.9								
03/05/2008 02:00:00	13.0	0.4	14.1	11.8	12.3	0.5	13.6	10.4	12.1	0.5	13.0	10.3	10.7	0.5	11.8	8.8									24	3	25	260	15	3	16	350					-6.4	0.1	-6.0	-6.9								
03/05/2008 02:10:00	12.5	0.6	14.1	11.1	11.5	0.5	13.3	10.4	11.4	0.5	13.0	9.9	9.8	0.5	11.1	8.4									20	3	24	260	12	3	10	350					-5.7	0.2	-5.6	-6.2								
