SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/01/2008 00:00:00	16.4	1.2	19.9	13.3	17.1	1.2	20.2	12.4	16.3	1.2	19.1	11.8	15.9	1.2	18.7	11.8									149	0	149	260	151	6	152	350					0.2	0.0	0.3	0.1								
04/01/2008 00:10:00	16.9	1.3	20.2	13.0	17.3	1.2	21.0	14.4	16.6	1.2	20.6	13.7	16.0	1.3	19.1	11.8									149	0	149	260	151	7	137	350					0.2	0.0	0.3	0.1								
04/01/2008 00:20:00	16.8	1.2	19.9	13.7	17.1	1.1	19.6	14.4	16.4	1.1	19.5	13.7	15.8	1.2	19.1	12.6									149	0	149	260	152	7	149	350					0.2	0.0	0.3	0.1								
04/01/2008 00:30:00	16.8	1.5	20.6	13.0	16.9	1.5	20.4	13.0	16.4	1.5	19.9	12.6	15.9	1.6	19.5	11.5									149	0	150	260	150	6	151	350					0.3	0.0	0.3	0.3								
04/01/2008 00:40:00	16.1	1.7	20.2	11.8	16.2	1.5	20.4	12.4	15.6	1.6	19.9	11.8	15.1	1.6	19.5	10.3									149	0	151	260	150	7	146	350					0.3	0.0	0.3	0.3								
04/01/2008 00:50:00	16.4	1.4	20.6	13.0	16.8	1.4	20.4	13.0	16.0	1.4	20.2	11.8	15.6	1.4	19.5	11.8									150	0	150	260	150	7	138	350					0.3	0.0	0.3	0.3								
04/01/2008 01:00:00	15.8	1.3	20.2	11.5	16.1	1.2	20.4	12.2	15.3	1.3	19.5	10.3	15.0	1.5	19.5	10.7									150	0	151	260	149	8	146	350					0.3	0.0	0.3	0.3								
04/01/2008 01:10:00	15.3	1.2	18.3	11.8	15.6	1.2	18.4	12.2	14.8	1.2	17.9	11.1	14.5	1.4	17.2	9.5									150	0	151	260	151	7	140	350					0.3	0.0	0.3	0.3								
04/01/2008 01:20:00	14.8	1.2	18.3	11.8	15.1	1.3	19.0	11.0	14.3	1.3	17.6	9.5	14.1	1.3	18.3	9.5									150	0	151	260	153	7	153	350					0.3	0.0	0.3	0.3								
04/01/2008 01:30:00	14.3	1.3	17.6	11.5	14.7	1.3	17.6	11.9	13.8	1.3	16.8	11.1	13.7	1.5	17.6	10.3									150	0	151	260	151	7	145	350					0.3	0.0	0.3	0.3								
04/01/2008 01:40:00	13.7	1.3	16.8	10.7	14.2	1.2	17.3	11.6	13.3	1.3	16.4	10.3	13.3	1.3	16.1	9.5									150	0	151	260	153	7	172	350					0.2	0.0	0.3	0.3								
04/01/2008 01:50:00	13.8	1.3	17.6	11.1	14.1	1.4	17.9	11.3	13.3	1.4	17.2	9.9	13.0	1.5	16.8	9.5									150	0	151	260	152	7	145	350					0.2	0.0	0.3	0.1								
04/01/2008 02:00:00	14.2	1.2	17.2	11.1	14.4	1.0	17.0	11.6	13.7	1.1	16.4	10.3	13.6	1.1	16.4	9.5									150	0	151	260	154	6	146	350					0.2	0.0	0.3	0.1								
04/01/2008 02:10:00	13.0	1.2	16.4	9.9	13.2	1.1	17.0	10.7	12.6	1.2	16.4	9.9	12.6	1.2	17.6	9.1									150	0	151	260	156	7	151	350					0.1	0.0	0.3	0.1								
04/01/2008 02:20:00	13.6	1.1	17.2	11.1	13.8	1.2	17.0	10.7	13.2	1.2	16.8	9.9	13.1	1.4	16.4	9.9									150	0	151	260	160	6	163	350					0.0	0.0	0.1	0.1								
