SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
10/14/2008 00:00:00	10.4	0.8	12.6	7.6	10.4	0.8	12.4	8.2	9.4	0.8	11.8	7.2	9.0	0.9	11.5	6.5									51	5	60	260	44	5	49	350					-9.0	0.0	-8.8	-9.2								
10/14/2008 00:10:00	9.9	1.0	12.2	7.6	9.9	0.8	11.9	8.2	8.9	0.9	11.5	6.8	8.7	0.8	11.1	6.5									52	5	57	260	46	6	48	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 00:20:00	10.1	0.9	12.2	8.0	10.1	0.8	12.4	7.9	9.2	0.9	11.8	6.8	8.9	0.9	11.5	6.8									54	6	56	260	46	6	43	350					-9.2	0.1	-9.0	-9.2								
10/14/2008 00:30:00	10.6	0.8	13.0	8.4	10.4	0.8	12.7	8.4	9.5	0.8	12.2	7.2	9.1	0.8	11.1	6.8									58	5	56	260	51	5	56	350					-9.1	0.0	-9.0	-9.2								
10/14/2008 00:40:00	10.7	1.0	13.3	7.6	10.7	1.0	13.0	7.9	9.8	1.0	12.6	6.5	9.2	1.0	11.5	6.1									59	5	60	260	52	5	44	350					-9.0	0.0	-8.8	-9.2								
10/14/2008 00:50:00	10.4	0.9	13.0	8.0	10.5	0.9	12.4	8.2	9.6	1.0	11.8	7.2	9.3	0.9	11.5	6.8									57	5	62	260	50	5	41	350					-9.0	0.0	-8.8	-9.2								
10/14/2008 01:00:00	10.9	1.0	13.3	8.8	11.0	0.9	13.0	8.7	10.0	1.0	12.6	7.6	9.8	1.1	12.6	7.2									59	5	57	260	52	5	50	350					-9.0	0.0	-8.8	-9.2								
10/14/2008 01:10:00	11.0	1.0	13.3	8.4	10.9	1.0	13.0	8.2	10.0	1.1	12.6	7.6	9.6	1.1	12.2	6.5									59	5	65	260	51	5	49	350					-9.1	0.0	-8.8	-9.2								
10/14/2008 01:20:00	11.0	1.0	13.3	8.0	10.9	1.0	13.9	8.4	10.0	1.0	13.0	7.6	9.6	1.0	12.2	7.2									58	5	56	260	51	5	52	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 01:30:00	10.7	1.0	13.3	8.0	10.6	0.9	12.7	8.2	9.7	1.0	12.2	7.2	9.3	1.1	12.2	6.5									56	5	58	260	49	5	48	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 01:40:00	11.6	0.9	13.3	8.8	11.4	0.9	13.6	8.4	10.6	1.0	13.0	7.2	10.1	1.1	12.6	7.2									55	5	52	260	48	5	42	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 01:50:00	11.8	0.9	13.3	9.1	11.6	0.9	13.6	8.7	10.8	1.0	13.0	8.0	10.3	1.1	13.0	7.2									52	5	51	260	45	5	42	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 02:00:00	11.3	1.0	13.3	9.1	11.1	1.0	13.9	8.4	10.3	1.1	13.3	7.6	9.8	1.2	13.3	6.8									54	5	57	260	47	6	43	350					-9.2	0.0	-9.0	-9.2								
10/14/2008 02:10:00	11.4	1.0	13.7	8.4	11.3	1.0	13.6	7.9	10.4	1.0	13.0	7.2	10.0	1.2	13.0	6.5									56	5	58	260	49	5	50	350					-9.2	0.0	-9.0	-9.2								
