SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/30/2008 00:00:00	8.4	0.4	9.1	7.2	6.6	0.4	8.2	5.3	7.7	0.5	9.1	6.1	7.6	0.6	9.1	5.7									118	4	117	260	109	3	107	350					7.2	0.0	7.7	7.2								
08/30/2008 00:10:00	8.1	0.5	9.1	6.5	6.4	0.4	7.6	5.6	7.5	0.5	8.8	6.1	7.5	0.5	8.8	5.7									120	4	120	260	111	3	110	350					7.0	0.0	7.4	7.2								
08/30/2008 00:20:00	8.3	0.4	9.5	7.2	6.5	0.4	7.6	5.6	7.6	0.6	9.1	5.7	7.5	0.6	9.1	5.3									120	4	121	260	112	4	119	350					7.0	0.0	7.2	6.9								
08/30/2008 00:30:00	8.2	0.6	9.9	6.5	6.4	0.5	7.9	5.3	7.5	0.6	9.1	6.1	7.3	0.8	9.1	5.3									120	4	127	260	112	3	113	350					6.7	0.0	6.9	6.6								
08/30/2008 00:40:00	7.7	0.5	9.5	5.3	6.5	0.7	8.4	4.7	7.0	0.5	8.4	4.6	7.0	0.6	8.4	4.6									115	4	121	260	107	4	97	350					6.6	0.0	6.9	6.4								
08/30/2008 00:50:00	8.1	0.6	10.3	6.5	7.6	0.5	9.3	5.9	7.4	0.6	9.5	6.1	7.2	0.8	9.5	4.6									111	3	107	260	103	4	104	350					6.7	0.0	6.9	6.6								
08/30/2008 01:00:00	8.4	0.7	10.3	6.1	7.9	0.7	9.6	6.4	7.6	0.7	9.5	5.7	7.3	1.0	9.1	4.2									107	4	115	260	101	4	103	350					6.8	0.0	6.9	6.9								
08/30/2008 01:10:00	8.4	0.8	10.7	6.5	8.0	0.8	9.9	6.4	7.8	0.8	9.9	6.1	7.3	1.0	9.9	4.6									108	5	102	260	101	5	99	350					6.8	0.0	6.9	6.6								
08/30/2008 01:20:00	8.2	0.9	10.3	6.1	7.7	0.9	9.9	5.6	7.6	1.0	9.9	5.3	7.1	1.0	9.9	4.6									109	6	111	260	102	5	90	350					6.7	0.0	6.9	6.6								
08/30/2008 01:30:00	8.1	0.9	10.3	5.7	7.6	0.9	9.9	5.3	7.5	1.0	9.5	4.9	7.1	1.2	9.5	3.8									109	6	123	260	102	5	102	350					6.8	0.0	6.9	6.6								
08/30/2008 01:40:00	8.0	0.8	9.9	6.1	7.6	0.9	9.9	5.6	7.5	0.9	9.9	5.3	6.9	1.1	9.9	4.2									109	6	104	260	102	6	104	350					6.8	0.0	6.9	6.9								
08/30/2008 01:50:00	7.1	0.8	8.8	4.9	6.6	0.7	8.2	4.7	6.4	0.8	8.4	4.2	6.4	1.0	8.8	2.6									109	7	102	260	103	7	106	350					6.8	0.0	6.9	6.9								
08/30/2008 02:00:00	7.3	0.7	8.8	4.9	6.6	0.7	8.2	4.4	6.3	0.7	7.6	4.6	6.2	0.9	8.4	3.8									107	6	116	260	101	6	100	350					6.8	0.0	7.2	6.9								
08/30/2008 02:10:00	7.7	0.8	9.5	5.7	7.2	0.8	8.7	5.0	6.8	0.8	8.4	4.6	6.5	1.0	8.8	3.4									106	5	104	260	99	6	98	350					6.8	0.0	7.2	6.9								
08/30/2008 02:20:00	7.3	0.8	9.1	4.9	6.6	0.8	8.4	4.7	6.4	0.8	8.0	4.2	6.3	0.9	8.4	3.4									109	5	100	260	102	5	92	350					6.9	0.0	7.2	6.9								
