SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/03/2009 00:00:00	2.9	0.3	3.4	1.9	1.0	0.0	1.0	1.0	2.7	0.3	3.4	1.9	1.9	0.4	2.6	0.7									97	3	100	260	62	4	350	350	13.2	0.0	13.3	13.2	-26.7	0.0	-26.4	-26.9					71.8	0.0	72.1	71.7
02/03/2009 00:10:00	3.5	0.2	3.8	2.6	1.0	0.0	1.0	1.0	3.1	0.4	3.8	2.3	2.1	0.4	3.0	1.1									100	1	98	260	65	2	350	350	13.2	0.0	13.3	13.2	-26.7	0.0	-26.5	-26.9					71.7	0.0	71.9	71.5
02/03/2009 00:20:00	3.4	0.2	3.8	2.6	1.0	0.0	1.0	1.0	3.0	0.3	3.8	1.9	2.1	0.4	3.0	1.1									99	1	102	260	65	3	350	350	13.2	0.0	13.3	13.2	-26.7	0.0	-26.5	-26.9					71.6	0.0	71.9	71.5
02/03/2009 00:30:00	3.3	0.2	3.8	2.6	1.0	0.0	1.0	1.0	3.0	0.4	3.8	1.9	2.1	0.3	3.0	1.1									97	2	99	260	62	4	350	350	13.2	0.0	13.2	13.2	-26.6	0.1	-26.4	-26.7					71.8	0.0	72.1	71.7
02/03/2009 00:40:00	3.0	0.3	3.4	2.3	1.0	0.0	1.0	1.0	3.0	0.3	3.4	2.3	2.2	0.4	3.0	1.1									94	3	94	260	58	3	350	350	13.2	0.0	13.2	13.2	-26.4	0.1	-26.1	-26.5					71.9	0.0	72.1	71.7
02/03/2009 00:50:00	3.1	0.3	3.8	1.9	1.0	0.0	1.0	1.0	2.8	0.4	3.4	1.5	2.1	0.3	3.0	1.1									97	4	100	260	62	4	350	350	13.2	0.0	13.2	13.2	-26.2	0.0	-26.1	-26.4					72.2	0.0	72.5	71.9
02/03/2009 01:00:00	3.1	0.3	3.8	2.3	1.0	0.0	1.0	1.0	2.8	0.4	3.8	1.5	2.0	0.3	3.0	1.1									98	4	100	260	60	4	350	350	13.2	0.0	13.2	13.2	-26.3	0.1	-26.1	-26.5					72.1	0.1	72.3	71.9
02/03/2009 01:10:00	3.4	0.3	3.8	2.3	1.0	0.0	1.0	1.0	2.9	0.3	3.8	1.9	2.1	0.4	3.4	1.1									101	3	106	260	62	4	350	350	13.2	0.0	13.2	13.2	-26.5	0.0	-26.4	-26.7					71.9	0.0	72.1	71.7
02/03/2009 01:20:00	3.2	0.3	3.8	1.9	1.0	0.0	1.0	1.0	2.8	0.4	3.4	1.5	2.1	0.4	3.0	1.1									99	4	101	260	59	4	350	350	13.2	0.0	13.2	13.2	-26.5	0.0	-26.2	-26.5					71.9	0.0	72.1	71.7
02/03/2009 01:30:00	2.9	0.4	3.8	2.3	1.0	0.0	1.0	1.0	2.6	0.4	3.4	1.9	2.0	0.4	3.0	0.7									100	6	105	260	57	3	350	350	13.2	0.0	13.2	13.2	-26.7	0.1	-26.4	-26.9					71.7	0.0	72.1	71.5
02/03/2009 01:40:00	2.7	0.3	3.4	1.9	1.0	0.0	1.0	1.0	2.3	0.2	3.0	1.9	2.0	0.3	2.6	1.1									103	5	107	260	58	3	350	350	13.2	0.0	13.2	13.2	-26.9	0.0	-26.7	-27.0					71.5	0.0	71.7	71.3
