SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/24/2008 00:00:00	7.6	0.3	8.4	6.5	1.1	0.2	1.9	1.0	7.3	0.5	8.8	5.7	5.5	0.4	6.8	4.6									17	2	15	260	13	4	7	350					-24.3	0.0	-24.1	-24.4								
11/24/2008 00:10:00	7.5	0.3	8.0	6.5	1.0	0.0	1.6	1.0	7.5	0.4	8.4	6.1	5.8	0.4	6.5	4.6									19	2	17	260	15	3	10	350					-24.4	0.0	-24.2	-24.6								
11/24/2008 00:20:00	7.3	0.3	8.0	6.5	1.0	0.1	1.6	1.0	7.3	0.3	8.0	6.5	5.5	0.3	6.5	4.6									20	1	18	260	16	3	12	350					-24.5	0.0	-24.4	-24.6								
11/24/2008 00:30:00	7.9	0.2	8.4	6.5	1.0	0.1	1.9	1.0	7.8	0.3	8.4	6.8	5.9	0.3	6.5	4.9									17	2	15	260	14	3	6	350					-24.5	0.0	-24.2	-24.6								
11/24/2008 00:40:00	7.8	0.4	8.4	6.5	1.0	0.1	1.6	1.0	7.5	0.4	8.8	6.5	5.7	0.4	6.5	4.6									16	3	16	260	13	5	6	350					-24.2	0.0	-24.1	-24.4								
11/24/2008 00:50:00	7.8	0.4	8.8	6.8	1.4	0.7	3.0	1.0	7.4	0.6	8.8	6.1	5.6	0.4	6.8	4.6									17	3	12	260	14	6	16	350					-24.2	0.0	-24.1	-24.2								
11/24/2008 01:00:00	8.2	0.4	9.1	7.2	2.7	0.2	3.3	2.1	7.6	0.4	8.4	6.5	5.9	0.4	6.8	4.9									16	3	13	260	12	5	11	350					-24.2	0.1	-23.9	-24.2								
11/24/2008 01:10:00	7.7	0.4	8.8	6.5	2.9	0.2	3.9	2.4	7.7	0.4	9.1	6.5	6.1	0.4	7.2	4.9									13	3	5	260	9	5	12	350					-24.2	0.0	-23.9	-24.2								
11/24/2008 01:20:00	7.9	0.5	9.5	6.5	3.1	0.2	3.6	2.4	7.7	0.5	8.8	6.1	6.2	0.5	7.6	4.9									11	4	8	260	7	5	4	350					-24.2	0.0	-23.9	-24.2								
11/24/2008 01:30:00	7.9	0.4	9.5	6.8	3.1	0.2	3.6	2.7	7.7	0.5	9.1	6.5	6.1	0.3	6.8	4.9									12	3	10	260	7	5	359	350					-24.3	0.1	-23.9	-24.6								
11/24/2008 01:40:00	8.0	0.2	8.4	7.2	3.3	0.2	3.9	2.7	8.2	0.4	8.8	7.2	6.7	0.4	7.6	5.7									11	1	10	260	7	3	4	350					-24.6	0.0	-24.4	-24.7								
11/24/2008 01:50:00	8.7	0.6	10.3	7.6	3.6	0.2	4.1	3.0	8.7	0.4	9.9	7.6	7.0	0.3	8.0	6.1									11	2	11	260	6	3	2	350					-24.7	0.0	-24.6	-24.7								
11/24/2008 02:00:00	9.4	0.7	11.1	7.6	3.2	0.2	3.9	2.7	9.2	0.7	11.1	7.6	7.5	0.5	8.8	6.5									13	3	8	260	9	5	5	350					-24.2	0.2	-23.9	-24.6								
11/24/2008 02:10:00	8.4	0.5	9.5	7.2	3.0	0.2	3.6	2.4	8.5	0.5	9.5	7.2	7.1	0.4	8.0	6.1									11	4	8	260	9	6	3	350					-24.0	0.1	-23.9	-24.2								
