SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/17/2007 00:00:00	4.0	0.5	5.3	2.3	5.6	0.7	7.0	3.6	4.4	0.6	5.7	2.6	3.8	0.6	4.9	2.3									322	6	317	260	324	5	328	350					-7.8	0.0	-7.7	-7.9								
11/17/2007 00:10:00	4.2	0.5	5.3	3.4	5.9	0.6	7.9	4.7	4.6	0.5	6.5	3.4	4.0	0.5	6.1	2.6									323	7	327	260	323	7	343	350					-7.8	0.0	-7.7	-7.9								
11/17/2007 00:20:00	4.4	0.5	5.7	3.0	6.2	0.7	8.4	4.7	4.9	0.6	6.5	3.0	4.3	0.6	6.1	3.0									321	6	314	260	322	6	330	350					-7.7	0.0	-7.7	-7.9								
11/17/2007 00:30:00	4.5	0.6	5.7	2.6	6.4	0.8	8.2	4.4	5.0	0.7	6.5	3.4	4.5	0.6	6.1	3.0									328	6	324	260	330	6	328	350					-7.6	0.0	-7.3	-7.7								
11/17/2007 00:40:00	3.0	0.5	4.6	1.9	4.5	0.7	6.4	3.3	3.3	0.6	4.9	2.3	2.8	0.5	4.6	1.9									341	8	339	260	342	5	345	350					-7.6	0.0	-7.3	-7.7								
11/17/2007 00:50:00	3.9	0.5	5.3	2.6	5.4	0.6	6.7	4.1	4.1	0.5	5.7	3.0	3.6	0.5	4.6	2.6									335	6	331	260	337	5	342	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 01:00:00	3.7	0.5	4.9	2.6	5.1	0.5	6.4	4.1	3.9	0.5	5.3	2.6	3.3	0.4	4.9	2.3									339	6	332	260	340	5	341	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 01:10:00	3.9	0.5	5.3	2.6	5.4	0.5	6.7	4.1	4.2	0.5	5.3	3.0	3.6	0.4	4.6	2.6									337	6	331	260	338	5	345	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 01:20:00	5.0	0.3	5.7	4.2	7.0	0.5	8.2	5.6	5.6	0.5	6.8	4.2	4.9	0.5	6.1	3.8									329	5	323	260	330	5	332	350					-7.6	0.0	-7.5	-7.7								
11/17/2007 01:30:00	5.0	0.3	5.7	4.2	7.0	0.4	7.9	6.2	5.5	0.6	6.8	4.2	4.9	0.4	6.1	3.8									334	4	327	260	335	4	333	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 01:40:00	5.5	0.4	7.2	4.9	8.1	0.5	9.3	7.0	6.5	0.5	8.0	4.9	5.8	0.5	7.2	4.6									328	4	318	260	330	4	330	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 01:50:00	5.6	0.4	7.2	5.3	8.7	0.4	9.6	7.6	7.2	0.4	8.4	6.1	6.3	0.4	7.2	5.3									329	4	324	260	329	4	327	350					-7.7	0.0	-7.5	-7.7								
11/17/2007 02:00:00	6.3	0.8	7.6	5.3	8.9	0.4	9.9	7.9	7.5	0.4	8.4	6.1	6.4	0.4	7.6	5.7									327	3	321	260	329	3	328	350					-7.8	0.0	-7.5	-7.9								
11/17/2007 02:10:00	5.6	0.5	7.2	5.3	8.3	0.5	9.6	7.3	6.9	0.4	8.0	5.7	5.9	0.5	7.2	4.9									330	3	324	260	331	3	330	350					-7.9	0.0	-7.7	-8.2								
