SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
04/08/2008 00:00:00	0.4	0.0	0.4	0.4	5.0	0.4	5.9	3.3	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									342	3	260	260	300	0	302	350					-12.6	0.0	-12.5	-12.7								
04/08/2008 00:10:00	0.4	0.0	0.4	0.4	5.2	0.4	5.9	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									341	3	260	260	300	0	302	350					-12.7	0.0	-12.5	-12.9								
04/08/2008 00:20:00	0.4	0.0	0.4	0.4	5.1	0.3	5.6	4.1	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									345	2	260	260	300	0	302	350					-12.7	0.0	-12.5	-12.9								
04/08/2008 00:30:00	0.4	0.0	0.4	0.4	5.1	0.3	5.6	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									346	2	260	260	300	0	302	350					-12.6	0.0	-12.5	-12.9								
04/08/2008 00:40:00	0.4	0.0	0.4	0.4	4.8	0.3	5.6	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									348	1	260	260	300	0	302	350					-12.6	0.0	-12.5	-12.7								
04/08/2008 00:50:00	0.4	0.0	0.4	0.4	4.7	0.2	5.3	4.4	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									344	1	260	260	300	0	302	350					-12.6	0.0	-12.5	-12.7								
04/08/2008 01:00:00	0.4	0.0	0.4	0.4	4.8	0.3	5.3	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									340	4	260	260	300	0	302	350					-12.4	0.1	-12.1	-12.5								
04/08/2008 01:10:00	0.4	0.0	0.4	0.4	4.7	0.3	5.3	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									336	3	260	260	300	0	302	350					-12.4	0.1	-12.1	-12.5								
04/08/2008 01:20:00	0.4	0.0	0.4	0.4	4.4	0.2	5.0	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									331	1	260	260	300	0	302	350					-13.1	0.2	-12.5	-13.5								
04/08/2008 01:30:00	0.4	0.0	0.4	0.4	4.6	0.2	5.3	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									334	2	260	260	300	0	302	350					-13.6	0.0	-13.3	-13.9								
04/08/2008 01:40:00	0.4	0.0	0.4	0.4	5.3	0.2	5.9	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									338	2	260	260	300	0	302	350					-13.9	0.0	-13.7	-14.1								
04/08/2008 01:50:00	0.4	0.0	0.4	0.4	5.5	0.2	6.2	4.7	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									337	1	260	260	300	0	302	350					-13.5	0.1	-13.3	-13.9								
04/08/2008 02:00:00	0.4	0.0	0.4	0.4	5.3	0.5	6.2	3.9	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									335	4	260	260	300	0	302	350					-13.3	0.0	-13.1	-13.3								
04/08/2008 02:10:00	0.4	0.0	0.4	0.4	4.5	0.5	5.9	3.3	0.4	0.0	0.4	0.4	0.4	0.0	0.4	0.4									339	4	260	260	300	0	302	350					-13.4	0.0	-13.3	-13.5								
