SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-023

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	4
Description	Custom
Details	
Serial Number	SN:
Height	m
Scale Factor	0.021
Offset	0
Units	volts

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	4
Description	RH-5 Humidity %RH
Details	
Serial Number	.adg
Height	1    m
Scale Factor	0.098
Offset	0
Units	%RH

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
02/12/2009 00:00:00	7.2	0.3	7.6	6.5	5.4	0.3	6.7	4.4	6.6	0.5	7.6	4.9	5.6	0.6	6.8	3.4									121	4	113	260	106	6	95	350	13.4	0.0	13.4	13.4	-12.6	0.0	-12.3	-12.7					87.6	0.0	88.1	87.4
02/12/2009 00:10:00	7.2	0.3	8.0	6.1	5.6	0.4	6.4	4.4	6.7	0.4	7.6	5.7	5.9	0.6	7.2	3.8									121	4	134	260	105	6	105	350	13.4	0.0	13.4	13.4	-12.2	0.1	-12.1	-12.5					88.0	0.0	88.4	87.6
02/12/2009 00:20:00	7.4	0.4	8.4	6.5	6.0	0.5	7.6	4.7	7.1	0.5	8.4	5.7	6.3	0.6	8.0	4.6									120	5	127	260	106	6	96	350	13.4	0.0	13.4	13.4	-12.4	0.0	-12.1	-12.5					87.9	0.0	88.1	87.6
02/12/2009 00:30:00	7.8	0.4	8.8	6.5	6.0	0.4	7.3	5.0	7.4	0.4	8.4	6.1	6.8	0.5	8.0	5.3									121	4	129	260	107	6	102	350	13.4	0.0	13.4	13.4	-12.2	0.0	-12.1	-12.3					88.1	0.0	88.4	87.6
02/12/2009 00:40:00	7.5	0.4	8.4	6.1	6.3	0.4	7.3	5.3	7.0	0.4	8.0	6.1	6.2	0.5	7.6	4.9									117	5	121	260	101	6	101	350	13.4	0.0	13.4	13.4	-12.3	0.0	-12.1	-12.5					88.0	0.0	88.1	87.6
02/12/2009 00:50:00	7.4	0.4	8.4	6.5	6.2	0.4	7.0	4.4	7.0	0.5	8.4	3.8	6.1	0.6	7.6	3.4									118	5	123	260	102	6	104	350	13.4	0.0	13.4	13.4	-12.2	0.0	-12.1	-12.5					88.0	0.0	88.1	87.6
02/12/2009 01:00:00	7.2	0.4	8.0	6.1	6.2	0.4	7.3	5.0	6.8	0.4	8.0	4.9	5.8	0.7	7.2	2.6									116	5	117	260	99	6	89	350	13.4	0.0	13.4	13.4	-12.0	0.0	-12.1	-12.1					88.2	0.0	88.4	87.9
02/12/2009 01:10:00	7.0	0.3	7.6	5.7	6.2	0.4	7.0	5.0	6.7	0.4	7.6	4.9	5.9	0.7	7.6	3.4									114	5	116	260	96	8	101	350	13.4	0.0	13.4	13.4	-12.0	0.0	-11.7	-12.1					88.4	0.0	88.6	88.1
02/12/2009 01:20:00	6.9	0.2	7.6	6.5	6.1	0.3	7.0	5.0	6.8	0.3	7.6	5.7	6.1	0.5	7.2	3.8									115	4	110	260	99	6	93	350	13.4	0.0	13.4	13.4	-11.8	0.0	-11.7	-11.9					88.5	0.0	88.8	88.1
02/12/2009 01:30:00	6.7	0.3	7.2	6.1	6.1	0.3	6.7	5.3	6.7	0.4	7.6	5.7	6.1	0.5	7.2	4.2									113	5	118	260	98	5	96	350	13.4	0.0	13.4	13.4	-11.6	0.0	-11.5	-11.7					88.7	0.0	88.8	88.6
02/12/2009 01:40:00	6.5	0.3	7.2	5.7	5.7	0.3	6.4	5.0	6.4	0.4	7.2	4.9	5.8	0.5	7.2	4.2									108	0	108	260	99	6	89	350	13.4	0.0	13.4	13.4	-11.4	0.1	-11.3	-11.7					89.0	0.0	89.3	88.6
