SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
12/03/2007 00:00:00	17.6	1.7	22.9	12.2	17.0	1.8	21.6	12.7	16.9	1.8	21.4	12.2	16.0	1.7	19.9	11.1									56	6	57	260	51	7	36	350					-5.5	0.0	-5.1	-5.6								
12/03/2007 00:10:00	16.1	2.0	21.4	10.7	15.5	1.9	21.3	9.9	15.4	2.0	21.4	9.5	14.5	1.8	19.5	9.1									54	8	59	260	49	8	55	350					-5.8	0.1	-5.6	-6.0								
12/03/2007 00:20:00	18.8	1.8	23.7	14.1	18.0	1.8	23.6	13.9	17.9	2.0	23.3	13.0	17.0	2.0	22.6	13.0									59	6	61	260	54	8	48	350					-6.0	0.0	-5.8	-6.0								
12/03/2007 00:30:00	16.3	1.7	20.6	10.7	15.7	1.8	20.4	11.6	15.6	1.8	19.9	11.1	14.9	1.7	19.9	10.7									61	5	54	260	55	7	54	350					-6.3	0.2	-6.0	-6.7								
12/03/2007 00:40:00	16.5	2.4	22.1	11.5	16.1	2.4	21.9	11.6	15.9	2.4	21.8	11.1	15.0	2.3	21.0	10.7									47	8	37	260	41	8	32	350					-6.7	0.1	-6.4	-6.9								
12/03/2007 00:50:00	16.9	2.0	22.1	11.1	16.5	2.1	21.9	11.3	16.4	2.2	21.8	10.7	15.6	2.2	21.8	10.3									47	7	47	260	42	8	35	350					-6.7	0.0	-6.4	-6.9								
12/03/2007 01:00:00	14.9	1.4	18.7	10.3	14.4	1.5	18.7	10.2	14.2	1.5	18.7	9.5	13.5	1.5	18.3	9.1									47	8	46	260	41	8	40	350					-7.1	0.0	-6.7	-7.3								
12/03/2007 01:10:00	13.1	1.2	16.4	9.5	13.0	1.1	16.7	10.7	12.8	1.2	16.4	10.3	12.0	1.3	16.4	8.4									35	5	45	260	29	7	25	350					-7.6	0.1	-7.1	-7.7								
12/03/2007 01:20:00	14.0	1.5	17.9	9.9	13.7	1.5	17.0	10.2	13.5	1.5	16.8	9.5	12.7	1.5	15.6	9.1									36	6	42	260	30	7	35	350					-7.6	0.0	-7.5	-7.7								
12/03/2007 01:30:00	13.4	1.1	16.4	9.9	13.1	1.2	16.4	10.4	12.9	1.2	16.1	9.9	12.1	1.2	16.1	8.8									37	4	41	260	31	5	32	350					-7.9	0.0	-7.7	-8.2								
12/03/2007 01:40:00	12.0	1.0	14.9	9.5	11.7	1.0	14.4	9.3	11.5	1.0	14.1	8.8	10.8	1.0	14.1	8.0									46	5	37	260	40	6	29	350					-7.9	0.0	-7.7	-8.2								
12/03/2007 01:50:00	11.8	1.0	14.1	9.1	11.5	0.9	14.2	9.3	11.3	1.0	13.7	8.8	10.7	1.0	13.3	8.8									50	5	49	260	45	5	45	350					-8.2	0.0	-7.7	-8.4								
12/03/2007 02:00:00	13.1	1.4	17.6	10.7	12.9	1.4	17.3	10.7	12.6	1.4	17.2	10.3	12.1	1.3	16.1	9.1									46	5	47	260	40	5	36	350					-8.3	0.0	-8.2	-8.4								
12/03/2007 02:10:00	15.4	1.5	19.9	11.8	15.2	1.5	20.7	11.0	15.0	1.5	20.6	11.5	14.2	1.5	18.3	9.5									44	5	32	260	39	5	38	350					-8.2	0.0	-7.9	-8.2								
