SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
05/30/2008 00:00:00	9.9	0.4	11.1	8.4	9.9	0.4	11.0	8.7	9.1	0.5	10.3	7.6	8.3	0.5	9.5	6.5									22	3	21	260	15	3	12	350					1.3	0.1	1.5	1.0								
05/30/2008 00:10:00	9.6	0.4	10.7	8.8	9.7	0.4	11.0	8.7	8.9	0.5	10.3	7.6	8.1	0.5	9.5	6.8									22	3	25	260	14	2	10	350					1.0	0.0	1.3	1.0								
05/30/2008 00:20:00	9.4	0.4	10.3	8.4	9.8	0.4	10.7	7.9	8.9	0.4	9.9	6.8	8.3	0.5	9.5	6.5									25	3	22	260	15	2	12	350					0.8	0.0	1.0	0.6								
05/30/2008 00:30:00	8.9	0.3	10.3	8.0	9.3	0.4	10.2	8.4	8.3	0.4	9.5	7.2	8.1	0.4	8.8	6.8									27	3	33	260	15	2	10	350					0.6	0.0	0.8	0.3								
05/30/2008 00:40:00	8.8	0.4	10.3	8.0	8.8	0.4	10.2	7.9	7.8	0.4	9.1	6.8	7.2	0.3	8.0	6.5									30	2	35	260	19	2	20	350					0.3	0.1	0.6	0.1								
05/30/2008 00:50:00	9.0	0.5	10.3	7.6	8.9	0.3	10.2	8.2	7.9	0.4	9.5	6.8	7.0	0.3	8.0	6.1									33	3	33	260	23	3	21	350					0.0	0.0	0.1	0.1								
05/30/2008 01:00:00	9.1	0.4	9.9	8.0	8.9	0.3	9.9	7.9	7.9	0.4	8.8	6.8	6.8	0.3	7.6	6.1									33	3	30	260	22	3	19	350					-0.1	0.0	0.1	-0.1								
05/30/2008 01:10:00	9.1	0.5	10.3	7.6	8.8	0.3	9.6	7.6	7.8	0.4	8.8	6.5	6.7	0.4	7.6	5.7									34	3	37	260	23	2	19	350					-0.3	0.0	0.1	-0.4								
05/30/2008 01:20:00	9.3	0.5	10.7	8.0	8.9	0.4	10.2	8.2	8.0	0.4	9.1	7.2	6.7	0.3	7.6	6.1									36	3	39	260	25	3	30	350					-0.5	0.0	-0.4	-0.6								
05/30/2008 01:30:00	9.1	0.4	10.3	8.0	8.8	0.3	9.6	8.2	7.9	0.4	8.8	7.2	6.7	0.3	7.6	6.1									38	3	42	260	28	2	27	350					-0.7	0.0	-0.4	-0.8								
05/30/2008 01:40:00	9.6	0.5	11.1	8.4	9.4	0.4	10.7	8.4	8.5	0.5	9.9	7.2	7.4	0.4	8.8	6.1									40	3	42	260	30	3	28	350					-0.9	0.0	-0.6	-1.1								
05/30/2008 01:50:00	10.2	0.5	11.8	9.1	9.8	0.4	11.0	9.0	9.1	0.5	10.3	8.0	8.0	0.5	9.5	6.8									43	3	45	260	33	3	31	350					-0.3	0.4	0.6	-0.8								
05/30/2008 02:00:00	10.2	0.5	11.8	8.8	9.9	0.4	11.6	9.0	9.2	0.6	11.5	8.0	8.1	0.5	9.9	6.8									44	3	46	260	35	3	37	350					0.9	0.1	1.0	0.6								
05/30/2008 02:10:00	10.2	0.5	11.5	8.8	10.0	0.4	11.0	8.7	9.2	0.5	10.7	8.0	8.4	0.5	9.5	6.8									47	3	48	260	37	3	37	350					1.3	0.5	2.2	0.6								
05/30/2008 02:20:00	10.1	0.4	11.1	8.8	10.0	0.4	11.0	9.0	9.2	0.5	10.3	7.6	8.5	0.5	9.9	7.2									47	3	45	260	37	2	36	350					2.8	0.2	3.2	2.2								
