SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
01/23/2008 00:00:00	6.0	0.7	8.0	4.6	5.7	0.7	7.6	4.4	6.3	0.9	8.8	4.6	6.5	1.0	8.8	4.2									147	0	148	260	288	9	307	350					-18.9	0.0	-18.6	-19.0								
01/23/2008 00:10:00	6.6	0.6	8.0	5.3	6.3	0.5	7.6	5.0	6.9	0.7	8.8	5.3	7.1	0.7	8.8	5.7									147	0	148	260	295	8	301	350					-18.8	0.0	-18.6	-19.0								
01/23/2008 00:20:00	6.4	0.7	8.0	4.9	6.1	0.6	7.3	4.7	6.7	0.8	8.4	5.3	6.9	0.8	8.8	5.3									147	0	148	260	293	10	298	350					-18.8	0.0	-18.6	-19.0								
01/23/2008 00:30:00	6.4	0.5	8.0	5.3	6.1	0.5	7.6	5.0	6.7	0.6	8.4	5.7	6.9	0.6	8.8	5.3									147	0	148	260	293	8	302	350					-18.8	0.0	-18.6	-19.0								
01/23/2008 00:40:00	5.6	0.7	7.2	3.8	5.2	0.5	6.2	4.1	5.8	0.7	7.6	4.2	5.9	0.7	8.0	4.2									147	0	148	260	292	7	291	350					-18.8	0.0	-18.6	-19.0								
01/23/2008 00:50:00	5.0	0.7	6.5	3.0	4.7	0.5	6.2	3.3	5.2	0.7	6.8	3.4	5.3	0.7	7.2	3.8									147	0	148	260	290	8	299	350					-18.6	0.0	-18.4	-18.8								
01/23/2008 01:00:00	3.8	0.6	5.7	2.3	3.4	0.5	5.0	2.4	3.8	0.6	6.1	2.6	3.8	0.7	6.1	2.3									147	0	148	260	279	10	287	350					-18.8	0.2	-18.4	-19.0								
01/23/2008 01:10:00	4.9	0.6	6.5	3.4	4.6	0.5	6.2	3.3	5.1	0.7	7.2	3.4	5.2	0.7	6.8	3.4									147	0	148	260	286	9	299	350					-18.6	0.0	-18.4	-19.0								
01/23/2008 01:20:00	4.7	0.6	6.1	3.0	4.3	0.4	5.3	3.3	4.8	0.6	6.1	3.0	4.8	0.6	6.5	2.6									147	0	148	260	281	9	284	350					-18.6	0.0	-18.4	-18.6								
01/23/2008 01:30:00	4.5	0.6	6.1	2.6	4.0	0.5	5.0	2.7	4.5	0.7	6.1	2.6	4.3	0.7	6.1	2.6									147	0	148	260	277	9	276	350					-18.8	0.0	-18.4	-19.0								
01/23/2008 01:40:00	4.9	0.6	6.5	3.0	4.6	0.5	5.9	3.3	5.0	0.7	6.8	3.4	5.2	0.6	6.8	3.8									147	0	148	260	283	7	282	350					-18.8	0.0	-18.6	-19.0								
01/23/2008 01:50:00	4.8	0.5	6.1	3.4	4.4	0.4	5.3	3.6	4.8	0.6	6.1	3.4	4.8	0.6	6.5	3.4									147	0	148	260	279	6	277	350					-19.0	0.1	-18.8	-19.0								
01/23/2008 02:00:00	4.8	0.4	5.7	3.4	4.3	0.3	5.0	3.6	4.7	0.5	5.7	3.4	4.8	0.5	6.1	3.4									147	0	148	260	280	5	287	350					-19.1	0.0	-19.0	-19.0								
01/23/2008 02:10:00	5.4	0.5	6.5	3.8	4.9	0.4	5.9	3.6	5.4	0.5	6.5	3.8	5.6	0.6	6.8	3.4									147	0	147	260	280	6	275	350					-18.9	0.0	-18.8	-19.0								
