SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
11/09/2008 00:00:00	8.3	0.5	9.1	6.8	7.5	0.4	8.2	6.2	7.3	0.6	8.4	5.3	7.7	0.7	9.1	5.7									31	3	35	260	23	4	27	350					-12.4	0.1	-12.1	-12.5								
11/09/2008 00:10:00	8.5	0.4	9.5	7.2	7.9	0.4	9.0	6.4	7.8	0.5	8.8	6.1	8.2	0.6	9.1	5.7									32	3	33	260	24	4	12	350					-12.2	0.0	-12.1	-12.3								
11/09/2008 00:20:00	8.4	0.5	9.5	7.2	7.8	0.3	9.0	7.3	7.7	0.4	8.8	6.5	8.3	0.5	9.5	6.5									30	3	31	260	22	4	21	350					-12.5	0.0	-12.1	-12.7								
11/09/2008 00:30:00	8.3	0.5	9.5	7.2	7.7	0.3	8.7	6.7	7.6	0.5	8.8	6.5	8.1	0.5	9.5	6.5									29	3	35	260	21	4	17	350					-12.6	0.0	-12.5	-12.7								
11/09/2008 00:40:00	8.7	0.4	9.9	7.6	8.0	0.5	9.3	7.3	7.9	0.4	8.8	6.8	8.5	0.4	9.5	7.2									29	3	34	260	21	3	18	350					-12.7	0.0	-12.5	-12.9								
11/09/2008 00:50:00	8.8	0.5	9.9	7.6	8.1	0.5	9.3	7.6	7.9	0.5	9.1	6.8	8.3	0.5	9.5	7.2									31	3	34	260	23	3	19	350					-12.7	0.0	-12.5	-12.9								
11/09/2008 01:00:00	9.1	0.3	10.3	8.4	8.6	0.6	9.6	7.6	8.5	0.4	9.1	7.6	8.9	0.5	10.3	7.6									31	2	32	260	22	2	17	350					-12.5	0.0	-12.3	-12.5								
11/09/2008 01:10:00	9.3	0.4	10.7	8.4	9.2	0.3	10.2	8.4	8.8	0.3	9.9	8.0	9.3	0.4	10.3	7.6									29	2	29	260	21	2	30	350					-12.2	0.0	-12.1	-12.5								
11/09/2008 01:20:00	9.2	0.4	10.3	8.0	9.0	0.4	9.9	7.6	8.7	0.4	9.5	7.2	9.1	0.5	10.3	7.6									30	3	28	260	21	3	17	350					-12.0	0.0	-11.9	-12.1								
11/09/2008 01:30:00	9.3	0.5	10.7	8.0	8.8	0.5	9.9	7.6	8.6	0.5	9.9	7.6	9.1	0.4	10.3	7.2									34	4	39	260	26	4	30	350					-12.1	0.0	-11.9	-12.1								
11/09/2008 01:40:00	9.1	0.5	11.1	7.6	8.7	0.5	10.4	7.6	8.5	0.5	10.3	7.2	9.0	0.5	10.7	7.6									34	3	35	260	26	4	36	350					-12.1	0.0	-11.9	-12.1								
11/09/2008 01:50:00	8.7	0.6	11.1	7.6	8.1	0.6	10.2	7.6	8.1	0.6	9.9	6.5	8.7	0.4	9.9	7.6									33	4	26	260	24	4	28	350					-11.9	0.0	-11.7	-12.1								
11/09/2008 02:00:00	8.2	0.5	10.3	7.2	7.8	0.4	10.2	7.3	7.6	0.5	9.9	6.5	8.5	0.5	11.5	7.2									30	4	38	260	22	5	38	350					-11.8	0.0	-11.7	-11.9								
11/09/2008 02:10:00	8.6	0.5	9.9	7.6	7.9	0.4	9.3	7.6	7.9	0.4	9.1	6.8	8.6	0.4	9.5	7.6									33	3	33	260	25	4	22	350					-11.8	0.0	-11.7	-12.1								
