SDR	7.7.6

-----Logger Information-----
Model #	3090
Serial #	13240
Hardware Rev.	011-010-000

-----Site Information-----
Site #	0066
Site Desc	
Project Code	
Project Desc	
Site Location	
Site Elevation	177
Latitude	N 062° 02.252'
Longitude	W 163° 14.820'
Time offset (hrs)	-9

-----Sensor Information-----

Channel #	1
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	2
Type	1
Description	NRG IceFreeIII m/s
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.572
Offset	1
Units	m/s

Channel #	3
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	30   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	4
Type	1
Description	NRG #40 Anem. m/s
Details	
Serial Number	SN:
Height	21   m
Scale Factor	0.765
Offset	0.35
Units	m/s

Channel #	5
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	6
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	7
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	39   m
Scale Factor	0.351
Offset	260
Units	deg

Channel #	8
Type	3
Description	#200P Wind Vane
Details	
Serial Number	SN:
Height	29   m
Scale Factor	0.351
Offset	350
Units	deg

Channel #	9
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	10
Type	4
Description	NRG #110S Temp  C
Details	
Serial Number	SN:
Height	2    m
Scale Factor	0.136
Offset	-86.383
Units	C

Channel #	11
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Channel #	12
Type	0
Description	No SCM Installed
Details	
Serial Number	--------
Height	------
Scale Factor	0
Offset	0
Units	-----

Date & Time Stamp	CH1Avg	CH1SD	CH1Max	CH1Min	CH2Avg	CH2SD	CH2Max	CH2Min	CH3Avg	CH3SD	CH3Max	CH3Min	CH4Avg	CH4SD	CH4Max	CH4Min	CH5Avg	CH5SD	CH5Max	CH5Min	CH6Avg	CH6SD	CH6Max	CH6Min	CH7Avg	CH7SD	CH7Max	CH7Min	CH8Avg	CH8SD	CH8Max	CH8Min	CH9Avg	CH9SD	CH9Max	CH9Min	CH10Avg	CH10SD	CH10Max	CH10Min	CH11Avg	CH11SD	CH11Max	CH11Min	CH12Avg	CH12SD	CH12Max	CH12Min
08/16/2008 00:00:00	5.6	0.3	6.5	4.6	5.6	0.3	6.4	4.7	5.3	0.4	6.1	4.2	5.1	0.4	6.1	4.2									139	4	142	260	129	3	130	350					9.9	0.0	10.0	9.7								
08/16/2008 00:10:00	5.8	0.5	6.8	4.6	5.7	0.5	7.0	4.4	5.4	0.5	6.8	4.2	5.1	0.5	6.5	3.8									140	4	138	260	130	4	128	350					9.8	0.0	10.0	9.7								
08/16/2008 00:20:00	5.4	0.6	6.8	3.8	5.4	0.5	6.7	3.9	5.1	0.5	6.8	3.8	4.8	0.5	6.5	3.4									140	6	145	260	129	6	138	350					9.8	0.0	10.0	9.7								
08/16/2008 00:30:00	5.3	0.4	6.1	4.2	5.4	0.3	6.2	4.7	5.0	0.4	6.1	3.8	4.8	0.4	5.7	3.4									139	4	143	260	127	4	113	350					9.7	0.0	10.0	9.5								
08/16/2008 00:40:00	5.3	0.3	6.1	4.6	5.5	0.2	6.2	4.7	5.2	0.3	6.1	4.6	5.1	0.3	6.1	4.2									137	4	141	260	126	4	128	350					9.6	0.0	9.7	9.5								
08/16/2008 00:50:00	5.2	0.2	5.7	4.6	4.9	0.5	5.9	3.9	5.1	0.2	5.7	4.6	4.9	0.3	5.7	3.8									130	5	137	260	119	5	127	350					9.7	0.0	9.7	9.5								
08/16/2008 01:00:00	5.2	0.2	5.7	4.6	4.6	0.4	5.6	3.6	5.0	0.3	5.7	4.2	4.8	0.3	5.7	3.0									127	4	124	260	116	4	121	350					9.7	0.0	10.0	9.7								
08/16/2008 01:10:00	5.1	0.2	5.7	4.6	4.6	0.5	5.6	3.3	4.8	0.3	5.3	3.8	4.7	0.3	5.3	3.8									128	4	131	260	117	4	120	350					9.9	0.0	10.0	9.7								
08/16/2008 01:20:00	5.0	0.3	5.7	3.8	4.1	0.3	5.0	3.3	4.8	0.3	5.3	3.4	4.4	0.4	4.9	3.0									123	3	126	260	113	3	117	350					9.9	0.0	10.0	9.7								
08/16/2008 01:30:00	5.4	0.4	6.1	4.2	4.4	0.4	5.3	3.3	5.0	0.4	6.1	3.4	4.6	0.5	5.7	3.4									124	3	127	260	114	3	118	350					9.9	0.0	10.0	10.0								
08/16/2008 01:40:00	5.6	0.4	6.5	4.2	4.7	0.4	6.2	3.9	5.3	0.4	6.1	3.8	4.9	0.5	6.1	3.8									126	3	130	260	114	4	121	350					9.9	0.0	10.0	9.7								
08/16/2008 01:50:00	5.2	0.4	6.1	4.2	5.0	0.3	5.6	4.1	4.9	0.4	5.7	3.8	4.2	0.6	5.7	2.3									110	4	111	260	99	4	101	350					9.9	0.0	10.0	9.7								
08/16/2008 02:00:00	4.9	0.4	5.7	3.8	4.6	0.3	5.6	3.6	4.5	0.4	5.7	3.4	3.8	0.6	5.3	1.9									111	6	110	260	100	5	93	350					9.7	0.0	10.0	9.7								
08/16/2008 02:10:00	4.9	0.3	5.7	4.2	4.4	0.3	5.3	3.6	4.6	0.4	5.3	3.4	4.0	0.6	5.3	1.9									116	3	121	260	104	3	98	350					9.7	0.0	9.7	9.7								
08/16/2008 02:20:00	4.9	0.3	5.7	3.8	4.2	0.3	5.0	3.6	4.6	0.3	5.3	3.4	4.2	0.4	5.3	2.6									119	3	121	260	106	2	102	350					9.7	0.0	10.0	9.7								
